
		State Code,County Code,Tribal Code,Site ID,Support Agency Code,Location Address,City Code,Postal Code,Local ID,Local Name,Urban Area Code,AQCR Code,Land Use ID,Location Setting ID,Site Established Date,Latitude,Longitude,Horizontal Method Code,Horizontal Datum ID,Parameter Code,Parameter Name,Substance Occurrence Code,Duration Code,Method ID,Measure Unit Code,Sample Collection Start Date,Sample Collection Start Time,Measure Value,Measure Unit,Null Data Code,Qualifier Code,Data Validity Code
		MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 14:00:00","14:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 15:00:00","15:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 16:00:00","16:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 17:00:00","17:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 18:00:00","18:00:00",".004","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 19:00:00","19:00:00",".004","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 20:00:00","20:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 21:00:00","21:00:00",".002","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 22:00:00","22:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-29 23:00:00","23:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 00:00:00","00:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 01:00:00","01:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 02:00:00","02:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 03:00:00","03:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 04:00:00","04:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 05:00:00","05:00:00",".001","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 06:00:00","06:00:00",".002","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 07:00:00","07:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 08:00:00","08:00:00",".002","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 09:00:00","09:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 10:00:00","10:00:00",".003","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 11:00:00","11:00:00",".004","ppm","","","RAW"
				MA,"'009","","'250094005","'0660","HARBOR STREET","45245","'01950","Newburyport","NEWBRYPT","","'121","RESIDENTIAL","SUBURBAN","2010-05-13","42.814507","-70.81848","'104","WGS84","42602","Nitrogen Dioxide","1","1","'099 ","'007","2017-06-30 12:00:00","12:00:00",".004","ppm","","","RAW"
				
