Parameter Name,Site_keys,ppm,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial
PM2.5 - Local Conditions,[  43.799501 -123.053487],0.006800862,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.33,0.0,0,0,0.0,0,0,0,0.67,0,0.0
PM2.5 - Local Conditions,[  45.496641 -122.602877],0.006236752,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0
PM2.5 - Local Conditions,[  45.528501 -122.972398],0.005627049,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0530303030303,0.189393939394,0.0,0,0,0.0,0,0,0,0.757575757576,0,0.0
PM2.5 - Local Conditions,[  45.393497 -122.747894],0.005961667,0.0,0.0,0.0,0.0,0,0,0,0.0,0.04,0.24,0.09,0,0,0.0,0,0,0,0.28,0,0.35
PM2.5 - combined,[  45.28845  -121.782775],0.003858518,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  44.299787 -120.844773],0.002380737,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0917431192661,0.0,0,0,0.0,0,0,0,0.908256880734,0,0.0
PM2.5 - combined,[  42.104278 -123.681083],0.002710934,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.205,0,0,0.0,0,0,0,0.11,0,0.09
PM2.5 - combined,[  42.909851 -122.140861],0.003127917,0.854700854701,0.145299145299,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  44.19982  -122.044547],0.003935222,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  45.496641 -122.602877],0.003291933,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0
PM2.5 - combined,[  45.56137 -122.6679 ],0.002161799,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.0,0,0,0,0.96,0,0.0
PM2.5 - combined,[  45.577175 -122.71775 ],5.81e-07,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.0,0,0,0,0.76,0,0.2
PM2.5 - combined,[  45.599907 -122.758362],0.002415914,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08,0.0,0.0,0,0,0.0,0,0,0,0.88,0,0.04
PM2.5 - combined,[  45.224748 -118.513962],0.019418218,0.763358778626,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  45.339    -118.095206],0.003218165,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.01,0.05,0,0,0.01,0,0,0,0.83,0,0.0
PM2.5 - combined,[  45.079864 -116.844808],0.001204465,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  45.528501 -122.972398],2.405e-06,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0530303030303,0.189393939394,0.0,0,0,0.0,0,0,0,0.757575757576,0,0.0
PM2.5 - combined,[  45.393497 -122.747894],3.05e-06,0.0,0.0,0.0,0.0,0,0,0,0.0,0.04,0.24,0.09,0,0,0.0,0,0,0,0.28,0,0.35
PM2.5 - Local Conditions,[ 41.170833 -73.194722],0.008616447,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.19,0,0,0.0,0,0,0,0.63,0,0.04
PM2.5 - Local Conditions,[ 41.399167 -73.443056],0.00703070333333,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.11,0,0,0.0,0,0,0,0.39,0,0.0
PM2.5 - Local Conditions,[ 41.771444 -72.679923],0.0056813795,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.68,0.27,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - Local Conditions,[ 41.784722 -72.631667],0.007691378,0.0,0.0,0.0,0.04,0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.38,0,0.0
PM2.5 - Local Conditions,[ 41.821342 -73.297257],0.00736452733333,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - Local Conditions,[ 41.3014   -72.902871],0.0073068905,0.0,0.0,0.0843373493976,0.0,0,0,0,0.0,0.0,0.0,0.463855421687,0,0,0.0,0,0,0,0.0,0,0.240963855422
PM2.5 - Local Conditions,[ 41.550556 -73.043611],0.00640522866667,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.33,0.15,0,0,0.0,0,0,0,0.08,0,0.39
PM2.5 - Local Conditions,[ 41.35362 -72.07882],0.0050456215,0.0,0.0,0.163636363636,0.0,0,0,0,0.0,0.0909090909091,0.00909090909091,0.0,0,0,0.0,0,0,0,0.636363636364,0,0.1
PM2.5 - combined,[ 41.170833 -73.194722],0.007778182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.19,0,0,0.0,0,0,0,0.63,0,0.04
PM2.5 - combined,[ 41.399167 -73.443056],0.042587206,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.11,0,0,0.0,0,0,0,0.39,0,0.0
PM2.5 - combined,[ 41.771444 -72.679923],0.00152468,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.68,0.27,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[ 41.784722 -72.631667],0.013250321,0.0,0.0,0.0,0.04,0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.38,0,0.0
PM2.5 - combined,[ 41.821342 -73.297257],0.005732735,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[ 41.3014   -72.902871],0.013850396,0.0,0.0,0.0843373493976,0.0,0,0,0,0.0,0.0,0.0,0.463855421687,0,0,0.0,0,0,0,0.0,0,0.240963855422
PM2.5 - Local Conditions,[  47.43061 -120.34195],0.006648789,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0680272108844,0.0,0,0,0.0,0,0,0,0.680272108844,0,0.0
PM2.5 - Local Conditions,[  45.64336 -122.58737],0.012142857,0.0,0.0,0.0,0.0,0,0,0,0.0,0.165,0.05,0.5,0,0,0.01,0,0,0,0.275,0,0.0
PM2.5 - Local Conditions,[  47.597222 -122.319722],0.010028816,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.391891891892,0.486486486486,0,0,0.0,0,0,0,0.121621621622,0,0.0
PM2.5 - Local Conditions,[  47.55975  -122.338265],0.00864008,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0384615384615,0.0288461538462,0,0,0.0,0,0,0,0.0,0,0.932692307692
PM2.5 - Local Conditions,[  47.568236 -122.308628],0.006797181,0.0,0.0,0.0477815699659,0.0,0,0,0,0.0,0.21843003413,0.0511945392491,0.341296928328,0,0,0.0,0,0,0,0.341296928328,0,0.0
PM2.5 - Local Conditions,[  47.386111 -122.230278],0.007064672,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.61,0.0,0,0,0.08,0,0,0,0.31,0,0.0
PM2.5 - Local Conditions,[  47.592675 -122.627397],0.006810398,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.61,0.0,0,0,0.0,0,0,0,0.39,0,0.0
PM2.5 - Local Conditions,[  46.99364 -120.545  ],0.005564773,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.43,0.0,0,0,0.0,0,0,0,0.57,0,0.0
PM2.5 - Local Conditions,[  48.39999 -119.51896],0.005283431,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.28,0,0,0,0.19,0,0.44
PM2.5 - Local Conditions,[  47.22634 -122.46256],0.00653388,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.03,0.42,0,0,0.0,0,0,0,0.55,0,0.0
PM2.5 - Local Conditions,[  47.1864 -122.4517],0.0054389575,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0818181818182,0.0,0,0,0.0,0,0,0,0.909090909091,0,0.0
PM2.5 - Local Conditions,[  48.52059 -122.61428],0.004195518,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0,0,0.4,0,0.0
PM2.5 - Local Conditions,[  48.054315 -122.171529],0.007708805,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.254901960784,0.0,0,0,0.0,0,0,0,0.745098039216,0,0.0
PM2.5 - Local Conditions,[  47.8064 -122.3167],0.007786142,0.0,0.0,0.0,0.0,0,0,0,0.0792079207921,0.0,0.237623762376,0.039603960396,0,0,0.0,0,0,0,0.643564356436,0,0.0
PM2.5 - Local Conditions,[  48.2469 -121.6031],0.003984384,0.36,0.0,0.0,0.0,0,0,0,0.0,0.0,0.18,0.0,0,0,0.0,0,0,0,0.46,0,0.0
PM2.5 - Local Conditions,[  47.672482 -117.364852],0.0062725115,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.31,0.0,0,0,0.0,0,0,0,0.35,0,0.34
PM2.5 - Local Conditions,[  48.76278 -122.44028],0.00568688,0.0267857142857,0.0,0.0,0.0,0,0,0,0.0,0.107142857143,0.0,0.0,0,0,0.0,0,0,0,0.821428571429,0,0.0
PM2.5 - Local Conditions,[  46.31932  -119.999677],0.0121,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0
PM2.5 - Local Conditions,[  46.598056 -120.499167],0.0052982355,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0,0,0,0.66,0,0.0
PM2.5 - Local Conditions,[  46.38024 -120.33266],0.004865204,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.367231638418,0.0,0,0,0.564971751412,0,0,0,0.0677966101695,0,0.0
PM2.5 - combined,[  48.006295 -122.973953],0.007783669,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  48.29786 -124.62491],0.016990486,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  47.597222 -122.319722],0.001612848,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.391891891892,0.486486486486,0,0,0.0,0,0,0,0.121621621622,0,0.0
PM2.5 - combined,[  47.568236 -122.308628],0.003907459,0.0,0.0,0.0477815699659,0.0,0,0,0,0.0,0.21843003413,0.0511945392491,0.341296928328,0,0,0.0,0,0,0,0.341296928328,0,0.0
PM2.5 - combined,[  47.399815 -121.427096],0.02241811,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  45.666204 -121.000708],0.002949782,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  46.624184 -121.388064],0.02595312,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  48.387531 -119.928671],0.026211432,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  47.1864 -122.4517],0.003075706,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0818181818182,0.0,0,0,0.0,0,0,0,0.909090909091,0,0.0
PM2.5 - combined,[  46.75838 -122.12429],0.00284969,0.83,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  48.73142  -121.065815],0.00223291,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
PM2.5 - combined,[  46.598056 -120.499167],0.002194266,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0,0,0,0.66,0,0.0
