Parameter Name,Site_keys,Arithmetic Mean,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial
SO2,[  32.382036 -112.857453],0.008538499,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.31088082901554404,0,0.17098445595854922
SO2,[  32.598611 -110.633611],0.012127529,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.012048192771084338,0.25903614457831325,0.0,0,0,0.0,0,0,0,0.12650602409638553,0,0.0
SO2,[  37.886869 -122.027462],0.001795498,0.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.97,0,0.0
SO2,[  37.936013 -122.026154],0.001840836,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,0.0,0,0,0.0,0,0,0,0.4,0,0.0
SO2,[  37.949924 -122.357193],0.002006969,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0196078431372549,0.0,0,0,0.0,0,0,0,0.6176470588235294,0,0.3627450980392157
SO2,[  37.949924 -122.357193],0.0011467069999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0196078431372549,0.0,0,0,0.0,0,0,0,0.6176470588235294,0,0.3627450980392157
SO2,[  37.957424 -122.370249],4.738e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.14,0.0,0,0,0.0,0,0,0,0.5,0,0.36
SO2,[  37.926162 -122.385561],3.871e-05,0.0,0.01,0.02,0.0,0.0,0,0,0.0,0.0,0.11,0.0,0,0,0.0,0,0,0,0.79,0,0.07
SO2,[  37.926162 -122.385561],0.0012413620000000002,0.0,0.01,0.02,0.0,0.0,0,0,0.0,0.0,0.11,0.0,0,0,0.0,0,0,0,0.79,0,0.07
SO2,[  37.948172 -122.364852],0.002068886,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.29,0,0.71
SO2,[  38.029258 -121.896866],0.003551775,0.0,0.0,0.0,0.12,0.0,0,0,0.0,0.25,0.0,0.0,0,0,0.0,0,0,0,0.17,0,0.46
SO2,[  38.05492  -122.233229],0.0020995329999999998,0.27,0.0,0.09,0.0,0.0,0,0,0.0,0.0,0.0,0.11,0,0,0.0,0,0,0,0.23,0,0.04
SO2,[  38.05492  -122.233229],0.0,0.27,0.0,0.09,0.0,0.0,0,0,0.0,0.0,0.0,0.11,0,0,0.0,0,0,0,0.23,0,0.04
SO2,[  38.012816 -122.134467],0.002494348,0.16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0,0,0,0.59,0,0.0
SO2,[  38.012816 -122.134467],0.003957099,0.16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.0,0,0,0,0.59,0,0.0
SO2,[  38.916575 -120.001015],0.000355709,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.75,0.0,0,0,0.0,0,0,0,0.25,0,0.0
SO2,[  36.725228 -119.751254],0.0026852309999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0,0,0.19,0,0,0,0.23,0,0.12
SO2,[  35.374959 -119.022602],0.011372499,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.96,0.0,0,0,0.0,0,0,0,0.0,0,0.0
SO2,[  35.431068 -119.021767],0.016471285999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.16,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,0,0.0
SO2,[  35.434679 -119.013434],0.020954475,0.0,0.0,0.0,0.0,0.0,0,0,0.11214953271028037,0.0,0.06542056074766354,0.0,0,0,0.0,0,0,0,0.719626168224299,0,0.102803738317757
SO2,[  33.92899 -118.21071],0.010534918,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.57,0.0,0,0,0.0,0,0,0,0.43,0,0.0
SO2,[  33.92899 -118.21071],0.008234250999999998,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.57,0.0,0,0,0.0,0,0,0,0.43,0,0.0
SO2,[  33.923625 -118.02562 ],0.023151694,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05128205128205128,0.1452991452991453,0.0,0,0,0.0,0,0,0,0.8034188034188035,0,0.0
SO2,[  33.923625 -118.02562 ],0.008538846000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05128205128205128,0.1452991452991453,0.0,0,0,0.0,0,0,0,0.8034188034188035,0,0.0
SO2,[  33.82376 -118.18921],0.007822581,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23,0.06,0,0,0.0,0,0,0,0.44,0,0.27
SO2,[  33.82376 -118.18921],0.010913554,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.23,0.06,0,0,0.0,0,0,0,0.44,0,0.27
SO2,[  33.930292 -118.369798],0.006701613,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.03,0.14,0,0,0.0,0,0,0,0.74,0,0.09
SO2,[  33.930292 -118.369798],0.012284564,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.03,0.14,0,0,0.0,0,0,0,0.74,0,0.09
SO2,[  34.1365  -117.92391],0.006522554000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.61
SO2,[  34.1365  -117.92391],0.003892493,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.61
SO2,[  34.14435 -117.85036],0.004459093,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.11504424778761062,0.0,0,0,0.0,0,0,0,0.8849557522123894,0,0.0
SO2,[  34.06703 -117.7514 ],0.004080692,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.41,0.0,0,0,0.0,0,0,0,0.59,0,0.0
SO2,[  34.17605 -118.31712],0.006526222,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.18,0.5,0,0,0.0,0,0,0,0.13,0,0.19
SO2,[  34.17605 -118.31712],0.005115489,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.18,0.5,0,0,0.0,0,0,0,0.13,0,0.19
SO2,[  34.149451 -118.124515],0.006350726,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6581196581196581,0.05982905982905983,0,0,0.0,0,0,0,0.28205128205128205,0,0.0
SO2,[  34.149451 -118.124515],0.003982036,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6581196581196581,0.05982905982905983,0,0,0.0,0,0,0,0.28205128205128205,0,0.0
SO2,[  34.06659 -118.22688],0.012752518000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.015789473684210527,0.5263157894736842,0,0,0.0,0,0,0,0.0,0,0.45789473684210524
SO2,[  34.058345 -118.250907],0.007574557000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.043010752688172046,0.3602150537634409,0.5376344086021505,0,0,0.0,0,0,0,0.03225806451612903,0,0.0
SO2,[  34.058345 -118.250907],0.006558245999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.043010752688172046,0.3602150537634409,0.5376344086021505,0,0,0.0,0,0,0,0.03225806451612903,0,0.0
SO2,[  34.058345 -118.250907],0.004618736,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.043010752688172046,0.3602150537634409,0.5376344086021505,0,0,0.0,0,0,0,0.03225806451612903,0,0.0
SO2,[  34.051399 -118.3848  ],0.0067374520000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.135,0.5,0,0,0.0,0,0,0,0.365,0,0.0
SO2,[  34.19925 -118.53276],0.004692190000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4152046783625731,0.0,0,0,0.0,0,0,0,0.5847953216374269,0,0.0
SO2,[  34.19925 -118.53276],0.005611110999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4152046783625731,0.0,0,0,0.0,0,0,0,0.5847953216374269,0,0.0
SO2,[  34.386109 -118.532586],0.004882226999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.26,0.0,0,0,0.14,0,0,0,0.6,0,0.0
SO2,[  34.01407 -118.06056],0.005228826000000002,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.38,0.12,0.07,0,0,0.0,0,0,0,0.43,0,0.0
SO2,[  34.01407 -118.06056],0.005194016000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.38,0.12,0.07,0,0,0.0,0,0,0,0.43,0,0.0
SO2,[  36.697181 -121.633556],7.9329e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.3271604938271605,0.0,0,0,0.6172839506172839,0,0,0,0.05555555555555555,0,0.0
SO2,[  38.310942 -122.296189],0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0,0,0.0,0,0,0,0.8,0,0.0
SO2,[  38.310942 -122.296189],0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.2,0.0,0,0,0.0,0,0,0,0.8,0,0.0
SO2,[  33.821353 -117.91427 ],0.006537238000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09322033898305085,0.1864406779661017,0.059322033898305086,0,0,0.0,0,0,0,0.6610169491525424,0,0.0
SO2,[  33.821353 -117.91427 ],0.008011049999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09322033898305085,0.1864406779661017,0.059322033898305086,0,0,0.0,0,0,0,0.6610169491525424,0,0.0
SO2,[  33.656131 -117.930613],0.005366450000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05660377358490566,0.2169811320754717,0.0,0,0,0.0,0,0,0,0.7264150943396226,0,0.0
SO2,[  33.656131 -117.930613],0.006243243000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05660377358490566,0.2169811320754717,0.0,0,0,0.0,0,0,0,0.7264150943396226,0,0.0
SO2,[  33.92513 -117.95264],0.008214551,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07894736842105263,0.05263157894736842,0.0,0,0,0.0,0,0,0,0.868421052631579,0,0.0
SO2,[  33.92513 -117.95264],0.007029432,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07894736842105263,0.05263157894736842,0.0,0,0,0.0,0,0,0,0.868421052631579,0,0.0
SO2,[  33.750573 -117.870333],0.0034689660000000004,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.89,0.0,0,0,0.0,0,0,0,0.11,0,0.0
SO2,[  33.795849 -118.03284 ],0.009200695,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.46534653465346537,0.07920792079207921,0.0,0,0,0.0,0,0,0,0.45544554455445546,0,0.0
SO2,[  33.795849 -118.03284 ],0.007991661,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.46534653465346537,0.07920792079207921,0.0,0,0,0.0,0,0,0,0.45544554455445546,0,0.0
SO2,[  33.795849 -118.03284 ],0.009229414,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.46534653465346537,0.07920792079207921,0.0,0,0,0.0,0,0,0,0.45544554455445546,0,0.0
SO2,[  33.85275 -116.54101],0.006439701999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,0,0.0,0,0,0,0.4,0,0.0
SO2,[  33.85275 -116.54101],9.5825e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0,0,0.0,0,0,0,0.4,0,0.0
SO2,[  33.94603 -117.40063],0.003402299,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.01,0,0,0.0,0,0,0,0.53,0,0.0
SO2,[  33.99958 -117.41601],0.0053461540000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.30434782608695654,0.0,0,0,0.0,0,0,0,0.6521739130434783,0,0.0
SO2,[  33.99958 -117.41601],0.003639297,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.30434782608695654,0.0,0,0,0.0,0,0,0,0.6521739130434783,0,0.0
SO2,[  38.667126 -121.251338],0.000906483,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.25,0.17,0,0,0.13,0,0,0,0.36,0,0.0
SO2,[  38.71209 -121.38109],0.0030967740000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.21818181818181817,0.04242424242424243,0.0,0,0,0.6060606060606061,0,0,0,0.13333333333333333,0,0.0
SO2,[  38.585183 -121.494677],0.0007436939999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.0,0,0.21
SO2,[  38.613779 -121.368014],0.004766826,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.11504424778761062,0.0,0,0,0.0,0,0,0,0.8849557522123894,0,0.0
SO2,[  34.10374 -117.62914],0.0048701529999999995,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.19811320754716982,0.05660377358490566,0.0,0,0,0.0,0,0,0,0.7452830188679245,0,0.0
SO2,[  34.106122 -117.481994],0.002793807,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1092436974789916,0.1092436974789916,0.0,0,0,0.0,0,0,0,0.6050420168067226,0,0.0
SO2,[  34.106122 -117.481994],0.005318734,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1092436974789916,0.1092436974789916,0.0,0,0,0.0,0,0,0,0.6050420168067226,0,0.0
SO2,[  34.102234 -117.286709],0.004989042999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.39,0.0,0,0,0.0,0,0,0,0.3,0,0.21
SO2,[  34.102234 -117.286709],0.001545788,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.39,0.0,0,0,0.0,0,0,0,0.3,0,0.21
SO2,[  35.759954 -117.374779],0.001864754,0.0,0.085,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.045,0,0.15
SO2,[  32.79394  -116.961138],0.0057329370000000004,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.47,0.0,0,0,0.0,0,0,0,0.52,0,0.01
SO2,[  32.631231 -117.059075],0.0050155320000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.004098360655737705,0.0,0.18032786885245902,0.4098360655737705,0,0,0.0,0,0,0,0.4057377049180328,0,0.0
SO2,[  32.836461 -117.128752],0.004629874,0.0,0.0,0.0,0.0,0.0,0,0,0.09900990099009901,0.019801980198019802,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.4752475247524752
SO2,[  32.727273 -117.154477],0.005027195999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1910828025477707,0.17834394904458598,0.6050955414012739,0,0,0.0,0,0,0,0.025477707006369428,0,0.0
SO2,[  33.127711 -117.075325],0.007949617999999999,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0,0,0.0,0,0,0,0.54,0,0.0
SO2,[  33.196703 -117.346704],0.005737005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.21,0.0,0,0,0.0,0,0,0,0.54,0,0.0
SO2,[  37.784  -122.4216],0.000612726,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.86,0.0,0,0,0.0,0,0,0,0.13,0,0.0
SO2,[  37.75493  -122.388026],0.001924319,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.38,0,0,0.0,0,0,0,0.0,0,0.62
SO2,[  37.84826  -121.446892],0.000273893,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0.0
SO2,[  37.950741 -121.268523],0.0037263459999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.12,0.1,0.0,0,0,0.0,0,0,0,0.68,0,0.0
SO2,[  35.12692 -120.58267],0.001446117,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0.07,0,0,0.0,0,0,0,0.09,0,0.0
SO2,[  35.283864 -120.655171],0.00070443,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.53,0.0,0,0,0.0,0,0,0,0.47,0,0.0
SO2,[  35.041644 -120.501   ],0.004245695,0.5714285714285714,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,0,0.0
SO2,[  35.633303 -120.692671],0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.05660377358490566,0.0,0,0,0.0,0,0,0,0.9339622641509434,0,0.0
SO2,[  34.419997 -119.70069 ],0.001276895,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.78,0.0,0,0,0.0,0,0,0,0.22,0,0.0
SO2,[  34.445275 -119.795139],0.0004726220000000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.06,0.04,0.0,0,0,0.0,0,0,0,0.87,0,0.0
SO2,[  34.513601 -120.006531],9.3365e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
SO2,[  34.514708 -120.417661],0.000190453,0.4782608695652174,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
SO2,[  34.46245 -120.02551],0.000111421,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.49,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
SO2,[  34.83748  -120.432107],0.001053901,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,1.0
SO2,[  34.87213  -120.377554],0.00034873099999999997,0.0,0.0,0.0,0.0,0.0,0,0,0.23,0.0,0.0,0.0,0,0,0.32,0,0,0,0.45,0,0.0
SO2,[  34.958311 -120.430164],0.002051546,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.01,0.2,0.0,0,0,0.0,0,0,0,0.79,0,0.0
