Parameter Name,Site_keys,LU,ppm
TSP - combined,[ 43.199525 -71.552294],"{'Commercial and Services': 0.26, 'Other urban or built-up land': 0.15, 'Cropland and pasture': 0.08, 'Residential': 0.51}",0.012625483000000002
TSP - combined,[ 43.077589 -70.753665],"{'Industrial': 0.06, 'Commercial and Services': 0.3, 'Residential': 0.3, 'Streams and canals': 0.19, 'Lakes': 0.03, 'Transportation, communications and services': 0.12}",0.012493478
TSP - combined,[ 39.948724 -75.121009],"{'Commercial and Services': 0.7, 'Residential': 0.07, 'Transportation, communications and services': 0.11, 'Transitional areas': 0.12}",0.012747291
TSP - combined,[ 39.925669 -75.040727],"{'Commercial and Services': 0.54, 'Cropland and pasture': 0.46}",0.000109091
TSP - combined,[ 40.553438 -74.139031],"{'Other urban or built-up land': 0.03, 'Residential': 0.96, 'Deciduous forest land': 0.01}",0.012285714000000001
TSP - combined,[ 39.709558 -75.123232],"{'Commercial and Services': 0.61, 'Residential': 0.39}",0.00014000000000000001
TSP - combined,[ 40.668159 -74.102365],"{'Commercial and Services': 0.16, 'Residential': 0.02, 'Bays and estuaries': 0.33, 'Transportation, communications and services': 0.49}",0.014023001
TSP - combined,[ 40.722046 -74.053752],"{'Commercial and Services': 0.6, 'Residential': 0.4}",0.013547726999999999
TSP - combined,[ 40.22122  -74.769328],"{'Commercial and Services': 0.82, 'Residential': 0.04, 'Streams and canals': 0.14}",0.000154167
TSP - combined,[ 40.918381 -74.168092],"{'Commercial and Services': 0.8, 'Residential': 0.2}",0.000143636
TSP - combined,[ 40.662047 -74.208478],"{'Commercial and Services': 0.07, 'Residential': 0.93}",0.009204761999999998
TSP - combined,[ 42.64851  -73.775963],"{'Commercial and Services': 0.375, 'Residential': 0.125, 'Transportation, communications and services': 0.5}",0.012461702000000002
TSP - combined,[ 42.64225 -73.75464],"{'Commercial and Services': 0.34806629834254144, 'Residential': 0.03867403314917127, 'Streams and canals': 0.06077348066298342, 'Transportation, communications and services': 0.5524861878453039}",0.013104255
TSP - combined,[ 40.831767 -73.903748],"{'Residential': 0.5, 'Transportation, communications and services': 0.5}",0.00016555599999999997
TSP - combined,[ 42.115614 -79.219213],"{'Commercial and Services': 0.44, 'Residential': 0.37, 'Deciduous forest land': 0.08, 'Other urban or built-up land': 0.07, 'Cropland and pasture': 0.04}",0.0123672
TSP - combined,[ 42.079796 -76.805789],"{'Commercial and Services': 0.32, 'Residential': 0.68}",0.00014000000000000001
TSP - combined,[ 42.09063  -76.801345],"{'Commercial and Services': 0.84, 'Residential': 0.16}",0.000351818
TSP - combined,[ 44.695599 -73.45319 ],"{'Commercial and Services': 0.6, 'Residential': 0.33, 'Industrial': 0.02, 'Other urban or built-up land': 0.05}",0.013624444000000001
TSP - combined,[ 41.721482 -73.938193],"{'Streams and canals': 0.61, 'Industrial': 0.3, 'Deciduous forest land': 0.09}",0.000184167
TSP - combined,[ 42.871169 -78.830312],"{'Commercial and Services': 0.01, 'Residential': 0.08, 'Industrial': 0.67, 'Transportation, communications and services': 0.24}",0.000214167
TSP - combined,[ 42.876907 -78.809526],"{'Commercial and Services': 0.35, 'Residential': 0.44, 'Other urban or built-up land': 0.11, 'Transportation, communications and services': 0.1}",0.00024249999999999999
TSP - combined,[ 42.841169 -78.828089],"{'Commercial and Services': 0.44, 'Residential': 0.56}",0.0002275
TSP - combined,[ 42.640894 -78.535578],"{'Commercial and Services': 0.16, 'Residential': 0.31, 'Deciduous forest land': 0.04, 'Cropland and pasture': 0.49}",0.000329167
TSP - combined,[ 42.905891 -78.84309 ],"{'Commercial and Services': 0.09, 'Residential': 0.34, 'Other urban or built-up land': 0.37, 'Transportation, communications and services': 0.2}",0.00019500000000000002
TSP - combined,[ 42.99551 -78.90152],"{'Industrial': 0.11, 'Deciduous forest land': 0.02, 'Residential': 0.01, 'Other urban or built-up land': 0.07, 'Transportation, communications and services': 0.64, 'Transitional areas': 0.15}",0.000264167
TSP - combined,[ 42.818948 -78.840589],"{'Residential': 0.45132743362831856, 'Industrial': 0.017699115044247787, 'Other urban or built-up land': 0.20353982300884957, 'Transportation, communications and services': 0.3274336283185841}",0.00015900000000000002
TSP - combined,[ 44.39308 -73.8589 ],{'Deciduous forest land': 1.0},0.00031833299999999996
TSP - combined,[ 44.362274 -74.1521  ],"{'Forested wetland': 0.18620689655172415, 'Deciduous forest land': 0.12413793103448276, 'Mixed forest land': 0.6896551724137931}",0.000347583
TSP - combined,[ 43.051462 -74.344024],"{'Commercial and Services': 0.63, 'Residential': 0.37}",0.000282714
TSP - combined,[ 43.413401 -74.276526],"{'Forested wetland': 0.3150684931506849, 'Mixed forest land': 0.684931506849315}",0.00022
TSP - combined,[ 43.970895 -75.911034],"{'Commercial and Services': 0.32, 'Residential': 0.68}",0.000295
TSP - combined,[ 44.100054 -76.366891],"{'Bays and estuaries': 0.66, 'Cropland and pasture': 0.34}",0.00022
TSP - combined,[ 40.73277 -73.94722],"{'Commercial and Services': 0.28, 'Residential': 0.07, 'Industrial': 0.54, 'Transportation, communications and services': 0.11}",0.00017999999999999998
TSP - combined,[ 40.654271 -74.004862],"{'Mixed urban or built-up land': 0.3, 'Transportation, communications and services': 0.58, 'Residential': 0.12}",0.00021
TSP - combined,[ 43.787847 -75.47685 ],"{'Residential': 0.34394904458598724, 'Cropland and pasture': 0.6369426751592356, 'Transportation, communications and services': 0.01910828025477707}",0.000319917
TSP - combined,[ 43.200895 -77.641114],"{'Commercial and Services': 0.1, 'Residential': 0.22, 'Industrial': 0.68}",0.013006924999999999
TSP - combined,[ 43.158442 -77.564302],"{'Commercial and Services': 0.53, 'Residential': 0.31, 'Industrial': 0.16}",0.000249091
TSP - combined,[ 43.161062 -77.603293],"{'Commercial and Services': 0.45614035087719296, 'Transportation, communications and services': 0.543859649122807}",0.0002575
TSP - combined,[ 40.74316 -73.58549],"{'Commercial and Services': 0.305, 'Other urban or built-up land': 0.195, 'Transportation, communications and services': 0.5}",0.0004245
TSP - combined,[ 40.657603 -73.641518],"{'Commercial and Services': 0.66, 'Residential': 0.34}",0.000463333
TSP - combined,[ 40.863988 -73.630405],"{'Commercial and Services': 0.49, 'Residential': 0.51}",8.999999999999999e-05
TSP - combined,[ 40.821768 -73.947638],"{'Commercial and Services': 0.17355371900826447, 'Mixed urban or built-up land': 0.8264462809917356}",0.000319333
TSP - combined,[ 40.739546 -73.985694],"{'Commercial and Services': 0.02, 'Mixed urban or built-up land': 0.98}",0.016004412000000003
TSP - combined,[ 43.085889 -78.996154],"{'Residential': 0.365, 'Industrial': 0.135, 'Transportation, communications and services': 0.5}",0.000297667
TSP - combined,[ 43.128732 -79.031883],"{'Commercial and Services': 0.435, 'Strip mines, quarries and gravel pits': 0.065, 'Transportation, communications and services': 0.5}",0.00047326899999999996
TSP - combined,[ 43.095612 -79.055045],"{'Commercial and Services': 0.15151515151515152, 'Residential': 0.3434343434343434, 'Transportation, communications and services': 0.5050505050505051}",0.00024
TSP - combined,[ 43.100903 -75.232942],"{'Commercial and Services': 0.75, 'Residential': 0.25}",0.0004285
TSP - combined,[ 43.218126 -75.455175],{'Residential': 1.0},0.000749808
TSP - combined,[ 43.10007  -75.196274],"{'Shrub-brushland rangeland': 0.16, 'Industrial': 0.29, 'Transportation, communications and services': 0.5, 'Mixed forest land': 0.05}",0.000412692
TSP - combined,[ 43.09892 -75.22506],"{'Commercial and Services': 0.36, 'Residential': 0.64}",0.00047796300000000003
TSP - combined,[ 43.057011 -76.077422],"{'Commercial and Services': 0.3837837837837838, 'Residential': 0.04864864864864865, 'Industrial': 0.02702702702702703, 'Transportation, communications and services': 0.5405405405405406}",0.00046625000000000003
TSP - combined,[ 43.060345 -76.202981],"{'Residential': 0.64, 'Industrial': 0.21, 'Other urban or built-up land': 0.06, 'Transportation, communications and services': 0.09}",0.016875855000000002
TSP - combined,[ 43.050457 -76.133416],"{'Commercial and Services': 0.42857142857142855, 'Residential': 0.061224489795918366, 'Transportation, communications and services': 0.5102040816326531}",0.000787273
TSP - combined,[ 42.727578 -73.672062],"{'Commercial and Services': 0.54, 'Residential': 0.46}",0.010868182000000002
TSP - combined,[ 42.825633 -73.92679 ],"{'Commercial and Services': 0.03, 'Residential': 0.67, 'Streams and canals': 0.01, 'Industrial': 0.29}",0.0004898109999999999
TSP - combined,[ 42.680075 -74.494306],"{'Commercial and Services': 0.53, 'Residential': 0.4, 'Cropland and pasture': 0.07}",0.000345094
TSP - combined,[ 42.374795 -76.864681],"{'Commercial and Services': 0.48, 'Residential': 0.29, 'Forested wetland': 0.08, 'Cropland and pasture': 0.04, 'Mixed forest land': 0.11}",0.000274167
TSP - combined,[ 44.936993 -74.874085],"{'Deciduous forest land': 0.03, 'Reservoirs': 0.03, 'Commercial and Services': 0.38, 'Residential': 0.32, 'Streams and canals': 0.11, 'Transportation, communications and services': 0.13}",0.000337755
TSP - combined,[ 44.70173  -75.496614],"{'Commercial and Services': 0.44, 'Residential': 0.21, 'Industrial': 0.06, 'Reservoirs': 0.29}",0.010872881
TSP - combined,[ 40.844542 -73.276504],"{'Commercial and Services': 0.26666666666666666, 'Residential': 0.6296296296296297, 'Transportation, communications and services': 0.1037037037037037}",0.013065517
TSP - combined,[ 40.944543 -73.072051],"{'Commercial and Services': 0.4864864864864865, 'Residential': 0.5135135135135135}",0.000284167
TSP - combined,[ 41.766758 -74.630437],"{'Cropland and pasture': 0.64, 'Deciduous forest land': 0.36}",0.000395455
TSP - combined,[ 40.90871  -73.837079],"{'Commercial and Services': 0.029411764705882353, 'Residential': 0.9705882352941176}",0.00015
TSP - combined,[ 40.93149 -73.76575],"{'Commercial and Services': 0.4, 'Residential': 0.33, 'Other urban or built-up land': 0.04, 'Transportation, communications and services': 0.23}",0.00047122799999999997
TSP - combined,[ 40.932321 -73.895969],"{'Commercial and Services': 0.2, 'Residential': 0.8}",0.000495
TSP - combined,[ 40.907599 -73.781244],"{'Commercial and Services': 0.36936936936936937, 'Residential': 0.6306306306306306}",0.000476083
TSP - combined,[ 41.03093  -73.767077],"{'Mixed urban or built-up land': 0.99, 'Residential': 0.01}",0.000229167
TSP - combined,[ 40.422847 -79.97283 ],"{'Residential': 0.8620689655172413, 'Other urban or built-up land': 0.13793103448275862}",0.015512172000000001
TSP - combined,[ 40.41368  -79.941162],"{'Residential': 0.86, 'Industrial': 0.05, 'Deciduous forest land': 0.09}",0.001004808
TSP - combined,[ 40.443367 -79.990293],"{'Commercial and Services': 0.53, 'Residential': 0.16, 'Transportation, communications and services': 0.31}",0.01093
TSP - combined,[ 40.323768 -79.868062],"{'Commercial and Services': 0.07317073170731707, 'Residential': 0.6260162601626016, 'Deciduous forest land': 0.11382113821138211, 'Mixed forest land': 0.18699186991869918}",0.010341463
TSP - combined,[ 40.402328 -79.860973],"{'Commercial and Services': 0.29, 'Residential': 0.61, 'Deciduous forest land': 0.03, 'Industrial': 0.05, 'Other urban or built-up land': 0.02}",0.0005918329999999999
TSP - combined,[ 40.416736 -79.884216],"{'Residential': 0.82, 'Industrial': 0.18}",0.000259167
TSP - combined,[ 40.396736 -79.863382],"{'Commercial and Services': 0.31, 'Residential': 0.09, 'Streams and canals': 0.24, 'Industrial': 0.36}",0.00045425
TSP - combined,[ 40.352569 -79.926716],"{'Residential': 0.32, 'Deciduous forest land': 0.09, 'Transportation, communications and services': 0.58, 'Mixed forest land': 0.01}",0.000261818
TSP - combined,[ 40.372013 -79.848381],"{'Residential': 0.96, 'Industrial': 0.04}",0.00040833300000000004
TSP - combined,[ 40.547011 -79.78366 ],"{'Commercial and Services': 0.11, 'Residential': 0.83, 'Deciduous forest land': 0.06}",0.000482417
TSP - combined,[ 40.499767 -80.071337],"{'Residential': 0.68, 'Streams and canals': 0.25, 'Industrial': 0.07}",0.00061
TSP - combined,[ 40.438402 -80.068666],"{'Commercial and Services': 0.25203252032520324, 'Residential': 0.7479674796747967}",0.000411667
TSP - combined,[ 40.375644 -80.169943],"{'Commercial and Services': 0.17, 'Strip mines, quarries and gravel pits': 0.02, 'Deciduous forest land': 0.18, 'Cropland and pasture': 0.63}",0.00055725
TSP - combined,[ 40.441179 -80.240338],"{'Residential': 0.48514851485148514, 'Deciduous forest land': 0.19801980198019803, 'Transportation, communications and services': 0.22772277227722773, 'Evergreen forest land': 0.0891089108910891}",0.0005230909999999999
TSP - combined,[ 40.635019 -80.444223],"{'Commercial and Services': 0.21, 'Residential': 0.36, 'Industrial': 0.12, 'Deciduous forest land': 0.31}",0.00015
TSP - combined,[ 40.685019 -80.324775],"{'Residential': 0.52, 'Streams and canals': 0.45, 'Evergreen forest land': 0.03}",0.000635
TSP - combined,[ 40.701407 -80.28033 ],"{'Commercial and Services': 0.35, 'Residential': 0.03, 'Streams and canals': 0.16, 'Industrial': 0.28, 'Transportation, communications and services': 0.18}",0.0003725
TSP - combined,[ 40.591686 -80.22755 ],"{'Commercial and Services': 0.44, 'Residential': 0.56}",0.00047149999999999997
TSP - combined,[ 40.630019 -80.50867 ],"{'Reservoirs': 0.047619047619047616, 'Mixed forest land': 0.9523809523809523}",0.00040177800000000004
TSP - combined,[ 40.765018 -80.321442],"{'Commercial and Services': 0.19, 'Residential': 0.81}",0.000627451
TSP - combined,[ 40.350833 -75.935278],"{'Residential': 0.77, 'Industrial': 0.23}",0.0005381819999999999
TSP - combined,[ 40.337789 -75.946856],"{'Commercial and Services': 0.34, 'Residential': 0.45, 'Industrial': 0.21}",0.012670968
TSP - combined,[ 40.332232 -75.628513],"{'Commercial and Services': 0.1, 'Residential': 0.89, 'Cropland and pasture': 0.01}",0.00018714300000000002
TSP - combined,[ 40.556676 -75.977967],"{'Commercial and Services': 0.17, 'Residential': 0.66, 'Cropland and pasture': 0.17}",0.00038509099999999995
TSP - combined,[ 40.324455 -75.930745],"{'Commercial and Services': 0.79, 'Residential': 0.18, 'Industrial': 0.03}",0.009052632000000001
TSP - combined,[ 40.403056 -75.928611],"{'Commercial and Services': 0.07, 'Residential': 0.15, 'Industrial': 0.09, 'Cropland and pasture': 0.65, 'Strip mines, quarries and gravel pits': 0.04}",0.000458417
TSP - combined,[ 40.377222 -75.914444],"{'Residential': 0.72, 'Industrial': 0.23, 'Deciduous forest land': 0.05}",0.00023
TSP - combined,[ 40.316401 -76.009636],"{'Commercial and Services': 0.3, 'Residential': 0.42, 'Cropland and pasture': 0.28}",0.0009866669999999999
TSP - combined,[ 40.535278 -78.370833],"{'Commercial and Services': 0.1292517006802721, 'Residential': 0.1292517006802721, 'Deciduous forest land': 0.6802721088435374, 'Other urban or built-up land': 0.047619047619047616, 'Transportation, communications and services': 0.013605442176870748}",0.000564083
TSP - combined,[ 40.515572 -78.400824],"{'Commercial and Services': 0.4479638009049774, 'Deciduous forest land': 0.45248868778280543, 'Industrial': 0.004524886877828055, 'Other urban or built-up land': 0.09502262443438914}",0.00032799999999999995
TSP - combined,[ 41.762498 -76.443254],"{'Commercial and Services': 0.19, 'Residential': 0.37, 'Streams and canals': 0.2, 'Transportation, communications and services': 0.24}",0.000512833
TSP - combined,[ 40.107222 -74.882222],"{'Commercial and Services': 0.27, 'Residential': 0.73}",0.00036700000000000014
TSP - combined,[ 40.272231 -75.130164],"{'Commercial and Services': 0.16911764705882354, 'Cropland and pasture': 0.7352941176470589, 'Other urban or built-up land': 0.09558823529411764}",0.000513667
TSP - combined,[ 41.00557  -79.716976],{'Deciduous forest land': 1.0},0.00026000000000000003
TSP - combined,[ 40.342797 -78.935564],"{'Residential': 0.12352941176470589, 'Industrial': 0.12941176470588237, 'Deciduous forest land': 0.5882352941176471, 'Mixed urban or built-up land': 0.1588235294117647}",0.000346667
TSP - combined,[ 40.325852 -78.916952],"{'Commercial and Services': 0.30319148936170215, 'Residential': 0.05319148936170213, 'Industrial': 0.11170212765957446, 'Deciduous forest land': 0.5319148936170213}",0.012450000000000001
TSP - combined,[ 40.346686 -78.886396],"{'Residential': 0.43147208121827413, 'Industrial': 0.06091370558375635, 'Deciduous forest land': 0.5076142131979695}",0.00047083300000000004
