Parameter Name,Site_keys_x,ppm,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial,Average Ambient Pressure,Average Ambient Temperature,Outdoor Temperature,Solar radiation,Wind Speed - Resultant
PM2.5 - combined,[  34.01194 -118.06995],0.005137417,0.0,0.0,0.0,0.0,0,0,0,0.0,0.16,0.03,0.0,0,0,0.0,0,0,0,0.81,0,0.0,758.0,19.313333,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.813034 -118.884819],0.05603179,0.09,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.21,0,0,0.41,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  38.122979 -122.90944 ],0.023193279,0.31,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.69,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  37.71325 -119.7062 ],0.006693358000000001,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  38.088023 -119.178069],0.008427373,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  39.81336 -120.47069],0.045862735999999994,0.520833333333,0.0,0.0,0.0,0,0,0,0.0,0.020833333333299998,0.08333333333330001,0.0,0,0,0.0,0,0,0,0.375,0,0.0,635.0,9.533333,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  33.99958 -117.41601],0.003098005,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,735.756983,19.359497,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  33.463644 -116.971457],5.9559e-05,0.38650306748499996,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  38.613779 -121.368014],0.028776747999999998,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,758.393064,17.014162,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  38.558228 -121.492981],0.003575299,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,758.931034,17.440517,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  37.348497 -121.894898],4.217e-05,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.76,0,0.1,760.042105,17.053684,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  37.329841 -121.815438],0.015272461999999999,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.57,0.28,0,0,0.14,0,0,0,0.0,0,0.0,760.213115,18.765574,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  36.48324 -121.15688],0.00409133,0.23076923076900002,0.769230769231,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.10374 -117.62914],0.002242459,0.0,0.0,0.0,0.0,0,0,0,0.0,0.247706422018,0.0825688073394,0.0,0,0,0.0,0,0,0,0.669724770642,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.093979 -117.527254],0.007088575,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.09,0,0.81,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.06957 -116.38893],0.003392568,0.172413793103,0.0,0.0,0.0,0,0,0,0.0,0.137931034483,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.10688 -117.27411],0.029679505,0.0,0.0,0.0,0.0,0,0,0,0.0,0.34,0.34,0.0,0,0,0.02,0,0,0,0.3,0,0.0,736.184211,19.703509,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  34.193925 -116.914063],0.0011600760000000001,0.04,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  32.817978 -116.968133],0.000853725,0.0,0.0,0.0,0.0,0,0,0,0.0,0.22,0.09,0.17,0,0,0.0,0,0,0,0.0,0,0.52,749.090909,30.294545,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  32.789561 -116.944222],0.004799378,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0825688073394,0.0,0,0,0.0,0,0,0,0.917431192661,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  37.508162 -122.246305],0.0033341620000000003,0.0,0.0,0.04,0.0,0,0,0,0.0,0.0,0.15,0.32,0,0,0.0,0,0,0,0.0,0,0.49,760.229508,18.531148,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  40.53999 -121.57646],0.012320218999999999,0.578034682081,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  41.711825 -121.509993],0.033591824,0.3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  37.641583 -120.994622],0.00245684,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.78,0.0,0,0,0.0,0,0,0,0.19,0,0.03,757.451613,17.490323,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  36.498835 -118.824821],0.00475896,0.666666666667,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,742.5895135555559,18.499477696202533,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - combined,[  36.332179 -119.291228],0.002756927,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.92,0.0,0,0,0.0,0,0,0,0.08,0,0.0,750.220339,18.811017,50.37607266071428,0.07622203571428572,3.0030035357142855
PM2.5 - Local Conditions,[  44.299787 -120.844773],0.006423585,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0917431192661,0.0,0,0,0.0,0,0,0,0.908256880734,0,0.0,687.330435,10.118261,39.617497,0.14893900000000002,3.036223
PM2.5 - Local Conditions,[  43.58925 -119.04872],0.006862711999999999,0.0,0.0,0.0,0.0,0,0,0,0.0,0.07407407407410001,0.166666666667,0.0,0,0,0.0,0,0,0,0.537037037037,0,0.0,656.449153,9.026271,34.279102,0.1390645,2.712349
PM2.5 - Local Conditions,[  42.31411 -122.87923],0.006808360500000001,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.97,0,0.0,727.532787,12.795082,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - Local Conditions,[  42.434139 -123.348466],0.005863934,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.08,0,0,0.0,0,0,0,0.92,0,0.0,739.114754,14.540984,45.293254,0.1390645,1.667493
PM2.5 - Local Conditions,[  42.190296 -121.731369],0.008142373,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0353982300885,0.0796460176991,0.0,0,0,0.0,0,0,0,0.8849557522120001,0,0.0,657.440678,9.469492,37.259531,0.1390645,3.553672
PM2.5 - Local Conditions,[  42.189215 -120.353969],0.006687603,0.0,0.0,0.0,0.0,0,0,0,0.26,0.0,0.18,0.0,0,0,0.02,0,0,0,0.46,0,0.08,639.592593,9.533333,35.93217199999999,0.1390645,3.816698
PM2.5 - Local Conditions,[  44.067224 -123.141352],0.005800825999999999,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.37,0.0,0,0,0.0,0,0,0,0.56,0,0.07,752.275,13.641667000000002,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - Local Conditions,[  44.026312 -123.083737],0.0054784375,0.0,0.0,0.0,0.0,0,0,0,0.0,0.29,0.1,0.0,0,0,0.0,0,0,0,0.61,0,0.0,752.1721309999998,12.547541,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - Local Conditions,[  44.046696 -123.017704],0.004706897,0.0,0.0,0.03,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.22,0,0.75,750.9137929999998,13.684482999999998,41.45606449999999,0.1390645,3.221794
PM2.5 - Local Conditions,[  43.744352 -122.480487],0.005701667,0.518134715026,0.0,0.0,0.0310880829016,0,0,0,0.0,0.0,0.145077720207,0.0,0,0,0.0,0,0,0,0.305699481865,0,0.0,734.333333,11.955,41.45606449999999,0.1390645,1.7348990000000002
PM2.5 - Local Conditions,[  43.799501 -123.053487],0.0068008619999999995,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.33,0.0,0,0,0.0,0,0,0,0.67,0,0.0,747.495868,12.792562,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - Local Conditions,[  45.496641 -122.602877],0.006236752,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,754.622951,14.513115,46.341888,0.101503,5.422144
PM2.5 - Local Conditions,[  45.528501 -122.972398],0.005627049,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0530303030303,0.18939393939399998,0.0,0,0,0.0,0,0,0,0.7575757575759999,0,0.0,755.3,12.660833,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - Local Conditions,[  45.393497 -122.747894],0.0059616669999999995,0.0,0.0,0.0,0.0,0,0,0,0.0,0.04,0.24,0.09,0,0,0.0,0,0,0,0.28,0,0.35,757.188034,13.62906,46.790101,0.1390645,3.082805
PM2.5 - combined,[  45.28845  -121.782775],0.003858518,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  44.299787 -120.844773],0.002380737,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0917431192661,0.0,0,0,0.0,0,0,0,0.908256880734,0,0.0,687.330435,10.118261,39.617497,0.14893900000000002,3.036223
PM2.5 - combined,[  42.104278 -123.681083],0.0027109340000000003,0.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.205,0,0,0.0,0,0,0,0.11,0,0.09,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  42.909851 -122.140861],0.003127917,0.854700854701,0.14529914529899998,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  44.19982  -122.044547],0.003935222,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.496641 -122.602877],0.003291933,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,754.622951,14.513115,46.341888,0.101503,5.422144
PM2.5 - combined,[  45.56137 -122.6679 ],0.002161799,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.0,0,0,0,0.96,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.577175 -122.71775 ],5.81e-07,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.0,0,0,0,0.76,0,0.2,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.599907 -122.758362],0.002415914,0.0,0.0,0.0,0.0,0,0,0,0.0,0.08,0.0,0.0,0,0,0.0,0,0,0,0.88,0,0.04,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.224748 -118.513962],0.019418218,0.763358778626,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.339    -118.095206],0.003218165,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.01,0.05,0,0,0.01,0,0,0,0.83,0,0.0,726.6803418235294,11.727200941176472,38.624084,0.1390645,3.834411
PM2.5 - combined,[  45.079864 -116.844808],0.001204465,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,726.6803418235294,11.727200941176472,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.528501 -122.972398],2.405e-06,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0530303030303,0.18939393939399998,0.0,0,0,0.0,0,0,0,0.7575757575759999,0,0.0,755.3,12.660833,41.45606449999999,0.1390645,3.482955411764706
PM2.5 - combined,[  45.393497 -122.747894],3.05e-06,0.0,0.0,0.0,0.0,0,0,0,0.0,0.04,0.24,0.09,0,0,0.0,0,0,0,0.28,0,0.35,757.188034,13.62906,46.790101,0.1390645,3.082805
PM2.5 - Local Conditions,[ 41.170833 -73.194722],0.008616447,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.19,0,0,0.0,0,0,0,0.63,0,0.04,3.0030035357142855,3.0030035357142855,55.679721,0.2279425,4.163118363636364
PM2.5 - Local Conditions,[ 41.399167 -73.443056],0.00703070333333,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.11,0,0,0.0,0,0,0,0.39,0,0.0,3.0030035357142855,3.0030035357142855,54.08051800000001,0.2279425,3.089659
PM2.5 - Local Conditions,[ 41.771444 -72.679923],0.005681379499999999,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.68,0.27,0,0,0.0,0,0,0,0.0,0,0.0,3.0030035357142855,3.0030035357142855,56.283126,0.2279425,3.603056
PM2.5 - Local Conditions,[ 41.784722 -72.631667],0.0076913780000000005,0.0,0.0,0.0,0.04,0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.38,0,0.0,3.0030035357142855,3.0030035357142855,54.14199300000001,0.2279425,2.34846
PM2.5 - Local Conditions,[ 41.821342 -73.297257],0.00736452733333,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,3.0030035357142855,3.0030035357142855,48.821998,0.223787,5.040361
PM2.5 - Local Conditions,[ 41.3014   -72.902871],0.0073068905000000005,0.0,0.0,0.08433734939760001,0.0,0,0,0,0.0,0.0,0.0,0.463855421687,0,0,0.0,0,0,0,0.0,0,0.240963855422,3.0030035357142855,3.0030035357142855,54.214041,0.232098,5.111731
PM2.5 - Local Conditions,[ 41.550556 -73.043611],0.00640522866667,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.33,0.15,0,0,0.0,0,0,0,0.08,0,0.39,3.0030035357142855,3.0030035357142855,50.34825,0.2279425,3.040148
PM2.5 - Local Conditions,[ 41.35362 -72.07882],0.0050456215,0.0,0.0,0.163636363636,0.0,0,0,0,0.0,0.0909090909091,0.00909090909091,0.0,0,0,0.0,0,0,0,0.636363636364,0,0.1,3.0030035357142855,3.0030035357142855,53.224741,0.2279425,4.163118363636364
PM2.5 - combined,[ 41.170833 -73.194722],0.007778182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.19,0,0,0.0,0,0,0,0.63,0,0.04,3.0030035357142855,3.0030035357142855,55.679721,0.2279425,4.163118363636364
PM2.5 - combined,[ 41.399167 -73.443056],0.042587205999999996,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5,0.11,0,0,0.0,0,0,0,0.39,0,0.0,3.0030035357142855,3.0030035357142855,54.08051800000001,0.2279425,3.089659
PM2.5 - combined,[ 41.771444 -72.679923],0.00152468,0.0,0.0,0.0,0.0,0,0,0,0.0,0.05,0.68,0.27,0,0,0.0,0,0,0,0.0,0,0.0,3.0030035357142855,3.0030035357142855,56.283126,0.2279425,3.603056
PM2.5 - combined,[ 41.784722 -72.631667],0.013250321,0.0,0.0,0.0,0.04,0,0,0,0.0,0.0,0.58,0.0,0,0,0.0,0,0,0,0.38,0,0.0,3.0030035357142855,3.0030035357142855,54.14199300000001,0.2279425,2.34846
PM2.5 - combined,[ 41.821342 -73.297257],0.005732735,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,3.0030035357142855,3.0030035357142855,48.821998,0.223787,5.040361
PM2.5 - combined,[ 41.3014   -72.902871],0.013850396000000001,0.0,0.0,0.08433734939760001,0.0,0,0,0,0.0,0.0,0.0,0.463855421687,0,0,0.0,0,0,0,0.0,0,0.240963855422,3.0030035357142855,3.0030035357142855,54.214041,0.232098,5.111731
PM2.5 - Local Conditions,[  47.43061 -120.34195],0.0066487890000000004,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0680272108844,0.0,0,0,0.0,0,0,0,0.6802721088439999,0,0.0,743.2348081111111,9.222327333333332,53.847475,0.19195,2.734521
PM2.5 - Local Conditions,[  45.64336 -122.58737],0.012142857,0.0,0.0,0.0,0.0,0,0,0,0.0,0.165,0.05,0.5,0,0,0.01,0,0,0,0.275,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  47.597222 -122.319722],0.010028816,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.39189189189199997,0.48648648648599996,0,0,0.0,0,0,0,0.121621621622,0,0.0,743.2348081111111,9.222327333333332,55.003746,0.19195,3.488899
PM2.5 - Local Conditions,[  47.55975  -122.338265],0.00864008,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0384615384615,0.028846153846200002,0,0,0.0,0,0,0,0.0,0,0.932692307692,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  47.568236 -122.308628],0.006797180999999999,0.0,0.0,0.04778156996590001,0.0,0,0,0,0.0,0.21843003413000003,0.051194539249099995,0.341296928328,0,0,0.0,0,0,0,0.341296928328,0,0.0,753.9831929999998,12.498333,53.70257900000001,0.19195,3.1015040000000003
PM2.5 - Local Conditions,[  47.386111 -122.230278],0.007064671999999999,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.61,0.0,0,0,0.08,0,0,0,0.31,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  47.592675 -122.627397],0.0068103980000000005,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.61,0.0,0,0,0.0,0,0,0,0.39,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  46.99364 -120.545  ],0.005564773,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.43,0.0,0,0,0.0,0,0,0,0.57,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  48.39999 -119.51896],0.005283431,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.04,0.0,0,0,0.28,0,0,0,0.19,0,0.44,743.2348081111111,9.222327333333332,53.598701,0.19195,3.357177
PM2.5 - Local Conditions,[  47.22634 -122.46256],0.00653388,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.03,0.42,0,0,0.0,0,0,0,0.55,0,0.0,743.2348081111111,9.222327333333332,54.946532,0.19195,4.442318
PM2.5 - Local Conditions,[  47.1864 -122.4517],0.0054389575,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0818181818182,0.0,0,0,0.0,0,0,0,0.909090909091,0,0.0,751.315315,12.274551,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  48.52059 -122.61428],0.004195518,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0,0,0.4,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  48.054315 -122.171529],0.007708805,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.254901960784,0.0,0,0,0.0,0,0,0,0.745098039216,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  47.8064 -122.3167],0.007786141999999999,0.0,0.0,0.0,0.0,0,0,0,0.07920792079210001,0.0,0.237623762376,0.039603960396,0,0,0.0,0,0,0,0.6435643564360001,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  48.2469 -121.6031],0.0039843840000000005,0.36,0.0,0.0,0.0,0,0,0,0.0,0.0,0.18,0.0,0,0,0.0,0,0,0,0.46,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  47.672482 -117.364852],0.0062725115,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.31,0.0,0,0,0.0,0,0,0,0.35,0,0.34,710.5882349999998,4.741176,52.110427,0.19195,4.0750980000000006
PM2.5 - Local Conditions,[  48.76278 -122.44028],0.00568688,0.0267857142857,0.0,0.0,0.0,0,0,0,0.0,0.107142857143,0.0,0.0,0,0,0.0,0,0,0,0.821428571429,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  46.31932  -119.999677],0.0121,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,745.0,2.75,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  46.598056 -120.499167],0.005298235500000001,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0,0,0,0.66,0,0.0,739.387931,12.240517,52.507790058823524,0.19195,3.985901733333333
PM2.5 - Local Conditions,[  46.38024 -120.33266],0.004865204000000001,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.367231638418,0.0,0,0,0.564971751412,0,0,0,0.0677966101695,0,0.0,742.3125,11.96875,54.202426,0.19195,3.225673
PM2.5 - combined,[  48.006295 -122.973953],0.007783669,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  48.29786 -124.62491],0.016990486000000003,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,47.453055,0.19195,6.991693
PM2.5 - combined,[  47.597222 -122.319722],0.0016128479999999998,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.39189189189199997,0.48648648648599996,0,0,0.0,0,0,0,0.121621621622,0,0.0,743.2348081111111,9.222327333333332,55.003746,0.19195,3.488899
PM2.5 - combined,[  47.568236 -122.308628],0.003907459,0.0,0.0,0.04778156996590001,0.0,0,0,0,0.0,0.21843003413000003,0.051194539249099995,0.341296928328,0,0,0.0,0,0,0,0.341296928328,0,0.0,753.9831929999998,12.498333,53.70257900000001,0.19195,3.1015040000000003
PM2.5 - combined,[  47.399815 -121.427096],0.02241811,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  45.666204 -121.000708],0.002949782,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  46.624184 -121.388064],0.02595312,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  48.387531 -119.928671],0.026211432000000003,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  47.1864 -122.4517],0.0030757059999999997,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0818181818182,0.0,0,0,0.0,0,0,0,0.909090909091,0,0.0,751.315315,12.274551,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  46.75838 -122.12429],0.00284969,0.83,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  48.73142  -121.065815],0.00223291,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,743.2348081111111,9.222327333333332,52.507790058823524,0.19195,3.985901733333333
PM2.5 - combined,[  46.598056 -120.499167],0.0021942660000000003,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3,0.0,0,0,0.0,0,0,0,0.66,0,0.0,739.387931,12.240517,52.507790058823524,0.19195,3.985901733333333
