Parameter Name,Site_keys,ppm,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial,not_assigned
Suspended particulate (TSP),[ 39.812335 -75.455196],58.147059,0.0,0.0,0.0,0.0,0.0,0,0,0.01,0.0,0.16,0.41,0,0,0.0,0,0,0,0.27,0,0.15,0.0
Suspended particulate (TSP),[ 38.651225 -75.612705],74.065574,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,0.0,0,0,0.07,0,0,0,0.53,0,0.0,0.0
Suspended particulate (TSP),[ 29.658023 -82.410107],44.636364,0.306930693069,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.49504950495,0.0,0,0,0.0,0,0,0,0.19801980198,0,0.0,0.0
Suspended particulate (TSP),[ 29.658023 -82.330383],26.692308,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00763358778626,0.503816793893,0.0,0,0,0.0,0,0,0,0.488549618321,0,0.0,0.0
Suspended particulate (TSP),[ 30.155202 -85.614927],27.954545,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,0.0,0,0,0.0,0,0,0,0.6,0,0.0,0.0
Suspended particulate (TSP),[ 30.207145 -85.684373],55.055556,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.09,0.0,0.65,0,0,0.0,0,0,0,0.26,0,0.0,0.0
Suspended particulate (TSP),[ 28.403615 -80.706164],63.932203,0.12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.11,0.21,0,0,0.17,0,0,0,0.39,0,0.0,0.0
Suspended particulate (TSP),[ 28.511389 -80.794499],48.666667,0.11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.36,0.49,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.46889  -80.797555],87.701754,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.473057 -80.717831],41.176471,0.0,0.0,0.19,0.08,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.57,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.481946 -80.773943],61.7,0.0,0.0,0.12,0.0,0.0,0,0,0.0,0.0,0.0,0.3,0,0,0.0,0,0,0,0.58,0,0.0,0.0
Suspended particulate (TSP),[ 28.622774 -80.839221],67.178571,0.0,0.0,0.0,0.04,0.0,0,0,0.0,0.0,0.0,0.62,0,0,0.0,0,0,0,0.34,0,0.0,0.0
Suspended particulate (TSP),[ 25.988147 -80.17838 ],67.537037,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0,0.01,0.0,0,0,0.0,0,0,0,0.49,0,0.0,0.0
Suspended particulate (TSP),[ 26.059811 -80.20727 ],57.018182,0.03,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.13,0,0,0,0.69,0,0.0,0.0
Suspended particulate (TSP),[ 26.073144 -80.16949 ],34.016949,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.11,0.04,0.19,0,0,0.0,0,0,0,0.66,0,0.0,0.0
Suspended particulate (TSP),[ 26.099809 -80.108655],47.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0,0,0,0.82,0,0.0,0.13
Suspended particulate (TSP),[ 26.083143 -80.237586],57.781818,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.99,0.0,0,0,0.01,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.129531 -80.168379],49.403509,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0280373831776,0.0373831775701,0.0,0,0,0.0,0,0,0,0.934579439252,0,0.0,0.0
Suspended particulate (TSP),[ 26.103421 -80.148101],40.960784,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.1,0.0,0,0,0.0,0,0,0,0.9,0,0.0,0.0
Suspended particulate (TSP),[ 26.200361 -80.254771],53.123894,0.0,0.0,0.0,0.0,0.0,0,0,0.633928571429,0.107142857143,0.0892857142857,0.0,0,0,0.0,0,0,0,0.169642857143,0,0.0,0.0
Suspended particulate (TSP),[ 26.292025 -80.09647 ],47.669811,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.52,0.0,0,0,0.0,0,0,0,0.48,0,0.0,0.0
Suspended particulate (TSP),[ 26.010924 -80.17838 ],42.327273,0.13,0.0,0.0,0.0,0.0,0,0,0.0,0.19,0.19,0.0,0,0,0.0,0,0,0,0.49,0,0.0,0.0
Suspended particulate (TSP),[ 26.172029 -80.203658],41.224138,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.07,0.0,0,0,0.0,0,0,0,0.83,0,0.0,0.0
Suspended particulate (TSP),[ 26.024257 -80.299216],45.146341,0.0,0.12,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0.0,0,0,0.63,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.140642 -80.244215],35.166667,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0961538461538,0.0,0,0,0.0,0,0,0,0.903846153846,0,0.0,0.0
Suspended particulate (TSP),[ 26.243692 -80.120045],68.472727,0.23,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.09,0,0,0.0,0,0,0,0.68,0,0.0,0.0
Suspended particulate (TSP),[ 26.290636 -80.096433],39.933333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.55,0.0,0,0,0.0,0,0,0,0.45,0,0.0,0.0
Suspended particulate (TSP),[ 26.918395 -82.002866],41.453704,0.541176470588,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.152941176471,0,0,0.282352941176,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.948866 -82.623714],38.966667,0.92,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.08,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.980556 -82.644381],47.642857,0.16,0.0,0.0,0.0,0.0,0,0,0.13,0.0,0.0,0.0,0,0,0.71,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.128425 -81.766754],40.888889,0.0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,0.15,0.19,0,0,0.01,0,0,0,0.35,0,0.0,0.0
Suspended particulate (TSP),[ 30.323562 -81.641507],46.473684,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0.22,0.45,0,0,0.0,0,0,0,0.17,0,0.06,0.0
Suspended particulate (TSP),[ 30.309674 -81.652897],48.196429,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.41,0.05,0,0,0.0,0,0,0,0.54,0,0.0,0.0
Suspended particulate (TSP),[ 30.348017 -81.610649],37.375,0.0,0.0,0.6,0.0,0.0,0,0,0.0,0.0,0.27,0.0,0,0,0.0,0,0,0,0.13,0,0.0,0.0
Suspended particulate (TSP),[ 30.344118 -81.661508],42.741379,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18,0.21,0.0,0,0,0.0,0,0,0,0.61,0,0.0,0.0
Suspended particulate (TSP),[ 30.35245  -81.628173],47.814815,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.0,0.47,0,0,0.0,0,0,0,0.38,0,0.12,0.0
Suspended particulate (TSP),[ 30.345228 -81.517059],41.32,0.43,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.56,0,0,0.0,0,0,0,0.01,0,0.0,0.0
Suspended particulate (TSP),[ 30.37245  -81.634562],58.918033,0.0,0.0,0.18,0.0,0.0,0,0,0.0,0.01,0.0,0.25,0,0,0.0,0,0,0,0.1,0,0.46,0.0
Suspended particulate (TSP),[ 30.477725 -81.587339],34.15,0.31,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.09,0.0,0,0,0.0,0,0,0,0.6,0,0.0,0.0
Suspended particulate (TSP),[ 30.375795 -81.585648],43.915254,0.01,0.0,0.21,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.78,0,0.0,0.0
Suspended particulate (TSP),[ 30.422448 -81.620951],60.717391,0.548872180451,0.0,0.0,0.0,0.0,0,0,0.353383458647,0.0,0.0,0.0977443609023,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 30.619915 -87.317197],37.446429,0.88,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.12,0,0.0,0.0
Suspended particulate (TSP),[ 30.525367 -87.20355 ],51.241379,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.24,0.65,0.0,0,0,0.0,0,0,0,0.03,0,0.0,0.0
Suspended particulate (TSP),[ 30.408531 -87.219971],44.824074,0.0,0.0,0.05,0.0,0.0,0,0,0.0,0.0,0.32,0.19,0,0,0.0,0,0,0,0.44,0,0.0,0.0
Suspended particulate (TSP),[ 30.550195 -87.26664 ],53.314815,0.11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.27,0.0,0,0,0.49,0,0,0,0.13,0,0.0,0.0
Suspended particulate (TSP),[ 30.549084 -87.218582],41.52459,0.11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.89,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.828673 -81.094234],45.166667,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.636942675159,0,0,0,0.363057324841,0,0.0,0.0
Suspended particulate (TSP),[ 29.826598 -85.301585],35.378378,0.07,0.0,0.01,0.0,0.0,0,0,0.0,0.67,0.01,0.06,0,0,0.0,0,0,0,0.06,0,0.12,0.0
Suspended particulate (TSP),[ 30.437721 -82.796796],29.236364,0.751879699248,0.0,0.0,0.157894736842,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 30.328004 -82.734849],32.086207,0.952380952381,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.047619047619,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.753953 -80.938676],28.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.43,0.0,0,0,0.1,0,0,0,0.47,0,0.0,0.0
Suspended particulate (TSP),[ 27.182271 -81.352573],29.23913,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.29,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.507536 -81.441463],56.982456,0.0,0.0,0.03,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.16,0,0,0,0.81,0,0.0,0.0
Suspended particulate (TSP),[ 27.943634 -82.276202],30.965517,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.13,0.0,0,0,0.26,0,0,0,0.61,0,0.0,0.0
Suspended particulate (TSP),[ 27.719475 -82.432594],41.285714,0.0,0.0,0.0,0.09,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.07,0,0,0,0.74,0,0.0,0.0
Suspended particulate (TSP),[ 27.720864 -82.342036],72.355932,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.468253968254,0.0,0.0,0,0,0.269841269841,0,0,0,0.206349206349,0,0.0,0.0
Suspended particulate (TSP),[ 27.932244 -82.50954 ],57.754386,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.310344827586,0.0,0,0,0.0,0,0,0,0.689655172414,0,0.0,0.0
Suspended particulate (TSP),[ 27.920578 -82.446206],58.103448,0.0,0.0,0.549019607843,0.0,0.0,0,0,0.0,0.0,0.0,0.202614379085,0,0,0.0,0,0,0,0.143790849673,0,0.104575163399,0.0
Suspended particulate (TSP),[ 27.88669  -82.481206],46.189655,0.0,0.0,0.42,0.0,0.0,0,0,0.0,0.0,0.05,0.0,0,0,0.0,0,0,0,0.53,0,0.0,0.0
Suspended particulate (TSP),[ 27.894469 -82.400927],53.244898,0.0,0.0,0.0,0.53,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.28,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.955856 -82.371482],54.40625,0.0,0.0,0.17,0.0,0.0,0,0,0.06,0.0,0.0,0.2,0,0,0.11,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.864192 -82.384259],45.1875,0.0,0.0,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.03,0,0.42,0.0
Suspended particulate (TSP),[ 27.762806 -82.400927],63.0,0.01,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.52,0,0,0,0.37,0,0.1,0.0
Suspended particulate (TSP),[ 27.792805 -82.368148],67.105263,0.21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.16,0.0,0,0,0.63,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.947799 -82.457039],39.25,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.945856 -82.436205],35.568966,0.0,0.0,0.04,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.52,0,0.44,0.0
Suspended particulate (TSP),[ 27.928356 -82.454539],44.241379,0.0,0.0,0.520833333333,0.0,0.0,0,0,0.0,0.0,0.0885416666667,0.0,0,0,0.0,0,0,0,0.390625,0,0.0,0.0
Suspended particulate (TSP),[ 27.952244 -82.403427],37.118644,0.0,0.0,0.0,0.0,0.0,0,0,0.59,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.019188 -82.121753],35.2836065,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.59,0.0,0,0,0.0,0,0,0,0.41,0,0.0,0.0
Suspended particulate (TSP),[ 28.044185 -82.389537],44.698113,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.608644 -80.228658],53.228571,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,1.0
Suspended particulate (TSP),[ 27.646977 -80.402274],42.90566,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.38,0.13,0,0,0.0,0,0,0,0.49,0,0.0,0.0
Suspended particulate (TSP),[ 27.639477 -80.395607],42.034483,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,0.0,0,0,0.0,0,0,0,0.4,0,0.0,0.0
Suspended particulate (TSP),[ 26.651461 -81.866475],52.529412,0.0,0.0,0.89,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.11,0,0.0,0.0
Suspended particulate (TSP),[ 30.437144 -84.26351 ],43.810345,0.37,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.38,0.0,0,0,0.0,0,0,0,0.25,0,0.0,0.0
Suspended particulate (TSP),[ 30.436867 -84.293789],49.5865803333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.612244897959,0.0,0,0,0.0,0,0,0,0.387755102041,0,0.0,0.0
Suspended particulate (TSP),[ 27.493095 -82.619542],42.948276,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.29,0,0,0,0.53,0,0.0,0.0
Suspended particulate (TSP),[ 27.575592 -82.423149],62.288462,0.0,0.0,0.0,0.27358490566,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.471698113208,0,0,0,0.103773584906,0,0.0,0.0
Suspended particulate (TSP),[ 27.580592 -82.362593],58.553571,0.14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.83,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.62309  -82.539263],48.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.53,0,0,0,0.0,0,0.08,0.0
Suspended particulate (TSP),[ 27.600869 -82.50954 ],59.942308,0.01,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.5,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.641978 -82.557319],58.782609,0.0,0.0,0.37,0.02,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.14,0,0,0,0.05,0,0.42,0.0
Suspended particulate (TSP),[ 27.496984 -82.360371],63.25,0.0,0.0,0.0,0.65,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.645033 -82.524262],45.37931,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.91,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 27.086162 -80.661723],65.306452,0.0,0.0,0.41,0.3,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.27,0,0,0,0.02,0,0.0,0.0
Suspended particulate (TSP),[ 27.043942 -80.481442],56.27451,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.43,0,0,0,0.16,0,0.0,0.0
Suspended particulate (TSP),[ 27.189493 -80.236992],57.85,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.22480620155,0.0077519379845,0,0,0.0,0,0,0,0.705426356589,0,0.0,0.0
Suspended particulate (TSP),[ 25.447612 -80.444779],52.964912,0.18,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.82,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 25.447611 -80.368666],68.45283,0.529100529101,0.0,0.0,0.470899470899,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 25.899539 -80.38259 ],60.263158,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0196078431373,0.274509803922,0,0,0.686274509804,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 25.808709 -80.301995],58.610169,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0759493670886,0.632911392405,0,0,0.0,0,0,0,0.291139240506,0,0.0,0.0
Suspended particulate (TSP),[ 25.924539 -80.448388],62.428571,0.0,0.0,0.0,0.0789473684211,0.0,0,0,0.0,0.0,0.122807017544,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 25.709823 -80.29394 ],67.442308,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.110552763819,0.502512562814,0,0,0.0,0,0,0,0.386934673367,0,0.0,0.0
Suspended particulate (TSP),[ 25.794222 -80.215556],71.683544,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.464114832536,0.511961722488,0,0,0.0,0,0,0,0.0143540669856,0,0.00956937799043,0.0
Suspended particulate (TSP),[ 25.833986 -80.241993],77.833824,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.055,0.5,0,0,0.0,0,0,0,0.445,0,0.0,0.0
Suspended particulate (TSP),[ 25.79732  -80.132268],55.653061,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.9,0.03,0,0,0.0,0,0,0,0.07,0,0.0,0.0
Suspended particulate (TSP),[ 25.865652 -80.278383],44.466667,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0610328638498,0.469483568075,0,0,0.0,0,0,0,0.469483568075,0,0.0,0.0
Suspended particulate (TSP),[ 25.629826 -80.342275],83.126761,0.05,0.0,0.0,0.0,0.0,0,0,0.0,0.36,0.13,0.25,0,0,0.04,0,0,0,0.17,0,0.0,0.0
Suspended particulate (TSP),[ 25.471944 -80.482778],47.589286,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Suspended particulate (TSP),[ 25.932593 -80.162824],80.508772,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.09,0.0,0,0,0.0,0,0,0,0.91,0,0.0,0.0
Suspended particulate (TSP),[ 24.558758 -81.802592],91.934783,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.76,0.0,0,0,0.0,0,0,0,0.24,0,0.0,0.0
Suspended particulate (TSP),[ 30.673293 -81.454536],77.288288,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.157407407407,0.0,0.0,0,0,0.0,0,0,0,0.712962962963,0,0.0,0.0
Suspended particulate (TSP),[ 30.670515 -81.465925],57.8,0.0,0.0,0.27,0.0,0.0,0,0,0.0,0.0,0.0,0.22,0,0,0.0,0,0,0,0.18,0,0.16,0.0
Suspended particulate (TSP),[ 30.658552 -81.463168],49.491525,0.03,0.0,0.0,0.12,0.0,0,0,0.0,0.0,0.28,0.0,0,0,0.0,0,0,0,0.55,0,0.0,0.0
Suspended particulate (TSP),[ 30.686626 -81.447314],44.203704,0.0,0.0,0.0,0.68,0.0,0,0,0.0,0.1,0.0,0.0,0,0,0.0,0,0,0,0.22,0,0.0,0.0
Suspended particulate (TSP),[ 27.286712 -80.825894],45.902439,0.0,0.0,0.0,0.34,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.66,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.910822 -81.303675],41.090909,0.714285714286,0.0,0.0,0.0,0.0,0,0,0.0142857142857,0.0,0.0,0.0,0,0,0.0,0,0,0,0.271428571429,0,0.0,0.0
Suspended particulate (TSP),[ 28.560557 -81.456738],51.041667,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0196078431373,0.0,0,0,0.0,0,0,0,0.980392156863,0,0.0,0.0
Suspended particulate (TSP),[ 28.735828 -81.60174 ],78.929825,0.0,0.0,0.31,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.31,0,0,0,0.38,0,0.0,0.0
Suspended particulate (TSP),[ 28.541669 -81.389236],39.704918,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.33,0.05,0,0,0.0,0,0,0,0.62,0,0.0,0.0
Suspended particulate (TSP),[ 28.551112 -81.345347],30.878788,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.19,0.68,0,0,0.0,0,0,0,0.13,0,0.0,0.0
Suspended particulate (TSP),[ 26.685344 -80.669224],31.972222,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.185,0.0,0,0,0.5,0,0,0,0.255,0,0.0,0.0
Suspended particulate (TSP),[ 26.765063 -80.113376],37.461538,0.0,0.29,0.0,0.0,0.0,0,0,0.03,0.24,0.0,0.0,0,0,0.08,0,0,0,0.36,0,0.0,0.0
Suspended particulate (TSP),[ 26.702842 -80.383384],30.789474,0.0,0.0,0.0,0.05,0.0,0,0,0.1,0.0,0.0,0.0,0,0,0.85,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.360911 -80.084487],57.660377,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.02,0.62,0.0,0,0,0.0,0,0,0,0.26,0,0.1,0.0
Suspended particulate (TSP),[ 26.384521 -80.12421 ],54.542373,0.0,0.54,0.0,0.03,0.0,0,0,0.0,0.12,0.31,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.466462 -80.074765],42.647059,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.46,0.0,0,0,0.0,0,0,0,0.54,0,0.0,0.0
Suspended particulate (TSP),[ 26.611179 -80.06782 ],38.017241,0.0,0.0,0.02,0.0,0.0,0,0,0.0,0.0,0.28,0.0,0,0,0.0,0,0,0,0.7,0,0.0,0.0
Suspended particulate (TSP),[ 26.808673 -80.06782 ],33.1875,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.31,0.0,0,0,0.0,0,0,0,0.69,0,0.0,0.0
Suspended particulate (TSP),[ 26.763674 -80.062542],44.025,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.324324324324,0.0337837837838,0.0,0,0,0.0,0,0,0,0.641891891892,0,0.0,0.0
Suspended particulate (TSP),[ 26.711454 -80.060042],37.140351,0.0,0.0,0.16,0.0,0.0,0,0,0.0,0.16,0.54,0.0,0,0,0.0,0,0,0,0.14,0,0.0,0.0
Suspended particulate (TSP),[ 26.800617 -80.644501],43.764706,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0,0,0,0,0.0,0,0.0,0.0
Suspended particulate (TSP),[ 26.770897 -80.083931],39.229167,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.6,0.13,0.0,0,0,0.0,0,0,0,0.12,0,0.15,0.0
Suspended particulate (TSP),[ 27.946688 -82.731767],41.2,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.05,0.14,0.0,0,0,0.0,0,0,0,0.81,0,0.0,0.0
Suspended particulate (TSP),[ 27.784749 -82.659265],42.83871,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.175925925926,0.0555555555556,0.0462962962963,0,0,0.0,0,0,0,0.722222222222,0,0.0,0.0
Suspended particulate (TSP),[ 27.785866 -82.739875],47.404255,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.392523364486,0.0,0,0,0.0,0,0,0,0.607476635514,0,0.0,0.0
Suspended particulate (TSP),[ 27.863635 -82.623153],36.470588,0.0,0.0,0.12,0.55,0.0,0,0,0.0,0.0,0.25,0.0,0,0,0.03,0,0,0,0.05,0,0.0,0.0
Suspended particulate (TSP),[ 27.8928   -82.791492],42.64,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.137931034483,0,0,0,0.862068965517,0,0.0,0.0
Suspended particulate (TSP),[ 27.894744 -82.774546],26.577778,0.0188679245283,0.0,0.0,0.0,0.0,0,0,0.0,0.0566037735849,0.198113207547,0.0,0,0,0.0,0,0,0,0.72641509434,0,0.0,0.0
Suspended particulate (TSP),[ 27.894468 -82.719823],54.529412,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.56,0.0,0,0,0.14,0,0,0,0.3,0,0.0,0.0
Suspended particulate (TSP),[ 27.993908 -82.693989],50.103448,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Suspended particulate (TSP),[ 28.050295 -82.771768],50.714286,0.27,0.0,0.0,0.04,0.0,0,0,0.0,0.01,0.0,0.0,0,0,0.27,0,0,0,0.41,0,0.0,0.0
Suspended particulate (TSP),[ 28.090299 -82.700707],37.22449,0.0,0.0,0.01,0.27,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.47,0,0,0,0.25,0,0.0,0.0
Suspended particulate (TSP),[ 28.163902 -82.773713],43.982759,0.0,0.0,0.42,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.31,0,0.27,0.0
Suspended particulate (TSP),[ 27.88086  -81.828693],48.254237,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.11,0.0,0,0,0.23,0,0,0,0.63,0,0.0,0.0
Suspended particulate (TSP),[ 27.896971 -81.973139],56.947368,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0265957446809,0.0,0,0,0.0,0,0,0,0.441489361702,0,0.0,0.0
Suspended particulate (TSP),[ 27.79614  -81.983418],74.239482,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.19,0,0,0,0.47,0,0.0,0.0
