image,display_location,observation_location,estimated,latitude,longitude,observation_time_rfc822,observation_epoch,local_time_rfc822,local_epoch,local_tz_short,local_tz_long,local_tz_offset,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_gust_mph,wind_kph,wind_gust_kph,pressure_mb,pressure_in,pressure_trend,dewpoint_string,dewpoint_f,dewpoint_c,heat_index_string,heat_index_f,heat_index_c,windchill_string,windchill_f,windchill_c,feelslike_string,feelslike_f,feelslike_c,visibility_mi,visibility_km,solarradiation,UV,precip_1hr_string,precip_1hr_in,precip_1hr_metric,precip_today_string,precip_today_in,precip_today_metric,icon,icon_url,forecast_url,history_url,ob_url,nowcast
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 10:59:37 -0400",1499439577,"Fri, 07 Jul 2017 10:59:55 -0400",1499439595,EDT,America/New_York,-0400,Overcast,72.9 F (22.7 C),72.9,22.7,77%,Calm,WNW,296,0.0,0,0,0,1012,29.89,0,65 F (19 C),65,19,NA,NA,NA,NA,NA,NA,72.9 F (22.7 C),72.9,22.7,10.0,16.1,143,2.0,0.00 in ( 0 mm),0.00, 0,0.00 in (0 mm),0.00,0,cloudy,http://icons.wxug.com/i/c/k/cloudy.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 11:59:37 -0400",1499443177,"Fri, 07 Jul 2017 11:59:53 -0400",1499443193,EDT,America/New_York,-0400,Rain,70.5 F (21.4 C),70.5,21.4,89%,From the ENE at 1.3 MPH Gusting to 2.5 MPH,ENE,69,1.3,2.5,2.1,4.0,1012,29.88,-,67 F (20 C),67,20,NA,NA,NA,NA,NA,NA,70.5 F (21.4 C),70.5,21.4,9.0,14.5,209,2.0,0.00 in ( 0 mm),0.00, 0,0.00 in (0 mm),0.00,0,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 12:59:37 -0400",1499446777,"Fri, 07 Jul 2017 12:59:53 -0400",1499446793,EDT,America/New_York,-0400,Rain,68.2 F (20.1 C),68.2,20.1,96%,Calm,ENE,72,0.9,2.5,1.4,4.0,1011,29.86,-,67 F (20 C),67,20,NA,NA,NA,NA,NA,NA,68.2 F (20.1 C),68.2,20.1,5.0,8.0,105,1.0,0.14 in ( 4 mm),0.14, 4,0.04 in (1 mm),0.04,1,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 13:59:53 -0400",1499450393,"Fri, 07 Jul 2017 13:59:55 -0400",1499450395,EDT,America/New_York,-0400,Rain,67.3 F (19.6 C),67.3,19.6,99%,Calm,NW,311,0.0,0,0,0,1009,29.81,0,67 F (20 C),67,20,NA,NA,NA,NA,NA,NA,67.3 F (19.6 C),67.3,19.6,2.0,3.2,118,1.0,0.21 in ( 5 mm),0.21, 5,0.27 in (7 mm),0.27,7,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': '', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 14:59:53 -0400",1499453993,"Fri, 07 Jul 2017 14:59:53 -0400",1499453993,EDT,America/New_York,-0400,Rain,66.9 F (19.4 C),66.9,19.4,99%,Calm,WNW,300,0.0,0,0,0,1009,29.81,0,66.7 F (19.3 C),66.7,19.3,NA,NA,NA,NA,NA,NA,66.9 F (19.4 C),66.9,19.4,2.0,3.2,133,1.0,0.07 in (0.2 mm),0.07,0.2,0.35 in (9 mm),0.35,9,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 15:59:53 -0400",1499457593,"Fri, 07 Jul 2017 15:59:55 -0400",1499457595,EDT,America/New_York,-0400,Rain,65.7 F (18.7 C),65.7,18.7,99%,From the ESE at 2.7 MPH Gusting to 4.9 MPH,ESE,112,2.7,4.9,4.3,7.9,1008,29.78,0,66 F (19 C),66,19,NA,NA,NA,NA,NA,NA,65.7 F (18.7 C),65.7,18.7,2.0,3.2,179,2.0,0.21 in ( 5 mm),0.21, 5,0.52 in (13 mm),0.52,13,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 16:59:37 -0400",1499461177,"Fri, 07 Jul 2017 16:59:55 -0400",1499461195,EDT,America/New_York,-0400,Rain,64.4 F (18.0 C),64.4,18.0,99%,Calm,NNW,344,0.2,2.5,0,4.0,1008,29.76,+,64 F (18 C),64,18,NA,NA,NA,NA,NA,NA,64.4 F (18.0 C),64.4,18.0,8.0,12.9,149,1.0,0.00 in ( 0 mm),0.00, 0,0.56 in (14 mm),0.56,14,rain,http://icons.wxug.com/i/c/k/rain.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 17:59:54 -0400",1499464794,"Fri, 07 Jul 2017 17:59:54 -0400",1499464794,EDT,America/New_York,-0400,Overcast,63.5 F (17.5 C),63.5,17.5,97%,From the NE at 4.5 MPH Gusting to 7.4 MPH,NE,50,4.5,7.4,7.2,11.9,1008,29.76,0,63 F (17 C),63,17,NA,NA,NA,NA,NA,NA,63.5 F (17.5 C),63.5,17.5,10.0,16.1,98,1.0,0.00 in ( 0 mm),0.00, 0,0.56 in (14 mm),0.56,14,cloudy,http://icons.wxug.com/i/c/k/cloudy.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 18:59:53 -0400",1499468393,"Fri, 07 Jul 2017 18:59:53 -0400",1499468393,EDT,America/New_York,-0400,Overcast,63.9 F (17.7 C),63.9,17.7,97%,From the ENE at 2.0 MPH Gusting to 2.5 MPH,ENE,64,2.0,2.5,3.2,4.0,1008,29.76,+,63 F (17 C),63,17,NA,NA,NA,NA,NA,NA,63.9 F (17.7 C),63.9,17.7,10.0,16.1,88,1.0,0.00 in ( 0 mm),0.00, 0,0.56 in (14 mm),0.56,14,cloudy,http://icons.wxug.com/i/c/k/cloudy.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
"{'url': 'http://icons.wxug.com/graphics/wu2/logo_130x80.png', 'title': 'Weather Underground', 'link': 'http://www.wunderground.com'}","{'full': 'Belmont, MA', 'city': 'Belmont', 'state': 'MA', 'state_name': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'zip': '02478', 'magic': '1', 'wmo': '99999', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '13.4'}","{'full': 'Lantern Road Belmont MA, Belmont, Massachusetts', 'city': 'Lantern Road Belmont MA, Belmont', 'state': 'Massachusetts', 'country': 'US', 'country_iso3166': 'US', 'latitude': '42.395500', 'longitude': '-71.181602', 'elevation': '207 ft'}",{},42.395500,-71.181602,"Fri, 07 Jul 2017 19:59:53 -0400",1499471993,"Fri, 07 Jul 2017 19:59:57 -0400",1499471997,EDT,America/New_York,-0400,Overcast,63.5 F (17.5 C),63.5,17.5,97%,Calm,East,91,0.9,2.5,1.4,4.0,1008,29.76,-,63 F (17 C),63,17,NA,NA,NA,NA,NA,NA,63.5 F (17.5 C),63.5,17.5,10.0,16.1,6,0.0,0.00 in ( 0 mm),0.00, 0,0.56 in (14 mm),0.56,14,cloudy,http://icons.wxug.com/i/c/k/cloudy.gif,http://www.wunderground.com/US/MA/Belmont.html,http://www.wunderground.com/weatherstation/WXDailyHistory.asp?ID=KMABELMO12,"http://www.wunderground.com/cgi-bin/findweather/getForecast?query=42.395500,-71.181602",
