STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 00:54,FM-15,FEW:02 16 BKN:07 22 OVC:08 47,10.00,-RA:02 |RA:61 |,39,3.9,38,3.1,36,2.2,89,14,230,,29.84,5,,29.88,0.01,29.87,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 01:00,FM-12,15,,||RA:61,39,3.9,38,3.1,36,2.2,89,14,230,,29.85,5,+0.03,29.88,,,42,26,34,3.8,,,,31,0,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 01:54,FM-15,SCT:04 16 OVC:08 26,10.00,-RA:02 |RA:61 |,38,3.3,37,2.5,35,1.7,89,17,220,,29.85,,,29.88,0.03,29.88,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 02:54,FM-15,SCT:04 15 BKN:07 20 OVC:08 36,10.00,-RA:02 |RA:61 |,37,2.8,36,2.2,35,1.7,93,14,220,,29.85,,,29.88,0.02,29.88,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 03:47,FM-16,SCT:04 15 OVC:08 50,10.00,,37,2.8,36,2.2,35,1.7,93,16,220,,29.84,,,,0.01,29.87,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 03:54,FM-15,SCT:04 15 BKN:07 55 OVC:08 110,10.00,,37,2.8,36,2.2,35,1.7,93,17,220,,29.84,8,,29.87,0.01,29.87,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 04:00,FM-12,15,,,37,2.8,36,2.2,35,1.7,93,17,220,,29.85,8,+0.01,29.87,,,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 04:54,FM-15,FEW:02 15 BKN:07 50 OVC:08 70,10.00,,37,2.8,36,2.2,35,1.7,93,17,220,,29.84,,,29.87,T,29.87,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 05:54,FM-15,FEW:02 15 BKN:07 50 OVC:08 70,10.00,,37,2.8,36,2.0,34,1.1,89,14,230,,29.87,,,29.90,0.00,29.90,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 06:54,FM-15,FEW:02 50 FEW:02 100,10.00,,36,2.2,35,1.5,33,0.6,89,14,220,,29.90,3,,29.94,0.00,29.93,,,,,,,,,,0713,1622,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 07:00,FM-12,57,,,36,2.2,35,1.5,33,0.6,89,14,220,,29.91,3,-0.07,29.94,,,42,36,39,8.8,,,,26,0,0713,1622,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 07:54,FM-15,BKN:07 47,10.00,,38,3.3,35,1.9,32,0.0,79,15,260,26,29.95,,,29.98,0.00,29.98,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 08:54,FM-15,FEW:02 50 SCT:04 250,10.00,,40,4.4,36,2.4,31,-0.6,70,15,260,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 09:54,FM-15,FEW:02 50 BKN:07 250,10.00,,42,5.6,37,2.8,29,-1.7,60,20,270,28,30.02,3,,30.05,0.00,30.05,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 10:00,FM-12,57,,,42,5.6,37,2.8,29,-1.7,60,20,270,,30.03,3,-0.12,30.05,,,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 10:54,FM-15,FEW:02 50 BKN:07 250,10.00,,42,5.6,37,2.6,27,-2.8,55,17,270,24,30.04,,,30.07,0.00,30.07,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 11:54,FM-15,FEW:02 50 FEW:02 250,10.00,,42,5.6,36,2.4,25,-3.9,51,23,280,33,30.05,,,30.08,0.00,30.08,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 12:54,FM-15,FEW:02 50 FEW:02 250,10.00,,43,6.1,37,2.7,23,-5.0,45,22,270,31,30.06,1,,30.09,0.00,30.09,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 13:00,FM-12,57,,,43,6.1,37,2.7,23,-5.0,45,22,270,,30.07,1,-0.04,30.09,,,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 13:54,FM-15,FEW:02 50,10.00,,44,6.7,38,3.1,22,-5.6,41,16,300,28,30.09,,,30.12,0.00,30.12,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 14:54,FM-15,FEW:02 50,10.00,,43,6.1,37,2.7,22,-5.6,43,21,280,29,30.13,,,30.16,0.00,30.16,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 15:54,FM-15,FEW:02 55,10.00,,42,5.6,36,2.2,21,-6.1,43,11,280,23,30.18,3,,30.20,0.00,30.21,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 16:00,FM-12,57,,,42,5.6,36,2.2,21,-6.1,43,11,280,,30.19,3,-0.11,30.20,,,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 16:54,FM-15,CLR:00,10.00,,40,4.4,34,1.3,21,-6.1,47,10,290,,30.23,,,30.25,0.00,30.26,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 17:54,FM-15,CLR:00,10.00,,41,5.0,35,1.7,21,-6.1,45,9,VRB,,30.27,,,30.30,0.00,30.30,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 18:54,FM-15,CLR:00,10.00,,38,3.3,33,0.4,21,-6.1,51,8,280,20,30.32,1,,30.35,0.00,30.35,,,,,,,,,,0713,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 19:00,FM-12,,,,38,3.3,33,0.4,21,-6.1,51,8,280,,30.33,1,-0.14,30.35,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 19:54,FM-15,CLR:00,10.00,,37,2.8,32,0.0,21,-6.1,52,11,300,,30.35,,,30.38,0.00,30.38,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 20:54,FM-15,CLR:00,10.00,,37,2.8,32,0.0,21,-6.1,52,8,290,,30.39,,,30.41,0.00,30.42,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 21:54,FM-15,CLR:00,10.00,,35,1.7,31,-0.7,22,-5.6,59,8,280,,30.41,1,,30.44,0.00,30.44,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 22:00,FM-12,,,,35,1.7,31,-0.7,22,-5.6,59,8,280,,30.42,1,-0.09,30.44,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 22:54,FM-15,CLR:00,10.00,,35,1.7,31,-0.7,22,-5.6,59,7,300,,30.42,,,30.45,0.00,30.45,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 23:54,FM-15,CLR:00,10.00,,33,0.6,29,-1.4,23,-5.0,66,7,270,,30.44,,,30.47,0.00,30.47,44,33,38,7.8,,,,27,0,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,44,33,38,7.8,65,27,34,27,0,0714,1623,RA:16,0.07,0.0,,30.03,30.12,14.0,35,270,28,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 00:54,FM-15,FEW:02 250,10.00,,33,0.6,29,-1.4,23,-5.0,66,7,300,,30.43,0,,30.46,0.00,30.46,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 01:00,FM-12,,,,33,0.6,29,-1.4,23,-5.0,66,7,300,,30.44,,0.03,30.46,,,39,33,36,6.0,,,,29,0,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 01:54,FM-15,FEW:02 250,10.00,,32,0.0,29,-1.8,23,-5.0,69,3,220,,30.45,,,30.48,0.00,30.48,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 02:54,FM-15,FEW:02 250,10.00,,30,-1.1,27,-2.5,23,-5.0,75,0,000,,30.47,,,30.50,0.00,30.50,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 03:54,FM-15,CLR:00,10.00,,29,-1.7,27,-2.9,23,-5.0,78,0,000,,30.47,0,,30.50,0.00,30.50,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 04:00,FM-12,,,,29,-1.7,27,-2.9,23,-5.0,78,0,000,,30.48,,0.03,30.50,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 04:54,FM-15,CLR:00,10.00,,31,-0.6,28,-2.0,24,-4.4,76,0,000,,30.49,,,30.52,0.00,30.52,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 05:54,FM-15,BKN:07 250,10.00,,31,-0.6,29,-1.8,25,-3.9,79,0,000,,30.48,,,30.51,0.00,30.51,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 06:54,FM-15,FEW:02 160 BKN:07 250,10.00,,29,-1.7,27,-2.7,24,-4.4,82,3,020,,30.51,3,,30.54,0.00,30.54,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 07:00,FM-12,,,,29,-1.7,27,-2.7,24,-4.4,82,3,020,,30.52,3,-0.05,30.54,,,44,28,36,6.0,,,,29,0,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 07:54,FM-15,FEW:02 160 SCT:04 200 BKN:07 250,10.00,,30,-1.1,28,-2.0,26,-3.3,85,5,040,,30.51,,,30.54,0.00,30.54,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 08:54,FM-15,FEW:02 160 SCT:04 200 BKN:07 250,10.00,,32,0.0,30,-1.1,27,-2.8,82,3,350,,30.51,,,30.53,0.00,30.54,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 09:54,FM-15,SCT:04 140 BKN:07 200 BKN:07 250,10.00,,36,2.2,32,0.2,26,-3.3,67,7,270,,30.55,3,,30.58,0.00,30.58,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 10:00,FM-12,,,,36,2.2,32,0.2,26,-3.3,67,7,270,,30.56,3,-0.03,30.58,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 10:54,FM-15,SCT:04 140 BKN:07 180 BKN:07 250,10.00,,38,3.3,34,1.1,27,-2.8,65,0,000,,30.54,,,30.57,0.00,30.57,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 11:54,FM-15,BKN:07 140 BKN:07 200,10.00,,40,4.4,36,2.1,29,-1.7,65,0,000,,30.52,,,30.55,0.00,30.55,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 12:54,FM-15,SCT:04 140 BKN:07 200 BKN:07 250,10.00,,40,4.4,36,1.9,28,-2.2,63,0,000,,30.50,8,,30.53,0.00,30.53,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 13:00,FM-12,,,,40,4.4,36,1.9,28,-2.2,63,0,000,,30.51,8,+0.05,30.53,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 13:54,FM-15,BKN:07 95 OVC:08 200,10.00,,40,4.4,35,1.8,27,-2.8,60,0,000,,30.48,,,30.51,0.00,30.51,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 14:54,FM-15,FEW:02 42 BKN:07 90 OVC:08 200,10.00,,39,3.9,35,1.6,28,-2.2,65,3,070,,30.48,,,30.51,0.00,30.51,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 15:54,FM-15,FEW:02 38 BKN:07 80 BKN:07 200,10.00,,40,4.4,36,2.4,31,-0.6,70,5,060,,30.48,5,,30.51,0.00,30.51,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 16:00,FM-12,41,,,40,4.4,36,2.4,31,-0.6,70,5,060,,30.49,5,+0.01,30.51,,,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 16:54,FM-15,FEW:02 38 BKN:07 75 BKN:07 200,10.00,,40,4.4,37,2.8,33,0.6,77,8,100,,30.46,,,30.49,0.00,30.49,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 17:54,FM-15,FEW:02 35 OVC:08 75,10.00,,39,3.9,37,2.6,34,1.1,82,8,110,,30.46,,,30.49,0.00,30.49,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 18:54,FM-15,FEW:02 21 OVC:08 75,10.00,,40,4.4,38,3.2,35,1.7,83,9,120,,30.45,6,,30.48,0.00,30.48,,,,,,,,,,0714,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 19:00,FM-12,26,,,40,4.4,38,3.2,35,1.7,83,9,120,,30.46,6,+0.04,30.48,,,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 19:54,FM-15,FEW:02 19 OVC:08 75,10.00,,40,4.4,38,3.2,35,1.7,83,7,090,,30.43,,,30.46,0.00,30.46,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 20:54,FM-15,SCT:04 22 OVC:08 60,10.00,,40,4.4,38,3.2,35,1.7,83,7,090,,30.42,,,30.45,0.00,30.45,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 21:54,FM-15,FEW:02 23 OVC:08 60,10.00,,41,5.0,38,3.5,35,1.7,79,8,100,,30.39,8,,30.42,0.00,30.42,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 22:00,FM-12,26,,,41,5.0,38,3.5,35,1.7,79,8,100,,30.40,8,+0.06,30.42,,,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 22:54,FM-15,SCT:04 25 OVC:08 60,10.00,-RA:02 |RA:61 |,41,5.0,38,3.5,35,1.7,79,10,110,,30.36,,,30.39,T,30.39,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-01-02 23:44,FM-16,BKN:07 26 OVC:08 80,10.00,,41,5.0,39,3.7,36,2.2,82,11,110,,30.33,,,,T,30.36,,,,,,,,,,0714,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
