Unnamed: 0,Parameter Name,Site_keys_x,ppm,forest,open_land,water,wetland,saltwater/sandybeach,recreational,marina,transitional,urban_public/institution,commercial,transportation,mining,waste,crop_land,cemetary,golfcourse,high_density_residential,medium_density_residential,low_density_residential,industrial,not_assigned,Dew Point,Outdoor Temperature,Solar radiation,Sulfation rate,Wind Speed - Resultant
62,Suspended particulate (TSP),[ 34.645925 -86.771667],0.056050847,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.492385786802,0.0,0,0.5076142131979999,0,0,0,0.0,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
63,Suspended particulate (TSP),[ 34.778423 -86.582493],0.048593220000000006,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.52,0,0,0,0.48,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
64,Suspended particulate (TSP),[ 34.704258 -86.606937],0.06193004100000001,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.18,0.11,0.0,0.0,0,0.0,0,0,0,0.42,0,0.29,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
65,Suspended particulate (TSP),[ 34.687761 -86.586362],0.041793103000000005,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.25,0.0,0.62,0.0,0,0.13,0,0,0,0.0,0,0.0,0.0,36.17081747058825,58.58843,0.2883046,0.23567733333333327,4.763196199999999
66,Suspended particulate (TSP),[ 34.757313 -86.633883],0.059,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.027027027027,0.225225225225,0.0,0.0,0,0.0,0,0,0,0.747747747748,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
67,Suspended particulate (TSP),[ 32.503747 -87.834735],0.038642857,0.07,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.24,0.0,0.0,0,0.61,0,0,0,0.08,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
68,Suspended particulate (TSP),[ 34.336759 -86.311926],0.038777778000000006,0.12,0.0,0.45,0.0,0.0,0,0,0.0,0.0,0.23,0.0,0.0,0,0.0,0,0,0,0.2,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
69,Suspended particulate (TSP),[ 30.76652  -88.075727],0.057963636,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.07407407407410001,0.333333333333,0.0,0.0,0,0.0,0,0,0,0.592592592593,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
70,Suspended particulate (TSP),[ 30.720245 -88.058948],0.051233333000000006,0.58,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.07,0.0,0,0.0,0,0,0,0.0,0,0.35,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
71,Suspended particulate (TSP),[ 30.635858 -88.061575],0.052464286000000006,0.0,0.0,0.0,0.0,0.0,0,0,0.18,0.16,0.15,0.46,0.0,0,0.0,0,0,0,0.0,0,0.05,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
72,Suspended particulate (TSP),[ 30.699406 -88.047234],0.063204545,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.339622641509,0.05660377358490001,0.0,0,0.0,0,0,0,0.490566037736,0,0.11320754717,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
73,Suspended particulate (TSP),[ 30.541055 -88.123642],0.057909090999999996,0.7706422018350001,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.229357798165,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
74,Suspended particulate (TSP),[ 30.705746 -88.065277],0.050491803000000016,0.52,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.48,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
75,Suspended particulate (TSP),[ 32.42597  -86.285247],0.036055556,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0,0,0,0.47,0,0.49,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
76,Suspended particulate (TSP),[ 32.396249 -86.295247],0.047206897000000005,0.32,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.15,0.0,0.0,0,0.0,0,0,0,0.53,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
77,Suspended particulate (TSP),[ 32.369027 -86.304413],0.051071429,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.17,0.08,0.0,0,0.0,0,0,0,0.75,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
78,Suspended particulate (TSP),[ 34.619814 -86.997509],0.040999999999999995,0.0,0.0,0.22,0.0,0.0,0,0,0.0,0.2,0.17,0.0,0.0,0,0.0,0,0,0,0.36,0,0.05,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
79,Suspended particulate (TSP),[ 34.605925 -86.981952],0.0515,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.865384615385,0.0,0.0,0,0.0,0,0,0,0.125,0,0.00961538461538,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
80,Suspended particulate (TSP),[ 34.433428 -86.940007],0.061186440999999994,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.03,0.04,0.0,0.0,0,0.14,0,0,0,0.79,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
81,Suspended particulate (TSP),[ 34.623425 -87.026677],0.056840909,0.08,0.0,0.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.76,0,0,0,0.13,0,0.02,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
82,Suspended particulate (TSP),[ 34.585648 -87.078623],0.053,0.28,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.17,0.0,0.0,0,0.55,0,0,0,0.0,0,0.0,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
83,Suspended particulate (TSP),[ 31.79056 -85.97917],0.047824561,0.26,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.106666666667,0.0,0.0,0,0.51,0,0,0,0.04666666666669999,0,0.0766666666667,0.0,36.17081747058825,64.31325205769232,0.2883046,0.23567733333333327,4.763196199999999
