,		State Code,County Code,Tribal Code,Site ID,Support Agency Code,Location Address,City Code,Postal Code,Local ID,Local Name,Urban Area Code,AQCR Code,Land Use ID,Location Setting ID,Site Established Date,Latitude,Longitude,Horizontal Method Code,Horizontal Datum ID,Parameter Code,Parameter Name,Substance Occurrence Code,Duration Code,Method ID,Measure Unit Code,Sample Collection Start Date,Sample Collection Start Time,Measure Value,Measure Unit,Null Data Code,Qualifier Code,Data Validity Code
25,				MA,'025,,'250250044,'0660,19 Von Hillern Street,7000,'02125,Boston Von Hillern,BOSTON,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,2013-04-25,42.325184,-71.05608000000001,'015,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 18:00:00,42.0,0.1821,ppm,,,RAW
26,				MA,'025,,'250250044,'0660,19 Von Hillern Street,7000,'02125,Boston Von Hillern,BOSTON,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,2013-04-25,42.325184,-71.05608000000001,'015,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 20:00:00,44.0,0.22314,ppm,,,RAW
27,				MA,'025,,'250250044,'0660,19 Von Hillern Street,7000,'02125,Boston Von Hillern,BOSTON,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,2013-04-25,42.325184,-71.05608000000001,'015,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-20 00:00:00,48.0,0.12921,ppm,,,RAW
28,				MA,'025,,'250250044,'0660,19 Von Hillern Street,7000,'02125,Boston Von Hillern,BOSTON,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,2013-04-25,42.325184,-71.05608000000001,'015,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-20 01:00:00,49.0,0.13473,ppm,,,RAW
29,				MA,'025,,'250250044,'0660,19 Von Hillern Street,7000,'02125,Boston Von Hillern,BOSTON,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,2013-04-25,42.325184,-71.05608000000001,'015,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-20 03:00:00,51.0,0.1269,ppm,,,RAW
30,				MA,'009,,'250092006,'0660,390 PARKLAND,37490,'01905,Lynn Water Treatment Plant,Lynn,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,1992-01-01,42.474671,-70.971358,'012,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 10:00:00,58.0,0.1577,ppm,,,RAW
31,				MA,'009,,'250092006,'0660,390 PARKLAND,37490,'01905,Lynn Water Treatment Plant,Lynn,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,1992-01-01,42.474671,-70.971358,'012,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 11:00:00,59.0,0.13588,ppm,,,RAW
32,				MA,'009,,'250092006,'0660,390 PARKLAND,37490,'01905,Lynn Water Treatment Plant,Lynn,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,1992-01-01,42.474671,-70.971358,'012,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 12:00:00,60.0,0.11993,ppm,,,RAW
33,				MA,'009,,'250092006,'0660,390 PARKLAND,37490,'01905,Lynn Water Treatment Plant,Lynn,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,1992-01-01,42.474671,-70.971358,'012,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 13:00:00,61.0,0.13875,ppm,,,RAW
34,				MA,'009,,'250092006,'0660,390 PARKLAND,37490,'01905,Lynn Water Treatment Plant,Lynn,1120,'119,COMMERCIAL,URBAN AND CENTER CITY,1992-01-01,42.474671,-70.971358,'012,WGS84,42101,Carbon Monoxide,1,1,'593 ,'007,2017-06-19 14:00:00,62.0,0.13373,ppm,,,RAW
