Site,commercial,crop_land,forest,industrial,medium_density_residential,open_land,transitional,transportation,urban_public_institution,water,wetland,outdoor_temperature,wind_speed_resultant,solar_radiation
"[(-71.004418799999996, 42.405081559999999), (-70.999715199999997, 42.405081559999999), (-70.999715199999997, 42.4076643), (-71.004418799999996, 42.4076643)]",0.06,0.0,0.15,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.999715199999997, 42.405081559999999), (-70.995011599999998, 42.405081559999999), (-70.995011599999998, 42.4076643), (-70.999715199999997, 42.4076643)]",0.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.995011599999998, 42.405081559999999), (-70.990307999999999, 42.405081559999999), (-70.990307999999999, 42.4076643), (-70.995011599999998, 42.4076643)]",0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.990307999999999, 42.405081559999999), (-70.9856044, 42.405081559999999), (-70.9856044, 42.4076643), (-70.990307999999999, 42.4076643)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.9856044, 42.405081559999999), (-70.980900800000001, 42.405081559999999), (-70.980900800000001, 42.4076643), (-70.9856044, 42.4076643)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.980900800000001, 42.405081559999999), (-70.976197200000001, 42.405081559999999), (-70.976197200000001, 42.4076643), (-70.980900800000001, 42.4076643)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.976197200000001, 42.405081559999999), (-70.971493600000002, 42.405081559999999), (-70.971493600000002, 42.4076643), (-70.976197200000001, 42.4076643)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.971493600000002, 42.405081559999999), (-70.966790000000003, 42.405081559999999), (-70.966790000000003, 42.4076643), (-70.971493600000002, 42.4076643)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-71.201970000000003, 42.4076643), (-71.197266400000004, 42.4076643), (-71.197266400000004, 42.410247040000002), (-71.201970000000003, 42.410247040000002)]",0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.4076643), (-71.192562800000005, 42.4076643), (-71.192562800000005, 42.410247040000002), (-71.197266400000004, 42.410247040000002)]",0.0,0.0,0.27,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.14,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.4076643), (-71.187859200000005, 42.4076643), (-71.187859200000005, 42.410247040000002), (-71.192562800000005, 42.410247040000002)]",0.0,0.0,0.01,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.4076643), (-71.183155600000006, 42.4076643), (-71.183155600000006, 42.410247040000002), (-71.187859200000005, 42.410247040000002)]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.4076643), (-71.178452000000007, 42.4076643), (-71.178452000000007, 42.410247040000002), (-71.183155600000006, 42.410247040000002)]",0.0,0.0,0.13,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.4076643), (-71.173748400000008, 42.4076643), (-71.173748400000008, 42.410247040000002), (-71.178452000000007, 42.410247040000002)]",0.0,0.0,0.02,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.4076643), (-71.169044800000009, 42.4076643), (-71.169044800000009, 42.410247040000002), (-71.173748400000008, 42.410247040000002)]",0.0,0.0,0.05,0.0,0.21,0.0,0.0,0.29,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.4076643), (-71.16434120000001, 42.4076643), (-71.16434120000001, 42.410247040000002), (-71.169044800000009, 42.410247040000002)]",0.0,0.0,0.13,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.4076643), (-71.159637599999996, 42.4076643), (-71.159637599999996, 42.410247040000002), (-71.16434120000001, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.4076643), (-71.154933999999997, 42.4076643), (-71.154933999999997, 42.410247040000002), (-71.159637599999996, 42.410247040000002)]",0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.4076643), (-71.150230399999998, 42.4076643), (-71.150230399999998, 42.410247040000002), (-71.154933999999997, 42.410247040000002)]",0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.97,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.4076643), (-71.145526799999999, 42.4076643), (-71.145526799999999, 42.410247040000002), (-71.150230399999998, 42.410247040000002)]",0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.4076643), (-71.1408232, 42.4076643), (-71.1408232, 42.410247040000002), (-71.145526799999999, 42.410247040000002)]",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.1408232, 42.4076643), (-71.136119600000001, 42.4076643), (-71.136119600000001, 42.410247040000002), (-71.1408232, 42.410247040000002)]",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.136119600000001, 42.4076643), (-71.131416000000002, 42.4076643), (-71.131416000000002, 42.410247040000002), (-71.136119600000001, 42.410247040000002)]",0.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.131416000000002, 42.4076643), (-71.126712400000002, 42.4076643), (-71.126712400000002, 42.410247040000002), (-71.131416000000002, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.126712400000002, 42.4076643), (-71.122008800000003, 42.4076643), (-71.122008800000003, 42.410247040000002), (-71.126712400000002, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.122008800000003, 42.4076643), (-71.117305200000004, 42.4076643), (-71.117305200000004, 42.410247040000002), (-71.122008800000003, 42.410247040000002)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.78,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.4076643), (-71.112601600000005, 42.4076643), (-71.112601600000005, 42.410247040000002), (-71.117305200000004, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.5,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.4076643), (-71.107898000000006, 42.4076643), (-71.107898000000006, 42.410247040000002), (-71.112601600000005, 42.410247040000002)]",0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.4076643), (-71.103194400000007, 42.4076643), (-71.103194400000007, 42.410247040000002), (-71.107898000000006, 42.410247040000002)]",0.41,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.4076643), (-71.098490800000008, 42.4076643), (-71.098490800000008, 42.410247040000002), (-71.103194400000007, 42.410247040000002)]",0.08,0.0,0.09,0.0,0.0,0.0,0.0,0.32,0.0,0.2,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.4076643), (-71.093787200000008, 42.4076643), (-71.093787200000008, 42.410247040000002), (-71.098490800000008, 42.410247040000002)]",0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.4076643), (-71.089083600000009, 42.4076643), (-71.089083600000009, 42.410247040000002), (-71.093787200000008, 42.410247040000002)]",0.51,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.4076643), (-71.08438000000001, 42.4076643), (-71.08438000000001, 42.410247040000002), (-71.089083600000009, 42.410247040000002)]",0.86,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.4076643), (-71.079676399999997, 42.4076643), (-71.079676399999997, 42.410247040000002), (-71.08438000000001, 42.410247040000002)]",0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.079676399999997, 42.4076643), (-71.074972799999998, 42.4076643), (-71.074972799999998, 42.410247040000002), (-71.079676399999997, 42.410247040000002)]",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.03,23.7761904762,8.49702380952,1.05952380952
"[(-71.074972799999998, 42.4076643), (-71.070269199999998, 42.4076643), (-71.070269199999998, 42.410247040000002), (-71.074972799999998, 42.410247040000002)]",0.12,0.0,0.16,0.02,0.0,0.37,0.0,0.18,0.0,0.15,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.070269199999998, 42.4076643), (-71.065565599999999, 42.4076643), (-71.065565599999999, 42.410247040000002), (-71.070269199999998, 42.410247040000002)]",0.01,0.0,0.01,0.51,0.0,0.39,0.0,0.03,0.0,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.065565599999999, 42.4076643), (-71.060862, 42.4076643), (-71.060862, 42.410247040000002), (-71.065565599999999, 42.410247040000002)]",0.03,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.060862, 42.4076643), (-71.056158400000001, 42.4076643), (-71.056158400000001, 42.410247040000002), (-71.060862, 42.410247040000002)]",0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.056158400000001, 42.4076643), (-71.051454800000002, 42.4076643), (-71.051454800000002, 42.410247040000002), (-71.056158400000001, 42.410247040000002)]",0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.051454800000002, 42.4076643), (-71.046751200000003, 42.4076643), (-71.046751200000003, 42.410247040000002), (-71.051454800000002, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.046751200000003, 42.4076643), (-71.042047600000004, 42.4076643), (-71.042047600000004, 42.410247040000002), (-71.046751200000003, 42.410247040000002)]",0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.042047600000004, 42.4076643), (-71.037344000000004, 42.4076643), (-71.037344000000004, 42.410247040000002), (-71.042047600000004, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.037344000000004, 42.4076643), (-71.032640400000005, 42.4076643), (-71.032640400000005, 42.410247040000002), (-71.037344000000004, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.032640400000005, 42.4076643), (-71.027936800000006, 42.4076643), (-71.027936800000006, 42.410247040000002), (-71.032640400000005, 42.410247040000002)]",0.04,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.027936800000006, 42.4076643), (-71.023233200000007, 42.4076643), (-71.023233200000007, 42.410247040000002), (-71.027936800000006, 42.410247040000002)]",0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.02,23.7761904762,8.49702380952,1.05952380952
"[(-71.023233200000007, 42.4076643), (-71.018529600000008, 42.4076643), (-71.018529600000008, 42.410247040000002), (-71.023233200000007, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.018529600000008, 42.4076643), (-71.013826000000009, 42.4076643), (-71.013826000000009, 42.410247040000002), (-71.018529600000008, 42.410247040000002)]",0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.013826000000009, 42.4076643), (-71.00912240000001, 42.4076643), (-71.00912240000001, 42.410247040000002), (-71.013826000000009, 42.410247040000002)]",0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.00912240000001, 42.4076643), (-71.004418799999996, 42.4076643), (-71.004418799999996, 42.410247040000002), (-71.00912240000001, 42.410247040000002)]",0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.004418799999996, 42.4076643), (-70.999715199999997, 42.4076643), (-70.999715199999997, 42.410247040000002), (-71.004418799999996, 42.410247040000002)]",0.04,0.0,0.02,0.09,0.0,0.0,0.0,0.41,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.999715199999997, 42.4076643), (-70.995011599999998, 42.4076643), (-70.995011599999998, 42.410247040000002), (-70.999715199999997, 42.410247040000002)]",0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-70.995011599999998, 42.4076643), (-70.990307999999999, 42.4076643), (-70.990307999999999, 42.410247040000002), (-70.995011599999998, 42.410247040000002)]",0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.990307999999999, 42.4076643), (-70.9856044, 42.4076643), (-70.9856044, 42.410247040000002), (-70.990307999999999, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.9856044, 42.4076643), (-70.980900800000001, 42.4076643), (-70.980900800000001, 42.410247040000002), (-70.9856044, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.980900800000001, 42.4076643), (-70.976197200000001, 42.4076643), (-70.976197200000001, 42.410247040000002), (-70.980900800000001, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.976197200000001, 42.4076643), (-70.971493600000002, 42.4076643), (-70.971493600000002, 42.410247040000002), (-70.976197200000001, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-70.971493600000002, 42.4076643), (-70.966790000000003, 42.4076643), (-70.966790000000003, 42.410247040000002), (-70.971493600000002, 42.410247040000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,2.15357142857,1.1964285714299998
"[(-71.201970000000003, 42.410247040000002), (-71.197266400000004, 42.410247040000002), (-71.197266400000004, 42.412829779999996), (-71.201970000000003, 42.412829779999996)]",0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.197266400000004, 42.410247040000002), (-71.192562800000005, 42.410247040000002), (-71.192562800000005, 42.412829779999996), (-71.197266400000004, 42.412829779999996)]",0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.192562800000005, 42.410247040000002), (-71.187859200000005, 42.410247040000002), (-71.187859200000005, 42.412829779999996), (-71.192562800000005, 42.412829779999996)]",0.09,0.0,0.2,0.0,0.04,0.0,0.0,0.01,0.13,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.187859200000005, 42.410247040000002), (-71.183155600000006, 42.410247040000002), (-71.183155600000006, 42.412829779999996), (-71.187859200000005, 42.412829779999996)]",0.02,0.0,0.0,0.0,0.38,0.0,0.0,0.19,0.19,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.183155600000006, 42.410247040000002), (-71.178452000000007, 42.410247040000002), (-71.178452000000007, 42.412829779999996), (-71.183155600000006, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.15,0.04,0.0,0.15,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.178452000000007, 42.410247040000002), (-71.173748400000008, 42.410247040000002), (-71.173748400000008, 42.412829779999996), (-71.178452000000007, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.173748400000008, 42.410247040000002), (-71.169044800000009, 42.410247040000002), (-71.169044800000009, 42.412829779999996), (-71.173748400000008, 42.412829779999996)]",0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.169044800000009, 42.410247040000002), (-71.16434120000001, 42.410247040000002), (-71.16434120000001, 42.412829779999996), (-71.169044800000009, 42.412829779999996)]",0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.16434120000001, 42.410247040000002), (-71.159637599999996, 42.410247040000002), (-71.159637599999996, 42.412829779999996), (-71.16434120000001, 42.412829779999996)]",0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.159637599999996, 42.410247040000002), (-71.154933999999997, 42.410247040000002), (-71.154933999999997, 42.412829779999996), (-71.159637599999996, 42.412829779999996)]",0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.154933999999997, 42.410247040000002), (-71.150230399999998, 42.410247040000002), (-71.150230399999998, 42.412829779999996), (-71.154933999999997, 42.412829779999996)]",0.19,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.150230399999998, 42.410247040000002), (-71.145526799999999, 42.410247040000002), (-71.145526799999999, 42.412829779999996), (-71.150230399999998, 42.412829779999996)]",0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.145526799999999, 42.410247040000002), (-71.1408232, 42.410247040000002), (-71.1408232, 42.412829779999996), (-71.145526799999999, 42.412829779999996)]",0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.1408232, 42.410247040000002), (-71.136119600000001, 42.410247040000002), (-71.136119600000001, 42.412829779999996), (-71.1408232, 42.412829779999996)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.136119600000001, 42.410247040000002), (-71.131416000000002, 42.410247040000002), (-71.131416000000002, 42.412829779999996), (-71.136119600000001, 42.412829779999996)]",0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.131416000000002, 42.410247040000002), (-71.126712400000002, 42.410247040000002), (-71.126712400000002, 42.412829779999996), (-71.131416000000002, 42.412829779999996)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.126712400000002, 42.410247040000002), (-71.122008800000003, 42.410247040000002), (-71.122008800000003, 42.412829779999996), (-71.126712400000002, 42.412829779999996)]",0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.122008800000003, 42.410247040000002), (-71.117305200000004, 42.410247040000002), (-71.117305200000004, 42.412829779999996), (-71.122008800000003, 42.412829779999996)]",0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.117305200000004, 42.410247040000002), (-71.112601600000005, 42.410247040000002), (-71.112601600000005, 42.412829779999996), (-71.117305200000004, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.08,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.112601600000005, 42.410247040000002), (-71.107898000000006, 42.410247040000002), (-71.107898000000006, 42.412829779999996), (-71.112601600000005, 42.412829779999996)]",0.11,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.107898000000006, 42.410247040000002), (-71.103194400000007, 42.410247040000002), (-71.103194400000007, 42.412829779999996), (-71.107898000000006, 42.412829779999996)]",0.6,0.0,0.08,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,23.7761904762,8.49702380952,1.05952380952
"[(-71.103194400000007, 42.410247040000002), (-71.098490800000008, 42.410247040000002), (-71.098490800000008, 42.412829779999996), (-71.103194400000007, 42.412829779999996)]",0.0,0.0,0.19,0.0,0.0,0.12,0.0,0.29,0.04,0.15,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.098490800000008, 42.410247040000002), (-71.093787200000008, 42.410247040000002), (-71.093787200000008, 42.412829779999996), (-71.098490800000008, 42.412829779999996)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.093787200000008, 42.410247040000002), (-71.089083600000009, 42.410247040000002), (-71.089083600000009, 42.412829779999996), (-71.093787200000008, 42.412829779999996)]",0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.11,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.089083600000009, 42.410247040000002), (-71.08438000000001, 42.410247040000002), (-71.08438000000001, 42.412829779999996), (-71.089083600000009, 42.412829779999996)]",0.12,0.0,0.0,0.08,0.0,0.0,0.0,0.35,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.08438000000001, 42.410247040000002), (-71.079676399999997, 42.410247040000002), (-71.079676399999997, 42.412829779999996), (-71.08438000000001, 42.412829779999996)]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.079676399999997, 42.410247040000002), (-71.074972799999998, 42.410247040000002), (-71.074972799999998, 42.412829779999996), (-71.079676399999997, 42.412829779999996)]",0.13,0.0,0.03,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.04,23.7761904762,8.49702380952,1.05952380952
"[(-71.074972799999998, 42.410247040000002), (-71.070269199999998, 42.410247040000002), (-71.070269199999998, 42.412829779999996), (-71.074972799999998, 42.412829779999996)]",0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.26,0.0,0.36,0.03,23.7761904762,8.49702380952,1.05952380952
"[(-71.070269199999998, 42.410247040000002), (-71.065565599999999, 42.410247040000002), (-71.065565599999999, 42.412829779999996), (-71.070269199999998, 42.412829779999996)]",0.15,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.065565599999999, 42.410247040000002), (-71.060862, 42.410247040000002), (-71.060862, 42.412829779999996), (-71.065565599999999, 42.412829779999996)]",0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.060862, 42.410247040000002), (-71.056158400000001, 42.410247040000002), (-71.056158400000001, 42.412829779999996), (-71.060862, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.056158400000001, 42.410247040000002), (-71.051454800000002, 42.410247040000002), (-71.051454800000002, 42.412829779999996), (-71.056158400000001, 42.412829779999996)]",0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.051454800000002, 42.410247040000002), (-71.046751200000003, 42.410247040000002), (-71.046751200000003, 42.412829779999996), (-71.051454800000002, 42.412829779999996)]",0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.046751200000003, 42.410247040000002), (-71.042047600000004, 42.410247040000002), (-71.042047600000004, 42.412829779999996), (-71.046751200000003, 42.412829779999996)]",0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.042047600000004, 42.410247040000002), (-71.037344000000004, 42.410247040000002), (-71.037344000000004, 42.412829779999996), (-71.042047600000004, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.037344000000004, 42.410247040000002), (-71.032640400000005, 42.410247040000002), (-71.032640400000005, 42.412829779999996), (-71.037344000000004, 42.412829779999996)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.032640400000005, 42.410247040000002), (-71.027936800000006, 42.410247040000002), (-71.027936800000006, 42.412829779999996), (-71.032640400000005, 42.412829779999996)]",0.19,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.01,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.027936800000006, 42.410247040000002), (-71.023233200000007, 42.410247040000002), (-71.023233200000007, 42.412829779999996), (-71.027936800000006, 42.412829779999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.023233200000007, 42.410247040000002), (-71.018529600000008, 42.410247040000002), (-71.018529600000008, 42.412829779999996), (-71.023233200000007, 42.412829779999996)]",0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
"[(-71.018529600000008, 42.410247040000002), (-71.013826000000009, 42.410247040000002), (-71.013826000000009, 42.412829779999996), (-71.018529600000008, 42.412829779999996)]",0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7761904762,8.49702380952,1.05952380952
