FID,STOP_ID,STOP_NAME,TOWN,TOWN_ID,SHAPE
GISDATA.MBTABUSSTOPS_PT.2737,1286,Washington St @ Harvard St,BROOKLINE,46,POINT (-71.1188500039014 42.332990001389675)
GISDATA.MBTABUSSTOPS_PT.2751,1367,Harvard St @ Kent St,BROOKLINE,46,POINT (-71.11875148850777 42.33326299813315)
GISDATA.MBTABUSSTOPS_PT.1284,2307,Massachusetts Ave @ Waterhouse St,CAMBRIDGE,49,POINT (-71.1201958568488 42.37780786485196)
GISDATA.MBTABUSSTOPS_PT.4376,2168,Massachusetts Ave @ Johnston Gate,CAMBRIDGE,49,POINT (-71.11855309375098 42.375168489706745)
GISDATA.MBTABUSSTOPS_PT.4628,2459,Somerville Ave @ Beacon Terr,SOMERVILLE,274,POINT (-71.11733988697262 42.38756422677313)
GISDATA.MBTABUSSTOPS_PT.4515,2316,Massachusetts Ave @ Davenport St,CAMBRIDGE,49,POINT (-71.11984284654343 42.38929039388277)
GISDATA.MBTABUSSTOPS_PT.4578,2584,Elm St @ Beech St,SOMERVILLE,274,POINT (-71.11918966142825 42.39167133258853)
GISDATA.MBTABUSSTOPS_PT.6887,2627,Elm St @ Cutter Ave,SOMERVILLE,274,POINT (-71.12077905643265 42.393632340975614)
GISDATA.MBTABUSSTOPS_PT.7708,2381,College Ave @ Powder House Sq,SOMERVILLE,274,POINT (-71.11685834309576 42.40165420615652)
GISDATA.MBTABUSSTOPS_PT.6292,2410,Boston Ave @ Winthrop St,MEDFORD,176,POINT (-71.12167398709353 42.4114769434904)
GISDATA.MBTABUSSTOPS_PT.6632,5038,George St @ Winthrop St,MEDFORD,176,POINT (-71.11976707482819 42.414206879297794)
GISDATA.MBTABUSSTOPS_PT.1871,76479,Hyde Park Ave @ Walk Hill St,BOSTON,35,POINT (-71.11619067650052 42.29610651243461)
GISDATA.MBTABUSSTOPS_PT.744,875,Forest Hills Station Lower Busway,BOSTON,35,POINT (-71.1135391090345 42.30043784931373)
GISDATA.MBTABUSSTOPS_PT.526,2007,South St @ St Rose St,BOSTON,35,POINT (-71.11470327658562 42.304387669572634)
GISDATA.MBTABUSSTOPS_PT.3121,1128,South St @ Sedgwick St,BOSTON,35,POINT (-71.11556056357423 42.3085776593579)
GISDATA.MBTABUSSTOPS_PT.3194,1129,Centre St @ Seaverns Ave,BOSTON,35,POINT (-71.11421435776101 42.31220900935129)
GISDATA.MBTABUSSTOPS_PT.3526,31365,S Huntington Ave opp VA Hospital,BOSTON,35,POINT (-71.11135540735626 42.32661054024432)
GISDATA.MBTABUSSTOPS_PT.2702,21365,S Huntington Ave @ Huntington Ave,BOSTON,35,POINT (-71.11198335638385 42.33181029628676)
GISDATA.MBTABUSSTOPS_PT.3271,1118,Magazine St @ Putnam Ave,CAMBRIDGE,49,POINT (-71.11095345250538 42.359226868429204)
GISDATA.MBTABUSSTOPS_PT.4025,1055,River St opp Blackstone St,CAMBRIDGE,49,POINT (-71.11448023403499 42.36193644315406)
GISDATA.MBTABUSSTOPS_PT.943,1117,Putnam Ave @ Allston St,CAMBRIDGE,49,POINT (-71.11346178619411 42.36169533280393)
GISDATA.MBTABUSSTOPS_PT.3992,67,Mt Auburn St @ Putnam Ave,CAMBRIDGE,49,POINT (-71.11345127523072 42.37013376470695)
GISDATA.MBTABUSSTOPS_PT.1248,2548,Kirkland St @ Kirkland Place,CAMBRIDGE,49,POINT (-71.11286189777141 42.37690091852228)
GISDATA.MBTABUSSTOPS_PT.4459,2432,Somerville Ave opp Elm St,SOMERVILLE,274,POINT (-71.11436891455243 42.38591385885789)
GISDATA.MBTABUSSTOPS_PT.741,11521,131 Morton St,BOSTON,35,POINT (-71.10636756970622 42.300197217977455)
GISDATA.MBTABUSSTOPS_PT.3060,1158,Centre St @ Creighton St,BOSTON,35,POINT (-71.10865125490788 42.32233364538162)
GISDATA.MBTABUSSTOPS_PT.3435,1156,Centre St @ Sunnyside St,BOSTON,35,POINT (-71.10571246535402 42.322645454551115)
GISDATA.MBTABUSSTOPS_PT.3239,1761,Heath St @ S Huntington Ave,BOSTON,35,POINT (-71.11022912909465 42.32829401099347)
GISDATA.MBTABUSSTOPS_PT.3503,1750,Heath St @ Walden St,BOSTON,35,POINT (-71.10473767135976 42.32609260738912)
GISDATA.MBTABUSSTOPS_PT.2750,1365,835 Huntington Ave opp Parker Hill Ave,BOSTON,35,POINT (-71.10927530004899 42.333229099421985)
GISDATA.MBTABUSSTOPS_PT.3305,1559,Brookline Ave @ Deaconess Rd,BOSTON,35,POINT (-71.10837719985622 42.337892769426134)
GISDATA.MBTABUSSTOPS_PT.3370,1778,Brookline Ave @ Short St,BOSTON,35,POINT (-71.10569350115657 42.34040165555151)
GISDATA.MBTABUSSTOPS_PT.3762,1807,Park Dr @ Fenway Station,BOSTON,35,POINT (-71.10440281641463 42.34533293223841)
GISDATA.MBTABUSSTOPS_PT.3620,938,Commonwealth Ave @ St Marys St,BOSTON,35,POINT (-71.10636084021753 42.349886921336925)
GISDATA.MBTABUSSTOPS_PT.925,1119,Magazine St @ Erie St,CAMBRIDGE,49,POINT (-71.10898232217313 42.36100040795813)
GISDATA.MBTABUSSTOPS_PT.3959,1061,Western Ave @ Kinnaird St,CAMBRIDGE,49,POINT (-71.10890338210636 42.36491785958375)
GISDATA.MBTABUSSTOPS_PT.944,1762,Magazine St @ Kelly Rd,CAMBRIDGE,49,POINT (-71.10825416330614 42.36168199095419)
GISDATA.MBTABUSSTOPS_PT.3583,104,Massachusetts Ave @ Bigelow St,CAMBRIDGE,49,POINT (-71.10604600524884 42.36680253541322)
GISDATA.MBTABUSSTOPS_PT.4008,2221,Broadway @ Lee St,CAMBRIDGE,49,POINT (-71.1046209792331 42.37074635664656)
GISDATA.MBTABUSSTOPS_PT.4009,2224,Broadway @ Fayette St,CAMBRIDGE,49,POINT (-71.1046209792331 42.37074635664656)
GISDATA.MBTABUSSTOPS_PT.4367,1401,Cambridge St @ Trowbridge St,CAMBRIDGE,49,POINT (-71.1101898171374 42.374943134194595)
GISDATA.MBTABUSSTOPS_PT.1262,2436,Beacon St @ Smith Ave,SOMERVILLE,274,POINT (-71.105026649983 42.377184272684175)
GISDATA.MBTABUSSTOPS_PT.7368,2733,Broadway @ Medford St - Magoun Sq,SOMERVILLE,274,POINT (-71.10413834376774 42.397280568703174)
GISDATA.MBTABUSSTOPS_PT.7723,5309,Main St @ Medford St,MEDFORD,176,POINT (-71.1064586455486 42.402184467326585)
GISDATA.MBTABUSSTOPS_PT.7718,5298,Main St @ Medford St,MEDFORD,176,POINT (-71.10634163872845 42.402108658879236)
GISDATA.MBTABUSSTOPS_PT.5978,2891,Mystic Ave @ Whyte St,MEDFORD,176,POINT (-71.1052913773066 42.40965658488139)
GISDATA.MBTABUSSTOPS_PT.6768,2888,Mystic Ave @ Union St,MEDFORD,176,POINT (-71.10994025269073 42.41462701025836)
GISDATA.MBTABUSSTOPS_PT.6960,9172,116 Riverside Ave,MEDFORD,176,POINT (-71.10514251168341 42.41673898045496)
GISDATA.MBTABUSSTOPS_PT.6958,9151,121 Riverside Ave - Senior Housing,MEDFORD,176,POINT (-71.10483532928747 42.41663069357506)
GISDATA.MBTABUSSTOPS_PT.3519,1751,106 Heath St opp Bickford Ave,BOSTON,35,POINT (-71.10194373535691 42.32638029910521)
GISDATA.MBTABUSSTOPS_PT.3488,1753,34 Heath St opp Bromley St,BOSTON,35,POINT (-71.09957542247994 42.32528903656332)
GISDATA.MBTABUSSTOPS_PT.3608,939,Commonwealth Ave @ Hinsdale St,BOSTON,35,POINT (-71.10304314751889 42.34948366221814)
GISDATA.MBTABUSSTOPS_PT.4023,730,Franklin St @ Sidney St,CAMBRIDGE,49,POINT (-71.10067149990927 42.36180460936539)
GISDATA.MBTABUSSTOPS_PT.1323,2545,Washington St @ Dane St,SOMERVILLE,274,POINT (-71.10389738130804 42.378867901738886)
GISDATA.MBTABUSSTOPS_PT.4473,2683,Highland Ave @ Trull Ln,SOMERVILLE,274,POINT (-71.10121360890786 42.38766821213755)
GISDATA.MBTABUSSTOPS_PT.4543,2399,Medford St @ Thurston St,SOMERVILLE,274,POINT (-71.09839390301045 42.390331554382)
GISDATA.MBTABUSSTOPS_PT.7403,5307,Main St @ Dexter St,MEDFORD,176,POINT (-71.10195783605697 42.39888335134713)
GISDATA.MBTABUSSTOPS_PT.6773,9153,Riverside Ave @ Marine St,MEDFORD,176,POINT (-71.1008432999718 42.414711819165404)
GISDATA.MBTABUSSTOPS_PT.2958,10413,Columbus Ave @ Weld Ave,BOSTON,35,POINT (-71.09768772982348 42.31510903837207)
GISDATA.MBTABUSSTOPS_PT.2985,1266,Columbus Ave @ W Walnut Pk,BOSTON,35,POINT (-71.09834823911841 42.31705618333408)
GISDATA.MBTABUSSTOPS_PT.883,1168,Washington St @ Townsend St,BOSTON,35,POINT (-71.09412494736588 42.31998591652083)
GISDATA.MBTABUSSTOPS_PT.2940,21148,Malcolm X Blvd @ Tremont St,BOSTON,35,POINT (-71.09332566839683 42.331295758174484)
GISDATA.MBTABUSSTOPS_PT.671,1784,Ruggles St @ Huntington Ave,BOSTON,35,POINT (-71.0950072657064 42.33746152159607)
GISDATA.MBTABUSSTOPS_PT.2000,1785,Ruggles St @ Annunciation Rd,BOSTON,35,POINT (-71.09317878582705 42.33677629986056)
GISDATA.MBTABUSSTOPS_PT.3301,71391,Huntington Ave @ Louis Prang St,BOSTON,35,POINT (-71.09564986941027 42.337764697361735)
GISDATA.MBTABUSSTOPS_PT.3812,1929,Ipswich St @ Lansdowne St,BOSTON,35,POINT (-71.09427792147679 42.3472536852224)
GISDATA.MBTABUSSTOPS_PT.3400,96,Massachusetts Ave @ Memorial Dr,CAMBRIDGE,49,POINT (-71.09279575397096 42.3576068894093)
GISDATA.MBTABUSSTOPS_PT.3596,24487,Broadway @ Windsor St,CAMBRIDGE,49,POINT (-71.09558325209102 42.36717512167325)
GISDATA.MBTABUSSTOPS_PT.4277,1408,Cambridge St @ Windsor St,CAMBRIDGE,49,POINT (-71.09314562553418 42.37273600337757)
GISDATA.MBTABUSSTOPS_PT.1246,2766,Newton St @ Concord Sq,SOMERVILLE,274,POINT (-71.09807085724042 42.37683095104478)
GISDATA.MBTABUSSTOPS_PT.1287,2530,Newton St @ Webster Ave,SOMERVILLE,274,POINT (-71.09595135853358 42.3777985339021)
GISDATA.MBTABUSSTOPS_PT.4186,2613,Washington St @ Webster Ave,SOMERVILLE,274,POINT (-71.09688280840251 42.37958522375366)
GISDATA.MBTABUSSTOPS_PT.1326,2511,Webster Ave @ Washington St,SOMERVILLE,274,POINT (-71.09618521273678 42.37894109323668)
GISDATA.MBTABUSSTOPS_PT.1313,2598,Somerville Ave @ Linden St,SOMERVILLE,274,POINT (-71.09267222946819 42.378563500045324)
GISDATA.MBTABUSSTOPS_PT.4463,2686,Highland Ave @ Vinal Ave,SOMERVILLE,274,POINT (-71.09615379970042 42.385927441524494)
GISDATA.MBTABUSSTOPS_PT.4512,2398,Medford St @ School St,SOMERVILLE,274,POINT (-71.09705735646465 42.38903826457177)
GISDATA.MBTABUSSTOPS_PT.7050,2703,Broadway opp Main St,SOMERVILLE,274,POINT (-71.0977319564415 42.39477304363295)
GISDATA.MBTABUSSTOPS_PT.7545,2897,Mystic Ave @ Moreland St,SOMERVILLE,274,POINT (-71.09544816249768 42.39980742302382)
GISDATA.MBTABUSSTOPS_PT.6458,9155,Riverside Ave @ Foster Ct,MEDFORD,176,POINT (-71.09650198173668 42.41267990579937)
GISDATA.MBTABUSSTOPS_PT.6446,9167,Riverside Ave @ Hunewill Ave,MEDFORD,176,POINT (-71.09543463522903 42.412218296206085)
GISDATA.MBTABUSSTOPS_PT.3074,381,Blue Hill Ave @ Wales St,BOSTON,35,POINT (-71.08671132134751 42.29852563478917)
GISDATA.MBTABUSSTOPS_PT.3147,17411,Seaver St opp Humboldt Ave,BOSTON,35,POINT (-71.09201904829112 42.30975140675125)
GISDATA.MBTABUSSTOPS_PT.3102,17401,Seaver St opp Elm Hill Ave,BOSTON,35,POINT (-71.08916333343726 42.30758790560052)
GISDATA.MBTABUSSTOPS_PT.3086,17391,Seaver St opp Maple St,BOSTON,35,POINT (-71.08759206067822 42.30673092112131)
GISDATA.MBTABUSSTOPS_PT.3188,1352,Humboldt Ave @ Homestead St,BOSTON,35,POINT (-71.09046042381081 42.311959997499194)
GISDATA.MBTABUSSTOPS_PT.3210,1351,Humboldt Ave @ Crawford St,BOSTON,35,POINT (-71.08951833639667 42.313115870725845)
GISDATA.MBTABUSSTOPS_PT.3051,1182,Washington St @ Valentine St,BOSTON,35,POINT (-71.09186535362284 42.32174457876245)
GISDATA.MBTABUSSTOPS_PT.3465,1180,Washington St @ Cedar St,BOSTON,35,POINT (-71.08872966755385 42.324279247579504)
GISDATA.MBTABUSSTOPS_PT.3369,81317,360 Huntington Ave,BOSTON,35,POINT (-71.0887616740802 42.3403324283834)
GISDATA.MBTABUSSTOPS_PT.3826,1930,Ipswich St @ Charlesgate East,BOSTON,35,POINT (-71.0912677430923 42.34750682145495)
GISDATA.MBTABUSSTOPS_PT.1279,2609,Somerville Ave at McGrath Hwy,SOMERVILLE,274,POINT (-71.0898707989934 42.3775437675519)
GISDATA.MBTABUSSTOPS_PT.4458,2745,Cross St @ Pearl St,SOMERVILLE,274,POINT (-71.08775726671176 42.38581712131749)
GISDATA.MBTABUSSTOPS_PT.4519,2722,Broadway @ Kensington Ave,SOMERVILLE,274,POINT (-71.08729626390618 42.38937107475048)
GISDATA.MBTABUSSTOPS_PT.7243,2899,Mystic Ave opp Shore Dr,SOMERVILLE,274,POINT (-71.09112776433682 42.3971283012178)
GISDATA.MBTABUSSTOPS_PT.7430,5268,Fellsway @ Malden St,MALDEN,165,POINT (-71.08630192701006 42.419369520853024)
GISDATA.MBTABUSSTOPS_PT.780,2923,Old Rd @ Ellington St,BOSTON,35,POINT (-71.08471015263623 42.30270646962168)
GISDATA.MBTABUSSTOPS_PT.790,2904,Columbia Rd @ Wolcott St,BOSTON,35,POINT (-71.083547531026 42.30343949576733)
GISDATA.MBTABUSSTOPS_PT.3163,412,Warren St @ Crawford St,BOSTON,35,POINT (-71.08319719235737 42.31043486000359)
GISDATA.MBTABUSSTOPS_PT.3154,1586,Blue Hill Av @ Stanwood St,BOSTON,35,POINT (-71.08212927923157 42.31011632192731)
GISDATA.MBTABUSSTOPS_PT.3219,388,Warren St @ Gaston St,BOSTON,35,POINT (-71.08362564735657 42.31344720708973)
GISDATA.MBTABUSSTOPS_PT.875,1344,Humboldt Ave @ ML King Blvd,BOSTON,35,POINT (-71.0860120978815 42.31921259475745)
GISDATA.MBTABUSSTOPS_PT.3457,1340,Walnut Ave @ Circuit St,BOSTON,35,POINT (-71.08384062674281 42.323768110773585)
GISDATA.MBTABUSSTOPS_PT.3545,21151,Warren St @ Kearsarge Ave,BOSTON,35,POINT (-71.0830811209915 42.327346716967)
GISDATA.MBTABUSSTOPS_PT.2904,11259,Malcolm X Blvd @ Shawmut Ave,BOSTON,35,POINT (-71.08614903131658 42.32952624146909)
GISDATA.MBTABUSSTOPS_PT.2719,1593,Ruggles St @ Shawmut Ave,BOSTON,35,POINT (-71.08414025022535 42.3321162475979)
GISDATA.MBTABUSSTOPS_PT.2752,11593,Ruggles St opp Kerr Way,BOSTON,35,POINT (-71.08596582211683 42.33322318129536)
GISDATA.MBTABUSSTOPS_PT.1934,11,Melnea Cass Blvd @ Kerr Way,BOSTON,35,POINT (-71.0844494567103 42.33476985567917)
GISDATA.MBTABUSSTOPS_PT.3683,187,Massachusetts Ave @ Massachusetts Ave Station,BOSTON,35,POINT (-71.08327573599134 42.341586059108884)
GISDATA.MBTABUSSTOPS_PT.3696,89,Massachusetts Ave @ St Botolph St,BOSTON,35,POINT (-71.08417976320156 42.342247866484364)
GISDATA.MBTABUSSTOPS_PT.4626,2719,Broadway @ Indiana Ave,SOMERVILLE,274,POINT (-71.08251558911529 42.38736609919185)
GISDATA.MBTABUSSTOPS_PT.4605,2713,Broadway @ Lincoln St,SOMERVILLE,274,POINT (-71.08059221879851 42.38668207570197)
GISDATA.MBTABUSSTOPS_PT.4549,2877,Mystic Ave @ Middlesex Ave,SOMERVILLE,274,POINT (-71.08224305340636 42.39048081249696)
GISDATA.MBTABUSSTOPS_PT.7051,28746,Grand Union Blvd opp Artisan Way,SOMERVILLE,274,POINT (-71.08102114153998 42.39471348583674)
GISDATA.MBTABUSSTOPS_PT.6746,28743,Grand Union Blvd @ Foley St,SOMERVILLE,274,POINT (-71.08045117571513 42.392672133132514)
GISDATA.MBTABUSSTOPS_PT.5965,49096,Riverside Ave @ Bradbury Ave,MEDFORD,176,POINT (-71.08198422145036 42.409167438295135)
GISDATA.MBTABUSSTOPS_PT.568,566,Geneva Ave @ Columbia Rd,BOSTON,35,POINT (-71.07856705651902 42.30626904402941)
GISDATA.MBTABUSSTOPS_PT.3105,2928,Columbia Rd @ Devon St,BOSTON,35,POINT (-71.07581818573018 42.30758417522223)
GISDATA.MBTABUSSTOPS_PT.3217,15661,Blue Hill Ave @ Lawrence Ave,BOSTON,35,POINT (-71.07956215430534 42.31340644375955)
GISDATA.MBTABUSSTOPS_PT.2995,1571,Blue Hill Ave @ Ingleside St,BOSTON,35,POINT (-71.07798858619957 42.317311236583116)
GISDATA.MBTABUSSTOPS_PT.873,1581,Blue Hill Ave @ Clifford St,BOSTON,35,POINT (-71.07775002861779 42.31914746593271)
GISDATA.MBTABUSSTOPS_PT.3451,1575,Blue Hill Ave @ Winthrop St,BOSTON,35,POINT (-71.07622396073683 42.323523254097246)
GISDATA.MBTABUSSTOPS_PT.3485,1576,Blue Hill Ave @ Dudley St,BOSTON,35,POINT (-71.07513657935284 42.32515141698166)
GISDATA.MBTABUSSTOPS_PT.3486,1577,Blue Hill Ave @ Mt Pleasant Ave,BOSTON,35,POINT (-71.07513657935284 42.32515141698166)
GISDATA.MBTABUSSTOPS_PT.3483,1486,Dudley St @ Magazine St,BOSTON,35,POINT (-71.07485155750817 42.3251019451786)
GISDATA.MBTABUSSTOPS_PT.2721,11792,Harrison Ave @ Melnea Cass Blvd,BOSTON,35,POINT (-71.07925993900845 42.332124728434835)
GISDATA.MBTABUSSTOPS_PT.1992,55,Washington St @ Massachusetts Ave,BOSTON,35,POINT (-71.07719756555184 42.336337768874394)
GISDATA.MBTABUSSTOPS_PT.3686,1248,Tremont St @ Pembroke St,BOSTON,35,POINT (-71.07589859878678 42.341702762680704)
GISDATA.MBTABUSSTOPS_PT.3688,1234,Tremont St @ W Brookline St,BOSTON,35,POINT (-71.07546547157136 42.34192958475173)
GISDATA.MBTABUSSTOPS_PT.3757,1384,Dartmouth St @ Appleton St,BOSTON,35,POINT (-71.07481893285504 42.344997039897606)
GISDATA.MBTABUSSTOPS_PT.4667,2757,Cambridge St @ Brighton St,BOSTON,35,POINT (-71.07836479217468 42.38253063498944)
GISDATA.MBTABUSSTOPS_PT.4446,2717,Main St @ Dorrance St,BOSTON,35,POINT (-71.07594892635531 42.38549806218766)
GISDATA.MBTABUSSTOPS_PT.6775,9050,Middlesex Ave @ Highland Ave - Townline Plaza,MEDFORD,176,POINT (-71.07947631469335 42.41464397173852)
GISDATA.MBTABUSSTOPS_PT.1858,482,Washington St @ Park St,BOSTON,35,POINT (-71.07209856341302 42.29539705886294)
GISDATA.MBTABUSSTOPS_PT.1548,483,Washington St @ Wheatland Ave,BOSTON,35,POINT (-71.07189878049302 42.29380333706325)
GISDATA.MBTABUSSTOPS_PT.795,562,Geneva Ave @ Bowdoin St,BOSTON,35,POINT (-71.0715587578803 42.30348821011905)
GISDATA.MBTABUSSTOPS_PT.529,1469,169 Bowdoin St opp Eunice St,BOSTON,35,POINT (-71.069637988809 42.30430563722417)
GISDATA.MBTABUSSTOPS_PT.771,560,Geneva Ave @ Holiday St,BOSTON,35,POINT (-71.0694181321415 42.30221974236809)
GISDATA.MBTABUSSTOPS_PT.3158,2930,Columbia Rd @ Hamilton St,BOSTON,35,POINT (-71.07210088553536 42.31016729899531)
GISDATA.MBTABUSSTOPS_PT.890,1500,Dudley St @ Howard Ave,BOSTON,35,POINT (-71.07120316273769 42.32009186889185)
GISDATA.MBTABUSSTOPS_PT.3339,19402,Washington St @ W Newton St,BOSTON,35,POINT (-71.07378716049934 42.33875888202542)
GISDATA.MBTABUSSTOPS_PT.3718,1396,Dartmouth St @ Tremont St,BOSTON,35,POINT (-71.07378640705123 42.34289483834951)
GISDATA.MBTABUSSTOPS_PT.3717,1247,Tremont St @ Dartmouth St,BOSTON,35,POINT (-71.0736674376587 42.342879295760646)
GISDATA.MBTABUSSTOPS_PT.3763,36539,E Berkeley @ Tremont St,BOSTON,35,POINT (-71.06972753192734 42.34522752151443)
GISDATA.MBTABUSSTOPS_PT.3820,1238,Tremont St @ Herald St,BOSTON,35,POINT (-71.06865976389213 42.347391727663556)
GISDATA.MBTABUSSTOPS_PT.4639,2866,Bunker Hill St @ St Martin St,BOSTON,35,POINT (-71.06841443437341 42.38182383720846)
GISDATA.MBTABUSSTOPS_PT.4697,2867,Bunker Hill St @ Medford St,BOSTON,35,POINT (-71.0716068304949 42.3833914962339)
GISDATA.MBTABUSSTOPS_PT.6731,5501,Opp 173 Alford St,BOSTON,35,POINT (-71.06898700275998 42.39241137571321)
GISDATA.MBTABUSSTOPS_PT.7551,55631,Gateway Center opp. Texas Roadhouse,EVERETT,93,POINT (-71.07060948958409 42.399889286112696)
GISDATA.MBTABUSSTOPS_PT.7261,44330,Medford St @ Brackenbury St,MALDEN,165,POINT (-71.06847371922977 42.41823738918202)
GISDATA.MBTABUSSTOPS_PT.2776,339,Dorchester Ave @ King St,BOSTON,35,POINT (-71.0625707703662 42.291940297146525)
GISDATA.MBTABUSSTOPS_PT.3064,330,Dorchester Ave @ Cheverus Rd,BOSTON,35,POINT (-71.06246798127242 42.29228380080602)
GISDATA.MBTABUSSTOPS_PT.764,559,Geneva Ave @ Topliff St,BOSTON,35,POINT (-71.06808522926241 42.301426978127054)
GISDATA.MBTABUSSTOPS_PT.723,55600,Fields Corner Sta @ Geneva Ave,BOSTON,35,POINT (-71.0637507585246 42.29899213543744)
GISDATA.MBTABUSSTOPS_PT.567,1471,Bowdoin St @ Hamilton St,BOSTON,35,POINT (-71.0671054276505 42.30616011145085)
GISDATA.MBTABUSSTOPS_PT.572,1512,Bowdoin St @ Hamilton St,BOSTON,35,POINT (-71.06695052246145 42.306296677719054)
GISDATA.MBTABUSSTOPS_PT.3128,1510,Bowdoin St @ Hendry St,BOSTON,35,POINT (-71.06427449476013 42.308791158908434)
GISDATA.MBTABUSSTOPS_PT.3162,1508,Hancock St @ Bowdoin St,BOSTON,35,POINT (-71.06267522211951 42.31028802275583)
GISDATA.MBTABUSSTOPS_PT.2950,12932,Columbia Rd @ Bird St,BOSTON,35,POINT (-71.06728562888316 42.31450831573556)
GISDATA.MBTABUSSTOPS_PT.3450,125,Massachusetts Ave @ Clapp St,BOSTON,35,POINT (-71.06402521116996 42.32343168992942)
GISDATA.MBTABUSSTOPS_PT.675,10013,Albany St @ E Dedham St,BOSTON,35,POINT (-71.06783668839422 42.337530192397544)
GISDATA.MBTABUSSTOPS_PT.3732,5095,Washington St @ E Berkeley St,BOSTON,35,POINT (-71.06602923954607 42.34384934291082)
GISDATA.MBTABUSSTOPS_PT.3795,148,Herald St @ Washington St,BOSTON,35,POINT (-71.06469568995871 42.346631310745025)
GISDATA.MBTABUSSTOPS_PT.3665,91856,Stuart St @ Tremont St,BOSTON,35,POINT (-71.06476623473525 42.35107836943531)
GISDATA.MBTABUSSTOPS_PT.4048,1241,Charles St S @ Park Plaza,BOSTON,35,POINT (-71.06720648553699 42.351717337224926)
GISDATA.MBTABUSSTOPS_PT.4248,2865,Bunker Hill St @ N Mead St,BOSTON,35,POINT (-71.06696236822582 42.381110320736845)
GISDATA.MBTABUSSTOPS_PT.4240,2847,Bunker Hill St @ Clarken Ct,BOSTON,35,POINT (-71.06659016932068 42.380922416916206)
GISDATA.MBTABUSSTOPS_PT.5628,5403,Main St @ Tileston St,EVERETT,93,POINT (-71.06153553361567 42.405260021587914)
GISDATA.MBTABUSSTOPS_PT.5962,5408,Main St @ Baldwin Ave,EVERETT,93,POINT (-71.06229736383662 42.40903265616569)
GISDATA.MBTABUSSTOPS_PT.6799,5047,Belmont St @ Main St,MALDEN,165,POINT (-71.06421989200312 42.415343072735716)
GISDATA.MBTABUSSTOPS_PT.7422,5393,Cross St @ High St,MALDEN,165,POINT (-71.06385228205907 42.41908097279147)
GISDATA.MBTABUSSTOPS_PT.1888,343,Dorchester Ave @ Gibson St,BOSTON,35,POINT (-71.06106510898759 42.297107252811436)
GISDATA.MBTABUSSTOPS_PT.531,319,Dorchester Ave @ Ellet St,BOSTON,35,POINT (-71.05915617503898 42.30431783223168)
GISDATA.MBTABUSSTOPS_PT.559,348,Dorchester Ave @ Linden St,BOSTON,35,POINT (-71.05881793463543 42.30589260895458)
GISDATA.MBTABUSSTOPS_PT.3119,349,Dorchester Ave @ Hoyt St,BOSTON,35,POINT (-71.05828287389166 42.308246442863286)
GISDATA.MBTABUSSTOPS_PT.2976,353,Dorchester Ave @ Romsey St,BOSTON,35,POINT (-71.05667194773618 42.316207133673096)
GISDATA.MBTABUSSTOPS_PT.2911,14,Dorchester St @ Dorchester Ave,BOSTON,35,POINT (-71.0568642501876 42.329619732181094)
GISDATA.MBTABUSSTOPS_PT.3318,293,W 7th @ B Street,BOSTON,35,POINT (-71.05681460122446 42.33813990379564)
GISDATA.MBTABUSSTOPS_PT.3346,251,B St @ W 6th St,BOSTON,35,POINT (-71.05616628056947 42.338928149618226)
GISDATA.MBTABUSSTOPS_PT.3409,49704,Tremont St @ Beacon St,BOSTON,35,POINT (-71.06036657360136 42.35808295164925)
GISDATA.MBTABUSSTOPS_PT.4152,6539,350 Washington St,BOSTON,35,POINT (-71.05900648188583 42.35676430557014)
GISDATA.MBTABUSSTOPS_PT.3834,6548,Devonshire St @ Milk St,BOSTON,35,POINT (-71.05734380511961 42.35683041459813)
GISDATA.MBTABUSSTOPS_PT.4134,16551,Congress St @ Franklin St,BOSTON,35,POINT (-71.05580109010108 42.35577276489938)
GISDATA.MBTABUSSTOPS_PT.3973,12836,Chelsea St @ Warren St,BOSTON,35,POINT (-71.06030986003772 42.37220543064168)
GISDATA.MBTABUSSTOPS_PT.4348,2854,Adams St @ Lowney Way,BOSTON,35,POINT (-71.05818699360061 42.37436685301891)
GISDATA.MBTABUSSTOPS_PT.6766,5055,Hancock St @ Central Ave,EVERETT,93,POINT (-71.05698340208286 42.41434889397643)
GISDATA.MBTABUSSTOPS_PT.3257,15201,Preble St @ Rogers St,BOSTON,35,POINT (-71.05537346086719 42.32928303199363)
GISDATA.MBTABUSSTOPS_PT.2927,15,Dorchester St @ Vinton St,BOSTON,35,POINT (-71.05456290605862 42.33073104847359)
GISDATA.MBTABUSSTOPS_PT.2708,50,Dorchester St @ Old Colony Ave,BOSTON,35,POINT (-71.05306669206513 42.33169315048638)
GISDATA.MBTABUSSTOPS_PT.4074,74617,South Station Silver Line - Inbound,BOSTON,35,POINT (-71.05534774323203 42.35265054445341)
GISDATA.MBTABUSSTOPS_PT.3284,236,Atlantic Ave @ State St,BOSTON,35,POINT (-71.05241370129599 42.35953872353862)
GISDATA.MBTABUSSTOPS_PT.4354,12856,First Ave @ Fifth St,BOSTON,35,POINT (-71.05506672946609 42.37456181003308)
GISDATA.MBTABUSSTOPS_PT.4431,12855,First Ave @ Ninth St,BOSTON,35,POINT (-71.05258979178058 42.37604731684691)
GISDATA.MBTABUSSTOPS_PT.5630,5692,Chelsea St @ Edmester Ct,EVERETT,93,POINT (-71.05195805061184 42.4052520654186)
