FID,STOP_ID,STOP_NAME,TOWN,TOWN_ID,SHAPE
GISDATA.MBTABUSSTOPS_PT.3076,85288,Opp 677 Winchester St,NEWTON,207,POINT (-71.2019628980164 42.29888523795508)
GISDATA.MBTABUSSTOPS_PT.4027,7805,78 Chapel St,NEWTON,207,POINT (-71.2008568686665 42.36224314300156)
GISDATA.MBTABUSSTOPS_PT.4538,78603,Waverley Oaks Rd opp Brookfield Rd,WALTHAM,308,POINT (-71.19811184815437 42.390383615117614)
GISDATA.MBTABUSSTOPS_PT.6937,2465,Wadsworth Rd @ Homer Rd,ARLINGTON,10,POINT (-71.1968119491613 42.41635548199056)
GISDATA.MBTABUSSTOPS_PT.535,8540,Dedham St opp Meadowbrook Rd,NEWTON,207,POINT (-71.19380350479608 42.30521464400186)
GISDATA.MBTABUSSTOPS_PT.776,8542,Dedham St opp Arnold Rd,NEWTON,207,POINT (-71.1911958021941 42.302798975006795)
GISDATA.MBTABUSSTOPS_PT.870,8499,Parker St @ Boylston St,NEWTON,207,POINT (-71.19431728598344 42.319361540286586)
GISDATA.MBTABUSSTOPS_PT.3432,8501,Parker St @ Glenwood Ave,NEWTON,207,POINT (-71.19406107136106 42.32274168246178)
GISDATA.MBTABUSSTOPS_PT.2925,8505,Centre St @ Langley Rd,NEWTON,207,POINT (-71.19465695027247 42.33108381140182)
GISDATA.MBTABUSSTOPS_PT.3726,8511,790 Centre St,NEWTON,207,POINT (-71.19044071770341 42.34397570392915)
GISDATA.MBTABUSSTOPS_PT.950,7634,Washington St @ Jewett St,NEWTON,207,POINT (-71.19197751009114 42.35549996143725)
GISDATA.MBTABUSSTOPS_PT.3999,8298,Main St @ Howard St,WATERTOWN,314,POINT (-71.19472258434448 42.37064064086468)
GISDATA.MBTABUSSTOPS_PT.3862,8295,Main St @ French St,WATERTOWN,314,POINT (-71.19218762404516 42.36994705655819)
GISDATA.MBTABUSSTOPS_PT.3861,8818,Main St @ Waverley Ave,WATERTOWN,314,POINT (-71.19165953060153 42.369898912124086)
GISDATA.MBTABUSSTOPS_PT.7407,2467,Appleton St @ Homer Rd,ARLINGTON,10,POINT (-71.19547910064854 42.419228965396066)
GISDATA.MBTABUSSTOPS_PT.6781,2495,East Service Rd @ Standish Rd,ARLINGTON,10,POINT (-71.19527624000766 42.41525249240193)
GISDATA.MBTABUSSTOPS_PT.1553,8548,Wiswall Rd @ O Roadway,NEWTON,207,POINT (-71.18902172939643 42.294492018171994)
GISDATA.MBTABUSSTOPS_PT.734,8488,Dedham St opp Nahanton St,NEWTON,207,POINT (-71.18790178421031 42.299992898066165)
GISDATA.MBTABUSSTOPS_PT.3079,8544,Dedham St @ Carlson Ave,NEWTON,207,POINT (-71.18673619860024 42.299102669839556)
GISDATA.MBTABUSSTOPS_PT.1908,8545,Dedham St @ Wiswall Rd,NEWTON,207,POINT (-71.18503572475372 42.298185818304006)
GISDATA.MBTABUSSTOPS_PT.3785,8521,Centre St @ Cabot St,NEWTON,207,POINT (-71.18932749777484 42.34677289960396)
GISDATA.MBTABUSSTOPS_PT.4135,9031,400 Centre St,NEWTON,207,POINT (-71.18426751959275 42.35621932073419)
GISDATA.MBTABUSSTOPS_PT.3941,8177,Watertown St opp California St,WATERTOWN,314,POINT (-71.18744957171609 42.36443894447217)
GISDATA.MBTABUSSTOPS_PT.2810,2046,Mt Auburn St @ Main St,WATERTOWN,314,POINT (-71.1841493232723 42.3653219936791)
GISDATA.MBTABUSSTOPS_PT.4217,17711,Belmont St @ Lexington St,WATERTOWN,314,POINT (-71.1895381441802 42.380694699463994)
GISDATA.MBTABUSSTOPS_PT.1530,8555,Fredette Rd @ Sawmill Brook Pkwy,NEWTON,207,POINT (-71.18226069899976 42.2935159246308)
GISDATA.MBTABUSSTOPS_PT.1560,8556,Spiers Rd @ Dedham St,NEWTON,207,POINT (-71.17909482937559 42.294751735787436)
GISDATA.MBTABUSSTOPS_PT.3050,19661,Mall at Chestnut Hill @ Bloomingdales,NEWTON,207,POINT (-71.17773366193512 42.321918355171015)
GISDATA.MBTABUSSTOPS_PT.3952,1452,Arsenal St @ Irving St,WATERTOWN,314,POINT (-71.17895048505076 42.36482368288393)
GISDATA.MBTABUSSTOPS_PT.2623,2050,Mt Auburn St @ Parker St,WATERTOWN,314,POINT (-71.17878761484644 42.36798232059379)
GISDATA.MBTABUSSTOPS_PT.4726,2130,Trapelo Rd opp Walnut St,BELMONT,26,POINT (-71.18243817074085 42.38462705406176)
GISDATA.MBTABUSSTOPS_PT.6767,2473,Wachusett Ave @ Hillside Ave,ARLINGTON,10,POINT (-71.18288659902234 42.414808443584725)
GISDATA.MBTABUSSTOPS_PT.7106,12323,Park Ave @ Oakland Ave,ARLINGTON,10,POINT (-71.18072379702112 42.41777397923906)
GISDATA.MBTABUSSTOPS_PT.6786,12360,Park Ave @ Park Circle,ARLINGTON,10,POINT (-71.18044494375043 42.41538505827778)
GISDATA.MBTABUSSTOPS_PT.1870,61839,St Joseph Cemetery,BOSTON,35,POINT (-71.17195414969024 42.296256805526966)
GISDATA.MBTABUSSTOPS_PT.3639,981,Tremont St opp Tremont Pl,BOSTON,35,POINT (-71.1721844301584 42.35076413732275)
GISDATA.MBTABUSSTOPS_PT.4036,982,Tremont St opp Cufflin St,BOSTON,35,POINT (-71.17399724878658 42.35163529374963)
GISDATA.MBTABUSSTOPS_PT.7057,2197,385 Concord Ave,BELMONT,26,POINT (-71.17320597536227 42.39522546835323)
GISDATA.MBTABUSSTOPS_PT.6111,2355,West Service Rd @ Pedestrian Bridge,ARLINGTON,10,POINT (-71.17592994527818 42.410116372048)
GISDATA.MBTABUSSTOPS_PT.5820,2329,East Service Rd @ Radcliffe Rd,BELMONT,26,POINT (-71.17368141501242 42.40887313839755)
GISDATA.MBTABUSSTOPS_PT.3057,19821,Boylston St @ Tully St,BROOKLINE,46,POINT (-71.16767029314524 42.32241700011095)
GISDATA.MBTABUSSTOPS_PT.3632,9780,Washington St @ Oak Sq,BOSTON,35,POINT (-71.16664357814089 42.35047741256176)
GISDATA.MBTABUSSTOPS_PT.2757,1887,Weld St @ Corey St,BOSTON,35,POINT (-71.16052790517833 42.29160818828526)
GISDATA.MBTABUSSTOPS_PT.1533,1839,VFW Pkwy @ Corey St,BOSTON,35,POINT (-71.16254700764826 42.29351529487332)
GISDATA.MBTABUSSTOPS_PT.1515,1888,Corey St @ VFW Pkwy,BOSTON,35,POINT (-71.16236306583032 42.29319403494155)
GISDATA.MBTABUSSTOPS_PT.2657,975,Washington St @ Brock St,BOSTON,35,POINT (-71.16057328374353 42.34892389666433)
GISDATA.MBTABUSSTOPS_PT.953,1100,Hobart St @ Brooks St,BOSTON,35,POINT (-71.16235554334082 42.35549646818111)
GISDATA.MBTABUSSTOPS_PT.4175,2123,Belmont St @ School St,BELMONT,26,POINT (-71.1634103091112 42.3768847299765)
GISDATA.MBTABUSSTOPS_PT.7548,2335,Brighton St @ Coolidge Rd,BELMONT,26,POINT (-71.16287730159853 42.40010110305394)
GISDATA.MBTABUSSTOPS_PT.7384,2336,Brighton St @ Eliot Rd,BELMONT,26,POINT (-71.16110825161537 42.398231480700105)
GISDATA.MBTABUSSTOPS_PT.5652,23538,Pleasant St @ Brunswick Rd,ARLINGTON,10,POINT (-71.16264057167962 42.40665013914439)
GISDATA.MBTABUSSTOPS_PT.2764,1886,Weld St @ Avalon Rd,BOSTON,35,POINT (-71.15852152375244 42.29182867250978)
GISDATA.MBTABUSSTOPS_PT.2858,1885,Weld St @ Maple St,BOSTON,35,POINT (-71.15716426011491 42.29154138271)
GISDATA.MBTABUSSTOPS_PT.1877,1836,Independence Dr opp Shopping Mall,BOSTON,35,POINT (-71.15780313554534 42.296543885633696)
GISDATA.MBTABUSSTOPS_PT.1509,1883,Weld St @ Manthorne Rd,BOSTON,35,POINT (-71.15421869015516 42.293011565315126)
GISDATA.MBTABUSSTOPS_PT.733,1892,Independence Dr opp Gerry Rd,BROOKLINE,46,POINT (-71.1555079591859 42.29982624473042)
GISDATA.MBTABUSSTOPS_PT.3407,1102,N Beacon St @ Parsons St,BOSTON,35,POINT (-71.15788118321629 42.358371345915046)
GISDATA.MBTABUSSTOPS_PT.3875,1443,Arsenal St @ Arlington St,WATERTOWN,314,POINT (-71.1533844182758 42.36238465959023)
GISDATA.MBTABUSSTOPS_PT.3989,2061,Mt Auburn St opp Keenan St,WATERTOWN,314,POINT (-71.15477936746103 42.37289110282364)
GISDATA.MBTABUSSTOPS_PT.4579,2340,Blanchard Rd @ Merrill Ave,CAMBRIDGE,49,POINT (-71.15750929163748 42.3918054203504)
GISDATA.MBTABUSSTOPS_PT.6750,2342,Blanchard Rd @ Normandy Ave,CAMBRIDGE,49,POINT (-71.15787604942494 42.39298781856914)
GISDATA.MBTABUSSTOPS_PT.6940,2284,Massachusetts Ave @ Central St,ARLINGTON,10,POINT (-71.15686665794207 42.416287794640205)
GISDATA.MBTABUSSTOPS_PT.6800,2283,Massachusetts Ave @ Mystic St,ARLINGTON,10,POINT (-71.15343944845532 42.415651655336916)
GISDATA.MBTABUSSTOPS_PT.7575,1657,Mystic St @ Rangely Rd,ARLINGTON,10,POINT (-71.15303248495904 42.42035791666706)
GISDATA.MBTABUSSTOPS_PT.1512,1847,Weld St @ Church St,BOSTON,35,POINT (-71.1495089554639 42.293054893643735)
GISDATA.MBTABUSSTOPS_PT.549,81835,Grove St opp Allandale Rd,BROOKLINE,46,POINT (-71.14780415107299 42.305720219264956)
GISDATA.MBTABUSSTOPS_PT.2784,920,Cambridge St @ Washington St,BOSTON,35,POINT (-71.15015907686329 42.3489856540314)
GISDATA.MBTABUSSTOPS_PT.4316,2032,Mt Auburn St @ Saint Marys St,WATERTOWN,314,POINT (-71.15240755554143 42.3737940844012)
GISDATA.MBTABUSSTOPS_PT.4317,2062,Mt Auburn St @ Ralph Piteri Terr,WATERTOWN,314,POINT (-71.15230481270456 42.373828518521506)
GISDATA.MBTABUSSTOPS_PT.4364,2117,Belmont St @ St. Mary's St,CAMBRIDGE,49,POINT (-71.15266286577334 42.37499350558931)
GISDATA.MBTABUSSTOPS_PT.5972,2263,Massachusetts Ave @ Linwood St,ARLINGTON,10,POINT (-71.14713366370813 42.409591172139976)
GISDATA.MBTABUSSTOPS_PT.5961,2279,Massachusetts Ave @ Foster St,ARLINGTON,10,POINT (-71.14674752614924 42.4092651556232)
GISDATA.MBTABUSSTOPS_PT.1541,1880,Weld St @ W Roxbury Pkwy,BOSTON,35,POINT (-71.14591115718083 42.293672915263365)
GISDATA.MBTABUSSTOPS_PT.3513,15351,Boylston St @ Timon Ave,BROOKLINE,46,POINT (-71.14524458900564 42.326459119872915)
GISDATA.MBTABUSSTOPS_PT.3745,1272,Washington St @ Euston St,BOSTON,35,POINT (-71.14459393186301 42.34465845849864)
GISDATA.MBTABUSSTOPS_PT.3723,1295,Washington St @ Commonwealth Ave,BOSTON,35,POINT (-71.14254884839208 42.343552979997014)
GISDATA.MBTABUSSTOPS_PT.4137,11071,Arthur St @ Guest St - Stop & Shop,BOSTON,35,POINT (-71.14153544114264 42.35632693855213)
GISDATA.MBTABUSSTOPS_PT.5640,2277,Massachusetts Ave opp Lake St,ARLINGTON,10,POINT (-71.14259025018698 42.40602560257294)
GISDATA.MBTABUSSTOPS_PT.5636,2265,Massachusetts Ave @ Lake St,ARLINGTON,10,POINT (-71.14234785223604 42.40583135222076)
GISDATA.MBTABUSSTOPS_PT.1523,5222,Centre St @ Ardale St,BOSTON,35,POINT (-71.1373959895725 42.29327698415477)
GISDATA.MBTABUSSTOPS_PT.3385,1275,Wahington St @ Evans Rd,BROOKLINE,46,POINT (-71.13790376858518 42.341090184362045)
GISDATA.MBTABUSSTOPS_PT.3697,1274,Washington St @ Corey Rd,BOSTON,35,POINT (-71.14052138349976 42.342438253935924)
GISDATA.MBTABUSSTOPS_PT.5302,2275,Massachusetts Ave @ Teel St,ARLINGTON,10,POINT (-71.138414555695 42.40270869559943)
GISDATA.MBTABUSSTOPS_PT.7707,22671,Massachusetts Ave @ Lafayette St,ARLINGTON,10,POINT (-71.13721873452947 42.401699236641946)
GISDATA.MBTABUSSTOPS_PT.5974,12651,Broadway @ Oxford St,ARLINGTON,10,POINT (-71.13923646407295 42.409584458344796)
GISDATA.MBTABUSSTOPS_PT.7440,2369,Boston Ave @ Harvard St,MEDFORD,176,POINT (-71.1346097247617 42.419826532059886)
GISDATA.MBTABUSSTOPS_PT.3066,1857,144 Walter St opp Mendum St,BOSTON,35,POINT (-71.13048143379733 42.292619134573144)
GISDATA.MBTABUSSTOPS_PT.3249,1546,Boylston St @ Warren St,BROOKLINE,46,POINT (-71.1326579741279 42.32880200618141)
GISDATA.MBTABUSSTOPS_PT.4071,962,Brighton Ave @ Linden St,BOSTON,35,POINT (-71.13030353411851 42.35284397795168)
GISDATA.MBTABUSSTOPS_PT.7083,2296,Massachusetts Ave @ Norris St,CAMBRIDGE,49,POINT (-71.12864285829556 42.395918805127145)
GISDATA.MBTABUSSTOPS_PT.7226,12295,North Cambridge Carhouse,CAMBRIDGE,49,POINT (-71.12907446873695 42.39671285345638)
GISDATA.MBTABUSSTOPS_PT.5638,2636,Broadway @ North St,SOMERVILLE,274,POINT (-71.13150045236132 42.405903152950195)
GISDATA.MBTABUSSTOPS_PT.7272,2416,Boston Ave @ Holton St,MEDFORD,176,POINT (-71.13285830751383 42.41881790212195)
GISDATA.MBTABUSSTOPS_PT.742,5245,Centre St @ Faulkner Hospital,BOSTON,35,POINT (-71.12780948414668 42.30027277004752)
GISDATA.MBTABUSSTOPS_PT.3415,1115,Cambridge St @ Seattle St,BOSTON,35,POINT (-71.12398293110114 42.358680334772686)
GISDATA.MBTABUSSTOPS_PT.3420,1190,Cambridge St @ Seattle St,BOSTON,35,POINT (-71.12384092819929 42.35885174063923)
GISDATA.MBTABUSSTOPS_PT.4331,2073,Mt Auburn St @ Brewer St,CAMBRIDGE,49,POINT (-71.12470932570949 42.37400538339963)
GISDATA.MBTABUSSTOPS_PT.1304,2163,Concord Ave @ Garden St,CAMBRIDGE,49,POINT (-71.12383865029001 42.3784025105759)
GISDATA.MBTABUSSTOPS_PT.4567,2299,Massachusetts Ave @ Walden St,CAMBRIDGE,49,POINT (-71.12313101254384 42.391245242930076)
GISDATA.MBTABUSSTOPS_PT.7382,2630,Holland St @ Wallace St,SOMERVILLE,274,POINT (-71.12376734789633 42.398033246100766)
GISDATA.MBTABUSSTOPS_PT.7706,2742,Broadway @ Mason St,SOMERVILLE,274,POINT (-71.12282086759252 42.401601904141295)
GISDATA.MBTABUSSTOPS_PT.6460,2411,Boston Ave @ Piggott Rd,MEDFORD,176,POINT (-71.12368561108963 42.412791928020404)
GISDATA.MBTABUSSTOPS_PT.1878,596,3867 Washington St opp Tollgate Way,BOSTON,35,POINT (-71.11747727706214 42.29647401025823)
GISDATA.MBTABUSSTOPS_PT.3509,1529,High St @ Oakland Rd,BROOKLINE,46,POINT (-71.12014000033483 42.326279998222404)
GISDATA.MBTABUSSTOPS_PT.2935,1527,Walnut St @ High St,BROOKLINE,46,POINT (-71.11750873471814 42.33119797734415)
GISDATA.MBTABUSSTOPS_PT.4039,933,Commonwealth Ave @ Babcock St,BOSTON,35,POINT (-71.12113581099318 42.35165488981856)
GISDATA.MBTABUSSTOPS_PT.916,1116,Cambridge St @ Mass Pike Exit,BOSTON,35,POINT (-71.118575072414 42.36069739000907)
GISDATA.MBTABUSSTOPS_PT.2673,2565,16 Eliot St,CAMBRIDGE,49,POINT (-71.1213781461133 42.37170423097025)
GISDATA.MBTABUSSTOPS_PT.4310,20761,Harvard Upper Busway @ Red Line,CAMBRIDGE,49,POINT (-71.1200410533648 42.37347082066503)
GISDATA.MBTABUSSTOPS_PT.4266,2305,Massachusetts Ave @ Shepard St,CAMBRIDGE,49,POINT (-71.1198112588004 42.381624002202095)
GISDATA.MBTABUSSTOPS_PT.4265,2312,Massachusetts Ave @ Wendell St,CAMBRIDGE,49,POINT (-71.11968986132533 42.381622487318154)
GISDATA.MBTABUSSTOPS_PT.4729,2304,Massachusetts Ave @ Linnaean St,CAMBRIDGE,49,POINT (-71.11949883448783 42.384484125639695)
GISDATA.MBTABUSSTOPS_PT.7060,2582,Elm St @ Chester St,SOMERVILLE,274,POINT (-71.12170441156051 42.39511650230534)
GISDATA.MBTABUSSTOPS_PT.6909,2673,Highland Ave @ Willow Ave,SOMERVILLE,274,POINT (-71.11696759572808 42.39417903865685)
GISDATA.MBTABUSSTOPS_PT.6904,2675,Highland Ave @ Willow Ave,SOMERVILLE,274,POINT (-71.116620469049 42.3940296083023)
GISDATA.MBTABUSSTOPS_PT.7564,2740,Broadway @ Walker St,SOMERVILLE,274,POINT (-71.11828665369441 42.400814912294614)
GISDATA.MBTABUSSTOPS_PT.7567,2694,Broadway @ College Ave,SOMERVILLE,274,POINT (-71.11756114029231 42.40084682943524)
GISDATA.MBTABUSSTOPS_PT.6463,15038,George St @ Burget Ave,MEDFORD,176,POINT (-71.11646607390283 42.41290122992785)
GISDATA.MBTABUSSTOPS_PT.561,2006,South St @ Jamaica St,BOSTON,35,POINT (-71.11502099842646 42.30614315426193)
GISDATA.MBTABUSSTOPS_PT.798,1936,South St @ Spalding St,BOSTON,35,POINT (-71.11470195910847 42.30373560253114)
GISDATA.MBTABUSSTOPS_PT.779,5233,Washington St opp Burnett St,BOSTON,35,POINT (-71.11114364252842 42.30273569016415)
GISDATA.MBTABUSSTOPS_PT.3455,6571,S Huntington Ave @ Bynner St,BOSTON,35,POINT (-71.11225195516222 42.32380127345118)
GISDATA.MBTABUSSTOPS_PT.2698,1526,Washington St @ Pearl St,BROOKLINE,46,POINT (-71.11658659979017 42.331791349517765)
GISDATA.MBTABUSSTOPS_PT.2704,6575,S Huntington Ave @ Huntington Ave,BOSTON,35,POINT (-71.11200083778573 42.33185792137799)
GISDATA.MBTABUSSTOPS_PT.3253,22365,105 S Huntington Ave,BOSTON,35,POINT (-71.11097564241133 42.3293846069554)
GISDATA.MBTABUSSTOPS_PT.1930,1524,Brookline Ave @ Aspinwall Ave,BROOKLINE,46,POINT (-71.11163505556446 42.33479332626472)
GISDATA.MBTABUSSTOPS_PT.3656,935,Commonwealth Ave @ St Paul St,BOSTON,35,POINT (-71.11481969597084 42.35089679957792)
GISDATA.MBTABUSSTOPS_PT.4125,1772,Granite St @ Brookline St,CAMBRIDGE,49,POINT (-71.1104486745087 42.35513721028956)
GISDATA.MBTABUSSTOPS_PT.3844,68,Massachusetts Ave @ Bay St,CAMBRIDGE,49,POINT (-71.1103746595908 42.36904612522535)
GISDATA.MBTABUSSTOPS_PT.6724,2671,Highland Ave @ Cedar St,SOMERVILLE,274,POINT (-71.11255288563406 42.39228620769106)
GISDATA.MBTABUSSTOPS_PT.7697,2695,Broadway opp Warner St - Powder House Sq,SOMERVILLE,274,POINT (-71.11620256894102 42.401076684410235)
GISDATA.MBTABUSSTOPS_PT.6624,5317,160 Main St,MEDFORD,176,POINT (-71.11070913722594 42.413803879697596)
GISDATA.MBTABUSSTOPS_PT.6308,5316,Main St opp George St,MEDFORD,176,POINT (-71.11058696209099 42.41193481809007)
GISDATA.MBTABUSSTOPS_PT.533,5234,Washington St @ Brookley Rd,BOSTON,35,POINT (-71.10920441747392 42.30473940396706)
GISDATA.MBTABUSSTOPS_PT.3084,61187,Washington St @ Williams St,BOSTON,35,POINT (-71.1074042061773 42.306548016706955)
GISDATA.MBTABUSSTOPS_PT.3104,15235,Washington St @ Rockvale Circle,BOSTON,35,POINT (-71.10628147883679 42.307682422254835)
GISDATA.MBTABUSSTOPS_PT.3541,1747,Heath St @ VA Hospital,BOSTON,35,POINT (-71.10840722551451 42.32735963908956)
GISDATA.MBTABUSSTOPS_PT.656,1523,Brookline Ave @ Francis St,BOSTON,35,POINT (-71.10948061324554 42.33686023876671)
GISDATA.MBTABUSSTOPS_PT.3342,1804,Brookline Ave @ Longwood Ave,BOSTON,35,POINT (-71.10716316566655 42.33902764557988)
GISDATA.MBTABUSSTOPS_PT.3792,1775,Park Dr @ Beacon St,BOSTON,35,POINT (-71.10516598198956 42.34674175362579)
GISDATA.MBTABUSSTOPS_PT.3638,1810,Commonwealth Ave @ University Rd,BOSTON,35,POINT (-71.11000507547789 42.35054017298388)
GISDATA.MBTABUSSTOPS_PT.3626,953,Commonwealth Ave @ St Marys St,BOSTON,35,POINT (-71.10663623301582 42.350109434975586)
GISDATA.MBTABUSSTOPS_PT.3876,1121,Magazine St @ Perry St,CAMBRIDGE,49,POINT (-71.10748924625004 42.36236471325369)
GISDATA.MBTABUSSTOPS_PT.2638,106,Massachusetts Ave @ Hancock St,CAMBRIDGE,49,POINT (-71.10866921853818 42.36832886943699)
GISDATA.MBTABUSSTOPS_PT.4352,1428,Cambridge St @ Hovey Ave,CAMBRIDGE,49,POINT (-71.10796430295254 42.374654202607765)
GISDATA.MBTABUSSTOPS_PT.4347,1402,Cambridge St @ Dana St,CAMBRIDGE,49,POINT (-71.10717611863271 42.37454244520276)
GISDATA.MBTABUSSTOPS_PT.1320,2571,Washington St @ Calvin St,SOMERVILLE,274,POINT (-71.10418532254296 42.37878829214678)
GISDATA.MBTABUSSTOPS_PT.4693,2618,Somerville Ave @ Central St,SOMERVILLE,274,POINT (-71.10707137485748 42.38335686838204)
GISDATA.MBTABUSSTOPS_PT.4691,2591,Somerville Ave opp Central St,SOMERVILLE,274,POINT (-71.10698443351687 42.38333687413097)
GISDATA.MBTABUSSTOPS_PT.4597,2519,Avon St @ Central St,SOMERVILLE,274,POINT (-71.10452981684753 42.38651982156165)
GISDATA.MBTABUSSTOPS_PT.4559,2669,235 Highland Ave,SOMERVILLE,274,POINT (-71.10928727996786 42.390808987503526)
GISDATA.MBTABUSSTOPS_PT.4540,2668,Highland Ave @ Lowell St,SOMERVILLE,274,POINT (-71.1078284548653 42.390151741943654)
GISDATA.MBTABUSSTOPS_PT.4511,2681,Highland Ave @ Benton Rd,SOMERVILLE,274,POINT (-71.10532225020987 42.389060189573634)
GISDATA.MBTABUSSTOPS_PT.7395,2698,Broadway @ Cedar St,SOMERVILLE,274,POINT (-71.10777905516316 42.39842850952817)
GISDATA.MBTABUSSTOPS_PT.5327,5310,Main St @ Mayberry Ave,MEDFORD,176,POINT (-71.10720281021815 42.40354372364996)
GISDATA.MBTABUSSTOPS_PT.6110,5292,Main St @ Stearns Ave,MEDFORD,176,POINT (-71.10994417354044 42.409814739838495)
GISDATA.MBTABUSSTOPS_PT.5964,5314,Main St @ Hancock St,MEDFORD,176,POINT (-71.10967095896285 42.40925451271502)
GISDATA.MBTABUSSTOPS_PT.6119,42885,Mystic Ave @ Hancock St,MEDFORD,176,POINT (-71.10570248516792 42.410089654497156)
GISDATA.MBTABUSSTOPS_PT.6621,2887,Mystic Ave @ James St,MEDFORD,176,POINT (-71.10907001766222 42.41368926417986)
GISDATA.MBTABUSSTOPS_PT.753,21587,Circuit Dr opp Shattuck Hospital,BOSTON,35,POINT (-71.10242684169519 42.30083411887767)
GISDATA.MBTABUSSTOPS_PT.3165,15236,Washington St @ Sylvia St,BOSTON,35,POINT (-71.1034256457852 42.31058104930068)
GISDATA.MBTABUSSTOPS_PT.3202,25236,Washington St @ Montebello Rd,BOSTON,35,POINT (-71.10164932458322 42.31238567755396)
GISDATA.MBTABUSSTOPS_PT.2946,35236,Washington St @ School St,BOSTON,35,POINT (-71.09956045920993 42.31451792389475)
GISDATA.MBTABUSSTOPS_PT.3517,1756,107 Heath St opp Bickford Ave,BOSTON,35,POINT (-71.10219102563 42.326358365139455)
GISDATA.MBTABUSSTOPS_PT.3506,1752,Heath St @ Parker St,BOSTON,35,POINT (-71.10034182994943 42.326102103424226)
GISDATA.MBTABUSSTOPS_PT.1959,31318,Longwood Ave @ Huntington Ave,BOSTON,35,POINT (-71.09990993871563 42.33575057836335)
GISDATA.MBTABUSSTOPS_PT.3325,11802,Ave Louis Pasteur @ Longwood Ave,BOSTON,35,POINT (-71.10225288942188 42.338443697653965)
GISDATA.MBTABUSSTOPS_PT.3753,1562,132 Brookline Ave opp Fullerton St,BOSTON,35,POINT (-71.1010690575315 42.34479723842748)
GISDATA.MBTABUSSTOPS_PT.3616,952,Commonwealth Ave @ Granby St,BOSTON,35,POINT (-71.10380339067268 42.34975653592656)
GISDATA.MBTABUSSTOPS_PT.3937,2755,Green St @ Pearl St,CAMBRIDGE,49,POINT (-71.10306340632803 42.36409481272895)
GISDATA.MBTABUSSTOPS_PT.3901,101,Massachusetts Ave @ Sidney St,CAMBRIDGE,49,POINT (-71.09952410168468 42.362941477871004)
GISDATA.MBTABUSSTOPS_PT.2819,102,Massachusetts Ave @ Prospect St,CAMBRIDGE,49,POINT (-71.10381343732786 42.36546797946958)
GISDATA.MBTABUSSTOPS_PT.3964,72,Massachusetts Ave @ Pearl St,CAMBRIDGE,49,POINT (-71.10300620377213 42.36496827099687)
GISDATA.MBTABUSSTOPS_PT.2645,24489,Broadway @ Norfolk St,CAMBRIDGE,49,POINT (-71.09916901640983 42.36858550873968)
GISDATA.MBTABUSSTOPS_PT.3991,2223,Broadway @ Inman St,CAMBRIDGE,49,POINT (-71.1028105477682 42.37002900618782)
GISDATA.MBTABUSSTOPS_PT.4655,2508,Summer St @ Vinal Ave,SOMERVILLE,274,POINT (-71.09841278568817 42.382286739631056)
GISDATA.MBTABUSSTOPS_PT.4488,2666,Highland Ave @ Central St,SOMERVILLE,274,POINT (-71.10352027180211 42.38844613928554)
GISDATA.MBTABUSSTOPS_PT.7372,5306,Main St @ Henry St,MEDFORD,176,POINT (-71.09996248126339 42.39743420866758)
GISDATA.MBTABUSSTOPS_PT.6924,9152,163 Riverside Ave,MEDFORD,176,POINT (-71.10253631324001 42.41564998760141)
GISDATA.MBTABUSSTOPS_PT.7588,5286,Salem St @ Court St,MEDFORD,176,POINT (-71.09956899539948 42.42050159475904)
GISDATA.MBTABUSSTOPS_PT.3218,1743,Columbus Ave @ Walnut Ave,BOSTON,35,POINT (-71.095171171227 42.31347264111407)
GISDATA.MBTABUSSTOPS_PT.880,1265,Columbus Ave @ Dimock St,BOSTON,35,POINT (-71.09841467815899 42.31965242999357)
GISDATA.MBTABUSSTOPS_PT.3061,1218,Columbus Ave @ Ritchie St,BOSTON,35,POINT (-71.09838210312924 42.3223032823857)
GISDATA.MBTABUSSTOPS_PT.3034,1183,Washington St @ Marcella St,BOSTON,35,POINT (-71.09310250881698 42.32083315965826)
GISDATA.MBTABUSSTOPS_PT.3474,1140,Centre St @ Highland St,BOSTON,35,POINT (-71.09762556421741 42.32484184266241)
GISDATA.MBTABUSSTOPS_PT.3501,1152,Centre St @ New Heath St,BOSTON,35,POINT (-71.09662839295734 42.32600929214329)
GISDATA.MBTABUSSTOPS_PT.2709,1322,Tremont St @ Sewall St,BOSTON,35,POINT (-71.09779356246807 42.33188722330384)
GISDATA.MBTABUSSTOPS_PT.2938,1222,Columbus Ave @ Malcolm X Blvd,BOSTON,35,POINT (-71.09457208015408 42.33124509432099)
GISDATA.MBTABUSSTOPS_PT.2908,1144,Centre St @ Highland Ave,BOSTON,35,POINT (-71.09306241627618 42.32970739703058)
GISDATA.MBTABUSSTOPS_PT.2742,1257,Tremont St @ Prentiss St,BOSTON,35,POINT (-71.09231562124133 42.33300440293045)
GISDATA.MBTABUSSTOPS_PT.921,99,Massachusetts Ave @ Albany St,CAMBRIDGE,49,POINT (-71.0957661576909 42.36070186695214)
GISDATA.MBTABUSSTOPS_PT.7061,5303,Main St @ Broadway,SOMERVILLE,274,POINT (-71.09762696119705 42.39505588876693)
GISDATA.MBTABUSSTOPS_PT.6906,2727,Broadway @ Fenwick St,SOMERVILLE,274,POINT (-71.09588808705605 42.393980676257726)
