,Site,Cropland,Golf Course,Saltwater Sandy Beach,cemetary,commercial,crop_land,forest,high_density_residential,industrial,low_density_residential,marina,medium_density_residential,mining,open_land,recreational,transitional,transportation,urban_public/institutional,waste,water,wetland
77,"[(-71.074972799999998, 42.29402374), (-71.070269199999998, 42.29402374), (-71.070269199999998, 42.296606480000001), (-71.074972799999998, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0
78,"[(-71.070269199999998, 42.29402374), (-71.065565599999999, 42.29402374), (-71.065565599999999, 42.296606480000001), (-71.070269199999998, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0
79,"[(-71.065565599999999, 42.29402374), (-71.060862, 42.29402374), (-71.060862, 42.296606480000001), (-71.065565599999999, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.53,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.0
80,"[(-71.060862, 42.29402374), (-71.056158400000001, 42.29402374), (-71.056158400000001, 42.296606480000001), (-71.060862, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0
81,"[(-71.056158400000001, 42.29402374), (-71.051454800000002, 42.29402374), (-71.051454800000002, 42.296606480000001), (-71.056158400000001, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.09,0.0,0.0,0.0
82,"[(-71.051454800000002, 42.29402374), (-71.046751200000003, 42.29402374), (-71.046751200000003, 42.296606480000001), (-71.051454800000002, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.56,0.14,0.0,0.0,0.0
83,"[(-71.046751200000003, 42.29402374), (-71.042047600000004, 42.29402374), (-71.042047600000004, 42.296606480000001), (-71.046751200000003, 42.296606480000001)]",0.0,0.0,0.41,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.3,0.0,0.0,0.29,0.03
84,"[(-71.042047600000004, 42.29402374), (-71.037344000000004, 42.29402374), (-71.037344000000004, 42.296606480000001), (-71.042047600000004, 42.296606480000001)]",0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
85,"[(-71.037344000000004, 42.29402374), (-71.032640400000005, 42.29402374), (-71.032640400000005, 42.296606480000001), (-71.037344000000004, 42.296606480000001)]",0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.08,0.04
86,"[(-71.032640400000005, 42.29402374), (-71.027936800000006, 42.29402374), (-71.027936800000006, 42.296606480000001), (-71.032640400000005, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.38,0.0,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.21,0.0,0.01,0.0
87,"[(-71.027936800000006, 42.29402374), (-71.023233200000007, 42.29402374), (-71.023233200000007, 42.296606480000001), (-71.027936800000006, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.39
88,"[(-71.023233200000007, 42.29402374), (-71.018529600000008, 42.29402374), (-71.018529600000008, 42.296606480000001), (-71.023233200000007, 42.296606480000001)]",0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.6
89,"[(-71.018529600000008, 42.29402374), (-71.013826000000009, 42.29402374), (-71.013826000000009, 42.296606480000001), (-71.018529600000008, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.4
90,"[(-71.013826000000009, 42.29402374), (-71.00912240000001, 42.29402374), (-71.00912240000001, 42.296606480000001), (-71.013826000000009, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"[(-71.00912240000001, 42.29402374), (-71.004418799999996, 42.29402374), (-71.004418799999996, 42.296606480000001), (-71.00912240000001, 42.296606480000001)]",0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.7,0.0,0.07,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"[(-71.004418799999996, 42.29402374), (-70.999715199999997, 42.29402374), (-70.999715199999997, 42.296606480000001), (-71.004418799999996, 42.296606480000001)]",0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,"[(-70.999715199999997, 42.29402374), (-70.995011599999998, 42.29402374), (-70.995011599999998, 42.296606480000001), (-70.999715199999997, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,"[(-70.995011599999998, 42.29402374), (-70.990307999999999, 42.29402374), (-70.990307999999999, 42.296606480000001), (-70.995011599999998, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,"[(-70.990307999999999, 42.29402374), (-70.9856044, 42.29402374), (-70.9856044, 42.296606480000001), (-70.990307999999999, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,"[(-70.9856044, 42.29402374), (-70.980900800000001, 42.29402374), (-70.980900800000001, 42.296606480000001), (-70.9856044, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"[(-70.980900800000001, 42.29402374), (-70.976197200000001, 42.29402374), (-70.976197200000001, 42.296606480000001), (-70.980900800000001, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"[(-70.976197200000001, 42.29402374), (-70.971493600000002, 42.29402374), (-70.971493600000002, 42.296606480000001), (-70.976197200000001, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"[(-70.971493600000002, 42.29402374), (-70.966790000000003, 42.29402374), (-70.966790000000003, 42.296606480000001), (-70.971493600000002, 42.296606480000001)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"[(-71.201970000000003, 42.296606480000001), (-71.197266400000004, 42.296606480000001), (-71.197266400000004, 42.299189220000002), (-71.201970000000003, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.16,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
101,"[(-71.197266400000004, 42.296606480000001), (-71.192562800000005, 42.296606480000001), (-71.192562800000005, 42.299189220000002), (-71.197266400000004, 42.299189220000002)]",0.0,0.32,0.0,0.0,0.0,0.0,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.07
102,"[(-71.192562800000005, 42.296606480000001), (-71.187859200000005, 42.296606480000001), (-71.187859200000005, 42.299189220000002), (-71.192562800000005, 42.299189220000002)]",0.0,0.56,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
103,"[(-71.187859200000005, 42.296606480000001), (-71.183155600000006, 42.296606480000001), (-71.183155600000006, 42.299189220000002), (-71.187859200000005, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
104,"[(-71.183155600000006, 42.296606480000001), (-71.178452000000007, 42.296606480000001), (-71.178452000000007, 42.299189220000002), (-71.183155600000006, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
105,"[(-71.178452000000007, 42.296606480000001), (-71.173748400000008, 42.296606480000001), (-71.173748400000008, 42.299189220000002), (-71.178452000000007, 42.299189220000002)]",0.0,0.0,0.0,0.08,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01
106,"[(-71.173748400000008, 42.296606480000001), (-71.169044800000009, 42.296606480000001), (-71.169044800000009, 42.299189220000002), (-71.173748400000008, 42.299189220000002)]",0.0,0.0,0.0,0.5,0.0,0.0,0.32,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
107,"[(-71.169044800000009, 42.296606480000001), (-71.16434120000001, 42.296606480000001), (-71.16434120000001, 42.299189220000002), (-71.169044800000009, 42.299189220000002)]",0.0,0.0,0.0,0.78,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
108,"[(-71.16434120000001, 42.296606480000001), (-71.159637599999996, 42.296606480000001), (-71.159637599999996, 42.299189220000002), (-71.16434120000001, 42.299189220000002)]",0.0,0.0,0.0,0.01,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.24
109,"[(-71.159637599999996, 42.296606480000001), (-71.154933999999997, 42.296606480000001), (-71.154933999999997, 42.299189220000002), (-71.159637599999996, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
110,"[(-71.154933999999997, 42.296606480000001), (-71.150230399999998, 42.296606480000001), (-71.150230399999998, 42.299189220000002), (-71.154933999999997, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
111,"[(-71.150230399999998, 42.296606480000001), (-71.145526799999999, 42.296606480000001), (-71.145526799999999, 42.299189220000002), (-71.150230399999998, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.97,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0
112,"[(-71.145526799999999, 42.296606480000001), (-71.1408232, 42.296606480000001), (-71.1408232, 42.299189220000002), (-71.145526799999999, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
113,"[(-71.1408232, 42.296606480000001), (-71.136119600000001, 42.296606480000001), (-71.136119600000001, 42.299189220000002), (-71.1408232, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02
114,"[(-71.136119600000001, 42.296606480000001), (-71.131416000000002, 42.296606480000001), (-71.131416000000002, 42.299189220000002), (-71.136119600000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.24,0.0,0.7,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.04
115,"[(-71.131416000000002, 42.296606480000001), (-71.126712400000002, 42.296606480000001), (-71.126712400000002, 42.299189220000002), (-71.131416000000002, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.05,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.0,0.34,0.0,0.0,0.0
116,"[(-71.126712400000002, 42.296606480000001), (-71.122008800000003, 42.296606480000001), (-71.122008800000003, 42.299189220000002), (-71.126712400000002, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.02
117,"[(-71.122008800000003, 42.296606480000001), (-71.117305200000004, 42.296606480000001), (-71.117305200000004, 42.299189220000002), (-71.122008800000003, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.07,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.1
118,"[(-71.117305200000004, 42.296606480000001), (-71.112601600000005, 42.296606480000001), (-71.112601600000005, 42.299189220000002), (-71.117305200000004, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.4,0.0,0.0,0.0,0.01
119,"[(-71.112601600000005, 42.296606480000001), (-71.107898000000006, 42.296606480000001), (-71.107898000000006, 42.299189220000002), (-71.112601600000005, 42.299189220000002)]",0.0,0.0,0.0,0.06,0.0,0.27,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
120,"[(-71.107898000000006, 42.296606480000001), (-71.103194400000007, 42.296606480000001), (-71.103194400000007, 42.299189220000002), (-71.107898000000006, 42.299189220000002)]",0.0,0.0,0.0,0.4,0.0,0.03,0.8,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"[(-71.103194400000007, 42.296606480000001), (-71.098490800000008, 42.296606480000001), (-71.098490800000008, 42.299189220000002), (-71.103194400000007, 42.299189220000002)]",0.0,0.0,0.0,0.14,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.05,0.0
122,"[(-71.098490800000008, 42.296606480000001), (-71.093787200000008, 42.296606480000001), (-71.093787200000008, 42.299189220000002), (-71.098490800000008, 42.299189220000002)]",0.0,0.28,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02
123,"[(-71.093787200000008, 42.296606480000001), (-71.089083600000009, 42.296606480000001), (-71.089083600000009, 42.299189220000002), (-71.093787200000008, 42.299189220000002)]",0.0,0.56,0.0,0.0,0.0,0.0,0.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01
124,"[(-71.089083600000009, 42.296606480000001), (-71.08438000000001, 42.296606480000001), (-71.08438000000001, 42.299189220000002), (-71.089083600000009, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
125,"[(-71.08438000000001, 42.296606480000001), (-71.079676399999997, 42.296606480000001), (-71.079676399999997, 42.299189220000002), (-71.08438000000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
126,"[(-71.079676399999997, 42.296606480000001), (-71.074972799999998, 42.296606480000001), (-71.074972799999998, 42.299189220000002), (-71.079676399999997, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.07,0.14,0.0,0.0,0.0
127,"[(-71.074972799999998, 42.296606480000001), (-71.070269199999998, 42.296606480000001), (-71.070269199999998, 42.299189220000002), (-71.074972799999998, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.26,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.05,0.0,0.0,0.0
128,"[(-71.070269199999998, 42.296606480000001), (-71.065565599999999, 42.296606480000001), (-71.065565599999999, 42.299189220000002), (-71.070269199999998, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
129,"[(-71.065565599999999, 42.296606480000001), (-71.060862, 42.296606480000001), (-71.060862, 42.299189220000002), (-71.065565599999999, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0
130,"[(-71.060862, 42.296606480000001), (-71.056158400000001, 42.296606480000001), (-71.056158400000001, 42.299189220000002), (-71.060862, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.23,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0
131,"[(-71.056158400000001, 42.296606480000001), (-71.051454800000002, 42.296606480000001), (-71.051454800000002, 42.299189220000002), (-71.056158400000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.41,0.0,0.01,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07,0.0,0.0,0.0
132,"[(-71.051454800000002, 42.296606480000001), (-71.046751200000003, 42.296606480000001), (-71.046751200000003, 42.299189220000002), (-71.051454800000002, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.92,0.0,0.0,0.0,0.02
133,"[(-71.046751200000003, 42.296606480000001), (-71.042047600000004, 42.296606480000001), (-71.042047600000004, 42.299189220000002), (-71.046751200000003, 42.299189220000002)]",0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.19,0.0,0.0,0.03,0.0,0.0,0.46,0.04
134,"[(-71.042047600000004, 42.296606480000001), (-71.037344000000004, 42.296606480000001), (-71.037344000000004, 42.299189220000002), (-71.042047600000004, 42.299189220000002)]",0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.02
135,"[(-71.037344000000004, 42.296606480000001), (-71.032640400000005, 42.296606480000001), (-71.032640400000005, 42.299189220000002), (-71.037344000000004, 42.299189220000002)]",0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.11,0.0,0.05,0.02
136,"[(-71.032640400000005, 42.296606480000001), (-71.027936800000006, 42.296606480000001), (-71.027936800000006, 42.299189220000002), (-71.032640400000005, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.17,0.02,0.0,0.23,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.05,0.0
137,"[(-71.027936800000006, 42.296606480000001), (-71.023233200000007, 42.296606480000001), (-71.023233200000007, 42.299189220000002), (-71.027936800000006, 42.299189220000002)]",0.0,0.0,0.03,0.0,0.16,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
138,"[(-71.023233200000007, 42.296606480000001), (-71.018529600000008, 42.296606480000001), (-71.018529600000008, 42.299189220000002), (-71.023233200000007, 42.299189220000002)]",0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
139,"[(-71.018529600000008, 42.296606480000001), (-71.013826000000009, 42.296606480000001), (-71.013826000000009, 42.299189220000002), (-71.018529600000008, 42.299189220000002)]",0.0,0.0,0.16,0.0,0.08,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
140,"[(-71.013826000000009, 42.296606480000001), (-71.00912240000001, 42.296606480000001), (-71.00912240000001, 42.299189220000002), (-71.013826000000009, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0
141,"[(-71.00912240000001, 42.296606480000001), (-71.004418799999996, 42.296606480000001), (-71.004418799999996, 42.299189220000002), (-71.00912240000001, 42.299189220000002)]",0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
142,"[(-71.004418799999996, 42.296606480000001), (-70.999715199999997, 42.296606480000001), (-70.999715199999997, 42.299189220000002), (-71.004418799999996, 42.299189220000002)]",0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"[(-70.999715199999997, 42.296606480000001), (-70.995011599999998, 42.296606480000001), (-70.995011599999998, 42.299189220000002), (-70.999715199999997, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,"[(-70.995011599999998, 42.296606480000001), (-70.990307999999999, 42.296606480000001), (-70.990307999999999, 42.299189220000002), (-70.995011599999998, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,"[(-70.990307999999999, 42.296606480000001), (-70.9856044, 42.296606480000001), (-70.9856044, 42.299189220000002), (-70.990307999999999, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,"[(-70.9856044, 42.296606480000001), (-70.980900800000001, 42.296606480000001), (-70.980900800000001, 42.299189220000002), (-70.9856044, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"[(-70.980900800000001, 42.296606480000001), (-70.976197200000001, 42.296606480000001), (-70.976197200000001, 42.299189220000002), (-70.980900800000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"[(-70.976197200000001, 42.296606480000001), (-70.971493600000002, 42.296606480000001), (-70.971493600000002, 42.299189220000002), (-70.976197200000001, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,"[(-70.971493600000002, 42.296606480000001), (-70.966790000000003, 42.296606480000001), (-70.966790000000003, 42.299189220000002), (-70.971493600000002, 42.299189220000002)]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,"[(-71.201970000000003, 42.299189220000002), (-71.197266400000004, 42.299189220000002), (-71.197266400000004, 42.301771959999996), (-71.201970000000003, 42.301771959999996)]",0.0,0.03,0.0,0.0,0.0,0.0,0.92,0.41,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
151,"[(-71.197266400000004, 42.299189220000002), (-71.192562800000005, 42.299189220000002), (-71.192562800000005, 42.301771959999996), (-71.197266400000004, 42.301771959999996)]",0.0,0.31,0.0,0.0,0.0,0.0,0.7,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
152,"[(-71.192562800000005, 42.299189220000002), (-71.187859200000005, 42.299189220000002), (-71.187859200000005, 42.301771959999996), (-71.192562800000005, 42.301771959999996)]",0.0,0.53,0.0,0.0,0.0,0.0,0.27,0.01,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
153,"[(-71.187859200000005, 42.299189220000002), (-71.183155600000006, 42.299189220000002), (-71.183155600000006, 42.301771959999996), (-71.187859200000005, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"[(-71.183155600000006, 42.299189220000002), (-71.178452000000007, 42.299189220000002), (-71.178452000000007, 42.301771959999996), (-71.183155600000006, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.0,0.0,0.0,0.81,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.04
155,"[(-71.178452000000007, 42.299189220000002), (-71.173748400000008, 42.299189220000002), (-71.173748400000008, 42.301771959999996), (-71.178452000000007, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.39,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
156,"[(-71.173748400000008, 42.299189220000002), (-71.169044800000009, 42.299189220000002), (-71.169044800000009, 42.301771959999996), (-71.173748400000008, 42.301771959999996)]",0.0,0.0,0.0,0.11,0.0,0.0,0.48,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
157,"[(-71.169044800000009, 42.299189220000002), (-71.16434120000001, 42.299189220000002), (-71.16434120000001, 42.301771959999996), (-71.169044800000009, 42.301771959999996)]",0.0,0.0,0.0,0.23,0.0,0.0,0.24,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
158,"[(-71.16434120000001, 42.299189220000002), (-71.159637599999996, 42.299189220000002), (-71.159637599999996, 42.301771959999996), (-71.16434120000001, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
159,"[(-71.159637599999996, 42.299189220000002), (-71.154933999999997, 42.299189220000002), (-71.154933999999997, 42.301771959999996), (-71.159637599999996, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,"[(-71.154933999999997, 42.299189220000002), (-71.150230399999998, 42.299189220000002), (-71.150230399999998, 42.301771959999996), (-71.154933999999997, 42.301771959999996)]",0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
