,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
0,[-71.20197   42.291441],[-71.20195608  42.291441  ],[-71.20194217  42.291441  ],[-71.20192825  42.291441  ],[-71.20191434  42.291441  ],[-71.20190042  42.291441  ],[-71.2018865  42.291441 ],[-71.20187259  42.291441  ],[-71.20185867  42.291441  ],[-71.20184476  42.291441  ],[-71.20183084  42.291441  ],[-71.20181692  42.291441  ],[-71.20180301  42.291441  ],[-71.20178909  42.291441  ],[-71.20177518  42.291441  ],[-71.20176126  42.291441  ],[-71.20174734  42.291441  ],[-71.20173343  42.291441  ],[-71.20171951  42.291441  ],[-71.2017056  42.291441 ],[-71.20169168  42.291441  ],[-71.20167776  42.291441  ],[-71.20166385  42.291441  ],[-71.20164993  42.291441  ],[-71.20163602  42.291441  ],[-71.2016221  42.291441 ],[-71.20160818  42.291441  ],[-71.20159427  42.291441  ],[-71.20158035  42.291441  ],[-71.20156644  42.291441  ],[-71.20155252  42.291441  ],[-71.2015386  42.291441 ],[-71.20152469  42.291441  ],[-71.20151077  42.291441  ],[-71.20149686  42.291441  ],[-71.20148294  42.291441  ],[-71.20146902  42.291441  ],[-71.20145511  42.291441  ],[-71.20144119  42.291441  ],[-71.20142728  42.291441  ],[-71.20141336  42.291441  ],[-71.20139944  42.291441  ],[-71.20138553  42.291441  ],[-71.20137161  42.291441  ],[-71.2013577  42.291441 ],[-71.20134378  42.291441  ],[-71.20132987  42.291441  ],[-71.20131595  42.291441  ],[-71.20130203  42.291441  ],[-71.20128812  42.291441  ],[-71.2012742  42.291441 ],[-71.20126029  42.291441  ],[-71.20124637  42.291441  ],[-71.20123245  42.291441  ],[-71.20121854  42.291441  ],[-71.20120462  42.291441  ],[-71.20119071  42.291441  ],[-71.20117679  42.291441  ],[-71.20116287  42.291441  ],[-71.20114896  42.291441  ],[-71.20113504  42.291441  ],[-71.20112113  42.291441  ],[-71.20110721  42.291441  ],[-71.20109329  42.291441  ],[-71.20107938  42.291441  ],[-71.20106546  42.291441  ],[-71.20105155  42.291441  ],[-71.20103763  42.291441  ],[-71.20102371  42.291441  ],[-71.2010098  42.291441 ],[-71.20099588  42.291441  ],[-71.20098197  42.291441  ],[-71.20096805  42.291441  ],[-71.20095413  42.291441  ],[-71.20094022  42.291441  ],[-71.2009263  42.291441 ],[-71.20091239  42.291441  ],[-71.20089847  42.291441  ],[-71.20088455  42.291441  ],[-71.20087064  42.291441  ],[-71.20085672  42.291441  ],[-71.20084281  42.291441  ],[-71.20082889  42.291441  ],[-71.20081497  42.291441  ],[-71.20080106  42.291441  ],[-71.20078714  42.291441  ],[-71.20077323  42.291441  ],[-71.20075931  42.291441  ],[-71.20074539  42.291441  ],[-71.20073148  42.291441  ],[-71.20071756  42.291441  ],[-71.20070365  42.291441  ],[-71.20068973  42.291441  ],[-71.20067581  42.291441  ],[-71.2006619  42.291441 ],[-71.20064798  42.291441  ],[-71.20063407  42.291441  ],[-71.20062015  42.291441  ],[-71.20060623  42.291441  ],[-71.20059232  42.291441  ],[-71.2005784  42.291441 ],[-71.20056449  42.291441  ],[-71.20055057  42.291441  ],[-71.20053665  42.291441  ],[-71.20052274  42.291441  ],[-71.20050882  42.291441  ],[-71.20049491  42.291441  ],[-71.20048099  42.291441  ],[-71.20046707  42.291441  ],[-71.20045316  42.291441  ],[-71.20043924  42.291441  ],[-71.20042533  42.291441  ],[-71.20041141  42.291441  ],[-71.20039749  42.291441  ],[-71.20038358  42.291441  ],[-71.20036966  42.291441  ],[-71.20035575  42.291441  ],[-71.20034183  42.291441  ],[-71.20032791  42.291441  ],[-71.200314  42.291441],[-71.20030008  42.291441  ],[-71.20028617  42.291441  ],[-71.20027225  42.291441  ],[-71.20025833  42.291441  ],[-71.20024442  42.291441  ],[-71.2002305  42.291441 ],[-71.20021659  42.291441  ],[-71.20020267  42.291441  ],[-71.20018876  42.291441  ],[-71.20017484  42.291441  ],[-71.20016092  42.291441  ]
1,[-71.20197     42.29144864],[-71.20195608  42.29144864],[-71.20194217  42.29144864],[-71.20192825  42.29144864],[-71.20191434  42.29144864],[-71.20190042  42.29144864],[-71.2018865   42.29144864],[-71.20187259  42.29144864],[-71.20185867  42.29144864],[-71.20184476  42.29144864],[-71.20183084  42.29144864],[-71.20181692  42.29144864],[-71.20180301  42.29144864],[-71.20178909  42.29144864],[-71.20177518  42.29144864],[-71.20176126  42.29144864],[-71.20174734  42.29144864],[-71.20173343  42.29144864],[-71.20171951  42.29144864],[-71.2017056   42.29144864],[-71.20169168  42.29144864],[-71.20167776  42.29144864],[-71.20166385  42.29144864],[-71.20164993  42.29144864],[-71.20163602  42.29144864],[-71.2016221   42.29144864],[-71.20160818  42.29144864],[-71.20159427  42.29144864],[-71.20158035  42.29144864],[-71.20156644  42.29144864],[-71.20155252  42.29144864],[-71.2015386   42.29144864],[-71.20152469  42.29144864],[-71.20151077  42.29144864],[-71.20149686  42.29144864],[-71.20148294  42.29144864],[-71.20146902  42.29144864],[-71.20145511  42.29144864],[-71.20144119  42.29144864],[-71.20142728  42.29144864],[-71.20141336  42.29144864],[-71.20139944  42.29144864],[-71.20138553  42.29144864],[-71.20137161  42.29144864],[-71.2013577   42.29144864],[-71.20134378  42.29144864],[-71.20132987  42.29144864],[-71.20131595  42.29144864],[-71.20130203  42.29144864],[-71.20128812  42.29144864],[-71.2012742   42.29144864],[-71.20126029  42.29144864],[-71.20124637  42.29144864],[-71.20123245  42.29144864],[-71.20121854  42.29144864],[-71.20120462  42.29144864],[-71.20119071  42.29144864],[-71.20117679  42.29144864],[-71.20116287  42.29144864],[-71.20114896  42.29144864],[-71.20113504  42.29144864],[-71.20112113  42.29144864],[-71.20110721  42.29144864],[-71.20109329  42.29144864],[-71.20107938  42.29144864],[-71.20106546  42.29144864],[-71.20105155  42.29144864],[-71.20103763  42.29144864],[-71.20102371  42.29144864],[-71.2010098   42.29144864],[-71.20099588  42.29144864],[-71.20098197  42.29144864],[-71.20096805  42.29144864],[-71.20095413  42.29144864],[-71.20094022  42.29144864],[-71.2009263   42.29144864],[-71.20091239  42.29144864],[-71.20089847  42.29144864],[-71.20088455  42.29144864],[-71.20087064  42.29144864],[-71.20085672  42.29144864],[-71.20084281  42.29144864],[-71.20082889  42.29144864],[-71.20081497  42.29144864],[-71.20080106  42.29144864],[-71.20078714  42.29144864],[-71.20077323  42.29144864],[-71.20075931  42.29144864],[-71.20074539  42.29144864],[-71.20073148  42.29144864],[-71.20071756  42.29144864],[-71.20070365  42.29144864],[-71.20068973  42.29144864],[-71.20067581  42.29144864],[-71.2006619   42.29144864],[-71.20064798  42.29144864],[-71.20063407  42.29144864],[-71.20062015  42.29144864],[-71.20060623  42.29144864],[-71.20059232  42.29144864],[-71.2005784   42.29144864],[-71.20056449  42.29144864],[-71.20055057  42.29144864],[-71.20053665  42.29144864],[-71.20052274  42.29144864],[-71.20050882  42.29144864],[-71.20049491  42.29144864],[-71.20048099  42.29144864],[-71.20046707  42.29144864],[-71.20045316  42.29144864],[-71.20043924  42.29144864],[-71.20042533  42.29144864],[-71.20041141  42.29144864],[-71.20039749  42.29144864],[-71.20038358  42.29144864],[-71.20036966  42.29144864],[-71.20035575  42.29144864],[-71.20034183  42.29144864],[-71.20032791  42.29144864],[-71.200314    42.29144864],[-71.20030008  42.29144864],[-71.20028617  42.29144864],[-71.20027225  42.29144864],[-71.20025833  42.29144864],[-71.20024442  42.29144864],[-71.2002305   42.29144864],[-71.20021659  42.29144864],[-71.20020267  42.29144864],[-71.20018876  42.29144864],[-71.20017484  42.29144864],[-71.20016092  42.29144864]
2,[-71.20197     42.29145628],[-71.20195608  42.29145628],[-71.20194217  42.29145628],[-71.20192825  42.29145628],[-71.20191434  42.29145628],[-71.20190042  42.29145628],[-71.2018865   42.29145628],[-71.20187259  42.29145628],[-71.20185867  42.29145628],[-71.20184476  42.29145628],[-71.20183084  42.29145628],[-71.20181692  42.29145628],[-71.20180301  42.29145628],[-71.20178909  42.29145628],[-71.20177518  42.29145628],[-71.20176126  42.29145628],[-71.20174734  42.29145628],[-71.20173343  42.29145628],[-71.20171951  42.29145628],[-71.2017056   42.29145628],[-71.20169168  42.29145628],[-71.20167776  42.29145628],[-71.20166385  42.29145628],[-71.20164993  42.29145628],[-71.20163602  42.29145628],[-71.2016221   42.29145628],[-71.20160818  42.29145628],[-71.20159427  42.29145628],[-71.20158035  42.29145628],[-71.20156644  42.29145628],[-71.20155252  42.29145628],[-71.2015386   42.29145628],[-71.20152469  42.29145628],[-71.20151077  42.29145628],[-71.20149686  42.29145628],[-71.20148294  42.29145628],[-71.20146902  42.29145628],[-71.20145511  42.29145628],[-71.20144119  42.29145628],[-71.20142728  42.29145628],[-71.20141336  42.29145628],[-71.20139944  42.29145628],[-71.20138553  42.29145628],[-71.20137161  42.29145628],[-71.2013577   42.29145628],[-71.20134378  42.29145628],[-71.20132987  42.29145628],[-71.20131595  42.29145628],[-71.20130203  42.29145628],[-71.20128812  42.29145628],[-71.2012742   42.29145628],[-71.20126029  42.29145628],[-71.20124637  42.29145628],[-71.20123245  42.29145628],[-71.20121854  42.29145628],[-71.20120462  42.29145628],[-71.20119071  42.29145628],[-71.20117679  42.29145628],[-71.20116287  42.29145628],[-71.20114896  42.29145628],[-71.20113504  42.29145628],[-71.20112113  42.29145628],[-71.20110721  42.29145628],[-71.20109329  42.29145628],[-71.20107938  42.29145628],[-71.20106546  42.29145628],[-71.20105155  42.29145628],[-71.20103763  42.29145628],[-71.20102371  42.29145628],[-71.2010098   42.29145628],[-71.20099588  42.29145628],[-71.20098197  42.29145628],[-71.20096805  42.29145628],[-71.20095413  42.29145628],[-71.20094022  42.29145628],[-71.2009263   42.29145628],[-71.20091239  42.29145628],[-71.20089847  42.29145628],[-71.20088455  42.29145628],[-71.20087064  42.29145628],[-71.20085672  42.29145628],[-71.20084281  42.29145628],[-71.20082889  42.29145628],[-71.20081497  42.29145628],[-71.20080106  42.29145628],[-71.20078714  42.29145628],[-71.20077323  42.29145628],[-71.20075931  42.29145628],[-71.20074539  42.29145628],[-71.20073148  42.29145628],[-71.20071756  42.29145628],[-71.20070365  42.29145628],[-71.20068973  42.29145628],[-71.20067581  42.29145628],[-71.2006619   42.29145628],[-71.20064798  42.29145628],[-71.20063407  42.29145628],[-71.20062015  42.29145628],[-71.20060623  42.29145628],[-71.20059232  42.29145628],[-71.2005784   42.29145628],[-71.20056449  42.29145628],[-71.20055057  42.29145628],[-71.20053665  42.29145628],[-71.20052274  42.29145628],[-71.20050882  42.29145628],[-71.20049491  42.29145628],[-71.20048099  42.29145628],[-71.20046707  42.29145628],[-71.20045316  42.29145628],[-71.20043924  42.29145628],[-71.20042533  42.29145628],[-71.20041141  42.29145628],[-71.20039749  42.29145628],[-71.20038358  42.29145628],[-71.20036966  42.29145628],[-71.20035575  42.29145628],[-71.20034183  42.29145628],[-71.20032791  42.29145628],[-71.200314    42.29145628],[-71.20030008  42.29145628],[-71.20028617  42.29145628],[-71.20027225  42.29145628],[-71.20025833  42.29145628],[-71.20024442  42.29145628],[-71.2002305   42.29145628],[-71.20021659  42.29145628],[-71.20020267  42.29145628],[-71.20018876  42.29145628],[-71.20017484  42.29145628],[-71.20016092  42.29145628]
3,[-71.20197     42.29146392],[-71.20195608  42.29146392],[-71.20194217  42.29146392],[-71.20192825  42.29146392],[-71.20191434  42.29146392],[-71.20190042  42.29146392],[-71.2018865   42.29146392],[-71.20187259  42.29146392],[-71.20185867  42.29146392],[-71.20184476  42.29146392],[-71.20183084  42.29146392],[-71.20181692  42.29146392],[-71.20180301  42.29146392],[-71.20178909  42.29146392],[-71.20177518  42.29146392],[-71.20176126  42.29146392],[-71.20174734  42.29146392],[-71.20173343  42.29146392],[-71.20171951  42.29146392],[-71.2017056   42.29146392],[-71.20169168  42.29146392],[-71.20167776  42.29146392],[-71.20166385  42.29146392],[-71.20164993  42.29146392],[-71.20163602  42.29146392],[-71.2016221   42.29146392],[-71.20160818  42.29146392],[-71.20159427  42.29146392],[-71.20158035  42.29146392],[-71.20156644  42.29146392],[-71.20155252  42.29146392],[-71.2015386   42.29146392],[-71.20152469  42.29146392],[-71.20151077  42.29146392],[-71.20149686  42.29146392],[-71.20148294  42.29146392],[-71.20146902  42.29146392],[-71.20145511  42.29146392],[-71.20144119  42.29146392],[-71.20142728  42.29146392],[-71.20141336  42.29146392],[-71.20139944  42.29146392],[-71.20138553  42.29146392],[-71.20137161  42.29146392],[-71.2013577   42.29146392],[-71.20134378  42.29146392],[-71.20132987  42.29146392],[-71.20131595  42.29146392],[-71.20130203  42.29146392],[-71.20128812  42.29146392],[-71.2012742   42.29146392],[-71.20126029  42.29146392],[-71.20124637  42.29146392],[-71.20123245  42.29146392],[-71.20121854  42.29146392],[-71.20120462  42.29146392],[-71.20119071  42.29146392],[-71.20117679  42.29146392],[-71.20116287  42.29146392],[-71.20114896  42.29146392],[-71.20113504  42.29146392],[-71.20112113  42.29146392],[-71.20110721  42.29146392],[-71.20109329  42.29146392],[-71.20107938  42.29146392],[-71.20106546  42.29146392],[-71.20105155  42.29146392],[-71.20103763  42.29146392],[-71.20102371  42.29146392],[-71.2010098   42.29146392],[-71.20099588  42.29146392],[-71.20098197  42.29146392],[-71.20096805  42.29146392],[-71.20095413  42.29146392],[-71.20094022  42.29146392],[-71.2009263   42.29146392],[-71.20091239  42.29146392],[-71.20089847  42.29146392],[-71.20088455  42.29146392],[-71.20087064  42.29146392],[-71.20085672  42.29146392],[-71.20084281  42.29146392],[-71.20082889  42.29146392],[-71.20081497  42.29146392],[-71.20080106  42.29146392],[-71.20078714  42.29146392],[-71.20077323  42.29146392],[-71.20075931  42.29146392],[-71.20074539  42.29146392],[-71.20073148  42.29146392],[-71.20071756  42.29146392],[-71.20070365  42.29146392],[-71.20068973  42.29146392],[-71.20067581  42.29146392],[-71.2006619   42.29146392],[-71.20064798  42.29146392],[-71.20063407  42.29146392],[-71.20062015  42.29146392],[-71.20060623  42.29146392],[-71.20059232  42.29146392],[-71.2005784   42.29146392],[-71.20056449  42.29146392],[-71.20055057  42.29146392],[-71.20053665  42.29146392],[-71.20052274  42.29146392],[-71.20050882  42.29146392],[-71.20049491  42.29146392],[-71.20048099  42.29146392],[-71.20046707  42.29146392],[-71.20045316  42.29146392],[-71.20043924  42.29146392],[-71.20042533  42.29146392],[-71.20041141  42.29146392],[-71.20039749  42.29146392],[-71.20038358  42.29146392],[-71.20036966  42.29146392],[-71.20035575  42.29146392],[-71.20034183  42.29146392],[-71.20032791  42.29146392],[-71.200314    42.29146392],[-71.20030008  42.29146392],[-71.20028617  42.29146392],[-71.20027225  42.29146392],[-71.20025833  42.29146392],[-71.20024442  42.29146392],[-71.2002305   42.29146392],[-71.20021659  42.29146392],[-71.20020267  42.29146392],[-71.20018876  42.29146392],[-71.20017484  42.29146392],[-71.20016092  42.29146392]
4,[-71.20197     42.29147156],[-71.20195608  42.29147156],[-71.20194217  42.29147156],[-71.20192825  42.29147156],[-71.20191434  42.29147156],[-71.20190042  42.29147156],[-71.2018865   42.29147156],[-71.20187259  42.29147156],[-71.20185867  42.29147156],[-71.20184476  42.29147156],[-71.20183084  42.29147156],[-71.20181692  42.29147156],[-71.20180301  42.29147156],[-71.20178909  42.29147156],[-71.20177518  42.29147156],[-71.20176126  42.29147156],[-71.20174734  42.29147156],[-71.20173343  42.29147156],[-71.20171951  42.29147156],[-71.2017056   42.29147156],[-71.20169168  42.29147156],[-71.20167776  42.29147156],[-71.20166385  42.29147156],[-71.20164993  42.29147156],[-71.20163602  42.29147156],[-71.2016221   42.29147156],[-71.20160818  42.29147156],[-71.20159427  42.29147156],[-71.20158035  42.29147156],[-71.20156644  42.29147156],[-71.20155252  42.29147156],[-71.2015386   42.29147156],[-71.20152469  42.29147156],[-71.20151077  42.29147156],[-71.20149686  42.29147156],[-71.20148294  42.29147156],[-71.20146902  42.29147156],[-71.20145511  42.29147156],[-71.20144119  42.29147156],[-71.20142728  42.29147156],[-71.20141336  42.29147156],[-71.20139944  42.29147156],[-71.20138553  42.29147156],[-71.20137161  42.29147156],[-71.2013577   42.29147156],[-71.20134378  42.29147156],[-71.20132987  42.29147156],[-71.20131595  42.29147156],[-71.20130203  42.29147156],[-71.20128812  42.29147156],[-71.2012742   42.29147156],[-71.20126029  42.29147156],[-71.20124637  42.29147156],[-71.20123245  42.29147156],[-71.20121854  42.29147156],[-71.20120462  42.29147156],[-71.20119071  42.29147156],[-71.20117679  42.29147156],[-71.20116287  42.29147156],[-71.20114896  42.29147156],[-71.20113504  42.29147156],[-71.20112113  42.29147156],[-71.20110721  42.29147156],[-71.20109329  42.29147156],[-71.20107938  42.29147156],[-71.20106546  42.29147156],[-71.20105155  42.29147156],[-71.20103763  42.29147156],[-71.20102371  42.29147156],[-71.2010098   42.29147156],[-71.20099588  42.29147156],[-71.20098197  42.29147156],[-71.20096805  42.29147156],[-71.20095413  42.29147156],[-71.20094022  42.29147156],[-71.2009263   42.29147156],[-71.20091239  42.29147156],[-71.20089847  42.29147156],[-71.20088455  42.29147156],[-71.20087064  42.29147156],[-71.20085672  42.29147156],[-71.20084281  42.29147156],[-71.20082889  42.29147156],[-71.20081497  42.29147156],[-71.20080106  42.29147156],[-71.20078714  42.29147156],[-71.20077323  42.29147156],[-71.20075931  42.29147156],[-71.20074539  42.29147156],[-71.20073148  42.29147156],[-71.20071756  42.29147156],[-71.20070365  42.29147156],[-71.20068973  42.29147156],[-71.20067581  42.29147156],[-71.2006619   42.29147156],[-71.20064798  42.29147156],[-71.20063407  42.29147156],[-71.20062015  42.29147156],[-71.20060623  42.29147156],[-71.20059232  42.29147156],[-71.2005784   42.29147156],[-71.20056449  42.29147156],[-71.20055057  42.29147156],[-71.20053665  42.29147156],[-71.20052274  42.29147156],[-71.20050882  42.29147156],[-71.20049491  42.29147156],[-71.20048099  42.29147156],[-71.20046707  42.29147156],[-71.20045316  42.29147156],[-71.20043924  42.29147156],[-71.20042533  42.29147156],[-71.20041141  42.29147156],[-71.20039749  42.29147156],[-71.20038358  42.29147156],[-71.20036966  42.29147156],[-71.20035575  42.29147156],[-71.20034183  42.29147156],[-71.20032791  42.29147156],[-71.200314    42.29147156],[-71.20030008  42.29147156],[-71.20028617  42.29147156],[-71.20027225  42.29147156],[-71.20025833  42.29147156],[-71.20024442  42.29147156],[-71.2002305   42.29147156],[-71.20021659  42.29147156],[-71.20020267  42.29147156],[-71.20018876  42.29147156],[-71.20017484  42.29147156],[-71.20016092  42.29147156]
5,[-71.20197     42.29147921],[-71.20195608  42.29147921],[-71.20194217  42.29147921],[-71.20192825  42.29147921],[-71.20191434  42.29147921],[-71.20190042  42.29147921],[-71.2018865   42.29147921],[-71.20187259  42.29147921],[-71.20185867  42.29147921],[-71.20184476  42.29147921],[-71.20183084  42.29147921],[-71.20181692  42.29147921],[-71.20180301  42.29147921],[-71.20178909  42.29147921],[-71.20177518  42.29147921],[-71.20176126  42.29147921],[-71.20174734  42.29147921],[-71.20173343  42.29147921],[-71.20171951  42.29147921],[-71.2017056   42.29147921],[-71.20169168  42.29147921],[-71.20167776  42.29147921],[-71.20166385  42.29147921],[-71.20164993  42.29147921],[-71.20163602  42.29147921],[-71.2016221   42.29147921],[-71.20160818  42.29147921],[-71.20159427  42.29147921],[-71.20158035  42.29147921],[-71.20156644  42.29147921],[-71.20155252  42.29147921],[-71.2015386   42.29147921],[-71.20152469  42.29147921],[-71.20151077  42.29147921],[-71.20149686  42.29147921],[-71.20148294  42.29147921],[-71.20146902  42.29147921],[-71.20145511  42.29147921],[-71.20144119  42.29147921],[-71.20142728  42.29147921],[-71.20141336  42.29147921],[-71.20139944  42.29147921],[-71.20138553  42.29147921],[-71.20137161  42.29147921],[-71.2013577   42.29147921],[-71.20134378  42.29147921],[-71.20132987  42.29147921],[-71.20131595  42.29147921],[-71.20130203  42.29147921],[-71.20128812  42.29147921],[-71.2012742   42.29147921],[-71.20126029  42.29147921],[-71.20124637  42.29147921],[-71.20123245  42.29147921],[-71.20121854  42.29147921],[-71.20120462  42.29147921],[-71.20119071  42.29147921],[-71.20117679  42.29147921],[-71.20116287  42.29147921],[-71.20114896  42.29147921],[-71.20113504  42.29147921],[-71.20112113  42.29147921],[-71.20110721  42.29147921],[-71.20109329  42.29147921],[-71.20107938  42.29147921],[-71.20106546  42.29147921],[-71.20105155  42.29147921],[-71.20103763  42.29147921],[-71.20102371  42.29147921],[-71.2010098   42.29147921],[-71.20099588  42.29147921],[-71.20098197  42.29147921],[-71.20096805  42.29147921],[-71.20095413  42.29147921],[-71.20094022  42.29147921],[-71.2009263   42.29147921],[-71.20091239  42.29147921],[-71.20089847  42.29147921],[-71.20088455  42.29147921],[-71.20087064  42.29147921],[-71.20085672  42.29147921],[-71.20084281  42.29147921],[-71.20082889  42.29147921],[-71.20081497  42.29147921],[-71.20080106  42.29147921],[-71.20078714  42.29147921],[-71.20077323  42.29147921],[-71.20075931  42.29147921],[-71.20074539  42.29147921],[-71.20073148  42.29147921],[-71.20071756  42.29147921],[-71.20070365  42.29147921],[-71.20068973  42.29147921],[-71.20067581  42.29147921],[-71.2006619   42.29147921],[-71.20064798  42.29147921],[-71.20063407  42.29147921],[-71.20062015  42.29147921],[-71.20060623  42.29147921],[-71.20059232  42.29147921],[-71.2005784   42.29147921],[-71.20056449  42.29147921],[-71.20055057  42.29147921],[-71.20053665  42.29147921],[-71.20052274  42.29147921],[-71.20050882  42.29147921],[-71.20049491  42.29147921],[-71.20048099  42.29147921],[-71.20046707  42.29147921],[-71.20045316  42.29147921],[-71.20043924  42.29147921],[-71.20042533  42.29147921],[-71.20041141  42.29147921],[-71.20039749  42.29147921],[-71.20038358  42.29147921],[-71.20036966  42.29147921],[-71.20035575  42.29147921],[-71.20034183  42.29147921],[-71.20032791  42.29147921],[-71.200314    42.29147921],[-71.20030008  42.29147921],[-71.20028617  42.29147921],[-71.20027225  42.29147921],[-71.20025833  42.29147921],[-71.20024442  42.29147921],[-71.2002305   42.29147921],[-71.20021659  42.29147921],[-71.20020267  42.29147921],[-71.20018876  42.29147921],[-71.20017484  42.29147921],[-71.20016092  42.29147921]
6,[-71.20197     42.29148685],[-71.20195608  42.29148685],[-71.20194217  42.29148685],[-71.20192825  42.29148685],[-71.20191434  42.29148685],[-71.20190042  42.29148685],[-71.2018865   42.29148685],[-71.20187259  42.29148685],[-71.20185867  42.29148685],[-71.20184476  42.29148685],[-71.20183084  42.29148685],[-71.20181692  42.29148685],[-71.20180301  42.29148685],[-71.20178909  42.29148685],[-71.20177518  42.29148685],[-71.20176126  42.29148685],[-71.20174734  42.29148685],[-71.20173343  42.29148685],[-71.20171951  42.29148685],[-71.2017056   42.29148685],[-71.20169168  42.29148685],[-71.20167776  42.29148685],[-71.20166385  42.29148685],[-71.20164993  42.29148685],[-71.20163602  42.29148685],[-71.2016221   42.29148685],[-71.20160818  42.29148685],[-71.20159427  42.29148685],[-71.20158035  42.29148685],[-71.20156644  42.29148685],[-71.20155252  42.29148685],[-71.2015386   42.29148685],[-71.20152469  42.29148685],[-71.20151077  42.29148685],[-71.20149686  42.29148685],[-71.20148294  42.29148685],[-71.20146902  42.29148685],[-71.20145511  42.29148685],[-71.20144119  42.29148685],[-71.20142728  42.29148685],[-71.20141336  42.29148685],[-71.20139944  42.29148685],[-71.20138553  42.29148685],[-71.20137161  42.29148685],[-71.2013577   42.29148685],[-71.20134378  42.29148685],[-71.20132987  42.29148685],[-71.20131595  42.29148685],[-71.20130203  42.29148685],[-71.20128812  42.29148685],[-71.2012742   42.29148685],[-71.20126029  42.29148685],[-71.20124637  42.29148685],[-71.20123245  42.29148685],[-71.20121854  42.29148685],[-71.20120462  42.29148685],[-71.20119071  42.29148685],[-71.20117679  42.29148685],[-71.20116287  42.29148685],[-71.20114896  42.29148685],[-71.20113504  42.29148685],[-71.20112113  42.29148685],[-71.20110721  42.29148685],[-71.20109329  42.29148685],[-71.20107938  42.29148685],[-71.20106546  42.29148685],[-71.20105155  42.29148685],[-71.20103763  42.29148685],[-71.20102371  42.29148685],[-71.2010098   42.29148685],[-71.20099588  42.29148685],[-71.20098197  42.29148685],[-71.20096805  42.29148685],[-71.20095413  42.29148685],[-71.20094022  42.29148685],[-71.2009263   42.29148685],[-71.20091239  42.29148685],[-71.20089847  42.29148685],[-71.20088455  42.29148685],[-71.20087064  42.29148685],[-71.20085672  42.29148685],[-71.20084281  42.29148685],[-71.20082889  42.29148685],[-71.20081497  42.29148685],[-71.20080106  42.29148685],[-71.20078714  42.29148685],[-71.20077323  42.29148685],[-71.20075931  42.29148685],[-71.20074539  42.29148685],[-71.20073148  42.29148685],[-71.20071756  42.29148685],[-71.20070365  42.29148685],[-71.20068973  42.29148685],[-71.20067581  42.29148685],[-71.2006619   42.29148685],[-71.20064798  42.29148685],[-71.20063407  42.29148685],[-71.20062015  42.29148685],[-71.20060623  42.29148685],[-71.20059232  42.29148685],[-71.2005784   42.29148685],[-71.20056449  42.29148685],[-71.20055057  42.29148685],[-71.20053665  42.29148685],[-71.20052274  42.29148685],[-71.20050882  42.29148685],[-71.20049491  42.29148685],[-71.20048099  42.29148685],[-71.20046707  42.29148685],[-71.20045316  42.29148685],[-71.20043924  42.29148685],[-71.20042533  42.29148685],[-71.20041141  42.29148685],[-71.20039749  42.29148685],[-71.20038358  42.29148685],[-71.20036966  42.29148685],[-71.20035575  42.29148685],[-71.20034183  42.29148685],[-71.20032791  42.29148685],[-71.200314    42.29148685],[-71.20030008  42.29148685],[-71.20028617  42.29148685],[-71.20027225  42.29148685],[-71.20025833  42.29148685],[-71.20024442  42.29148685],[-71.2002305   42.29148685],[-71.20021659  42.29148685],[-71.20020267  42.29148685],[-71.20018876  42.29148685],[-71.20017484  42.29148685],[-71.20016092  42.29148685]
