,State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Site_keys,LU
0,10,1,1,11101,1,39.154722,-75.529444,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,61,100,Y,61,61,0,0,,,Certification not required,0,59.95081999999999,27.283955,171.0,1980-08-01 00:00,145.0,1980-08-25 00:00,113.0,1980-08-13 00:00,100.0,1980-05-15 00:00,,,,,171.0,145.0,100.0,91.0,72.0,55.0,34.0,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2010-04-25,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
1,10,1,1,42401,1,39.154722,-75.529444,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - FLAME PHOTOMETRIC,1980,Parts per billion,No Events,7288,83,N,298,366,0,0,7.0,,Certification not required,0,15.671141,20.11045,120.0,1980-03-03 06:00,100.0,1980-03-04 09:00,100.0,1980-04-24 10:00,80.0,1980-04-03 12:00,,,,,100.0,80.0,50.0,40.0,30.0,10.0,0.0,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2013-02-16,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
2,10,1,1,42401,1,39.154722,-75.529444,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - FLAME PHOTOMETRIC,1980,Parts per billion,No Events,7288,83,N,298,366,0,0,,,Certification not required,0,4.153403,9.437134,120.0,1980-03-03 06:00,100.0,1980-03-03 09:00,100.0,1980-03-04 09:00,100.0,1980-04-24 10:00,,,,,40.0,30.0,20.0,20.0,0.0,0.0,0.0,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2013-02-16,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
3,10,1,1,42401,1,39.154722,-75.529444,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,298,81,N,298,366,0,0,0.0,,Certification not required,0,4.055369000000001,6.889247999999999,35.8,1980-02-15 00:00,35.8,1980-03-03 00:00,32.1,1980-04-03 00:00,30.4,1980-03-04 00:00,,,,,32.1,26.7,19.6,13.8,5.0,0.4,0.0,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2013-02-16,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
4,10,1,1,42401,1,39.154722,-75.529444,WGS84,Sulfur dioxide,3-HR BLK AVG,SO2 3-hour 1971,3-Hour block average of observed hourly values,,1980,Parts per billion,No Events,2423,83,N,298,366,0,0,,0.0,Certification not required,0,4.143582,8.597817,80.0,1980-03-03 08:00,70.0,1980-04-25 23:00,66.6,1980-03-03 11:00,63.3,1980-04-24 11:00,,,,,36.6,30.0,20.0,16.6,3.3,0.0,0.0,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2013-02-16,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
5,10,1,1,44201,1,39.154722,-75.529444,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - CHEMILUMINESCENCE,1980,Parts per million,No Events,4889,68,N,146,214,0,0,1.0,1.0,Certification not required,0,0.037801,0.029161000000000003,0.13,1980-07-16 15:00,0.11,1980-03-23 14:00,0.11,1980-03-27 13:00,0.11,1980-03-30 13:00,,,,,0.11,0.11,0.11,0.09,0.07,0.04,0.02,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2016-08-18,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
6,10,1,1,44201,1,39.154722,-75.529444,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,1980,Parts per million,No Events,4859,68,N,153,226,0,0,16.0,16.0,Certification not required,0,0.035699,0.027483999999999998,0.10099999999999999,1980-07-20 11:00,0.098,1980-07-16 10:00,0.096,1980-03-30 17:00,0.096,1980-07-21 11:00,,,,,0.098,0.096,0.092,0.085,0.055,0.03,0.015,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2016-08-18,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
7,10,1,1,44201,1,39.154722,-75.529444,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,1980,Parts per million,No Events,4859,68,N,153,226,0,0,19.0,19.0,Certification not required,0,0.035699,0.027483999999999998,0.10099999999999999,1980-07-20 11:00,0.098,1980-07-16 10:00,0.096,1980-03-30 17:00,0.096,1980-07-21 11:00,,,,,0.098,0.096,0.092,0.085,0.055,0.03,0.015,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2016-08-18,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
8,10,1,1,44201,1,39.154722,-75.529444,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,1980,Parts per million,No Events,3435,69,N,156,226,0,0,23.0,23.0,Certification not required,0,0.035082999999999996,0.027226,0.10099999999999999,1980-07-20 11:00,0.098,1980-07-16 10:00,0.096,1980-03-30 17:00,0.096,1980-07-21 11:00,,,,,0.098,0.096,0.092,0.081,0.055,0.03,0.013000000000000001,,DOVER POLICE STA BANKLANE & QUEEN ST,Delaware,Kent,Dover,"Dover, DE",2016-08-18,[ 39.154722 -75.529444],"{'Commercial and Services': 0.07, 'Residential': 0.51, 'Cropland and pasture': 0.42}"
0,10,3,2,11101,1,39.670945,-75.746879,WGS84,Suspended particulate (TSP),24 HOUR,,Observed Values,HI-VOL - GRAVIMETRIC,1980,Micrograms/cubic meter (25 C),No Events,60,98,Y,60,61,0,0,,,Certification not required,0,67.766667,29.249578999999997,141.0,1980-09-24 00:00,118.0,1980-06-26 00:00,116.0,1980-04-21 00:00,116.0,1980-05-15 00:00,,,,,141.0,118.0,116.0,106.0,93.0,69.0,31.0,,UNIV OF DEL EXPER FARM 521 S COLLEGE AVE,Delaware,New Castle,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2010-04-25,[ 39.670945 -75.746879],"{'Commercial and Services': 0.3, 'Residential': 0.16, 'Cropland and pasture': 0.54}"
1,10,3,2,42401,3,39.670945,-75.746879,WGS84,Sulfur dioxide,1 HOUR,SO2 1-hour 2010,Daily maximum 1-hour average,INSTRUMENTAL - FLAME PHOTOMETRIC,1980,Parts per billion,No Events,7277,83,N,300,366,0,0,4.0,,Certification not required,0,14.0,17.33016,90.0,1980-02-21 12:00,90.0,1980-04-07 16:00,80.0,1980-11-26 12:00,80.0,1980-12-29 13:00,,,,,80.0,70.0,50.0,40.0,20.0,10.0,0.0,,UNIV OF DEL EXPER FARM 521 S COLLEGE AVE,Delaware,New Castle,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013-02-16,[ 39.670945 -75.746879],"{'Commercial and Services': 0.3, 'Residential': 0.16, 'Cropland and pasture': 0.54}"
2,10,3,2,42401,3,39.670945,-75.746879,WGS84,Sulfur dioxide,1 HOUR,SO2 Annual 1971,Observed Values,INSTRUMENTAL - FLAME PHOTOMETRIC,1980,Parts per billion,No Events,7277,83,N,300,366,0,0,,,Certification not required,0,2.436444,6.7884660000000006,90.0,1980-02-21 12:00,90.0,1980-04-07 16:00,80.0,1980-11-26 12:00,80.0,1980-12-29 13:00,,,,,30.0,20.0,10.0,10.0,0.0,0.0,0.0,,UNIV OF DEL EXPER FARM 521 S COLLEGE AVE,Delaware,New Castle,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013-02-16,[ 39.670945 -75.746879],"{'Commercial and Services': 0.3, 'Residential': 0.16, 'Cropland and pasture': 0.54}"
3,10,3,2,42401,3,39.670945,-75.746879,WGS84,Sulfur dioxide,24-HR BLK AVG,SO2 24-hour 1971,Daily Average of observed values,,1980,Parts per billion,No Events,300,82,N,300,366,0,0,0.0,,Certification not required,0,2.513,3.754756,23.9,1980-12-23 00:00,20.0,1980-10-31 00:00,17.9,1980-12-08 00:00,16.5,1980-12-07 00:00,,,,,17.9,13.9,10.0,7.7,3.3,0.9,0.0,,UNIV OF DEL EXPER FARM 521 S COLLEGE AVE,Delaware,New Castle,Newark,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2013-02-16,[ 39.670945 -75.746879],"{'Commercial and Services': 0.3, 'Residential': 0.16, 'Cropland and pasture': 0.54}"
