,Parameter Name,Site_keys,LU,ppm
0,Sulfur dioxide,[  37.886869 -122.027462],"{'Residential': 0.97, 'Evergreen forest land': 0.03}",0.0050155320000000005
1,Sulfur dioxide,[  37.936013 -122.026154],"{'Commercial and Services': 0.6, 'Residential': 0.4}",0.005027196
2,Sulfur dioxide,[  37.949924 -122.357193],"{'Commercial and Services': 0.0196078431372549, 'Residential': 0.6176470588235294, 'Industrial': 0.3627450980392157}",0.0057329370000000004
3,Sulfur dioxide,[  37.957424 -122.370249],"{'Commercial and Services': 0.14, 'Residential': 0.5, 'Industrial': 0.36}",0.004629874
4,Sulfur dioxide,[  37.926162 -122.385561],"{'Commercial and Services': 0.11, 'Residential': 0.79, 'Bays and estuaries': 0.02, 'Mixed rangeland': 0.01, 'Industrial': 0.07}",0.007949617999999999
5,Sulfur dioxide,[  37.948172 -122.364852],"{'Residential': 0.29, 'Industrial': 0.71}",0.005737005
6,Sulfur dioxide,[  38.029258 -121.896866],"{'Residential': 0.17, 'Industrial': 0.46, 'Other urban or built-up land': 0.25, 'Nonforested wetland': 0.12}",0.0058048465
7,Sulfur dioxide,[  38.05492  -122.233229],"{'Industrial': 0.04, 'Herbaceous Rangeland': 0.26, 'Residential': 0.23, 'Bays and estuaries': 0.09, 'Transportation, communications and services': 0.11, 'Evergreen forest land': 0.27}",0.0034689660000000004
8,Sulfur dioxide,[  38.012816 -122.134467],"{'Commercial and Services': 0.25, 'Residential': 0.59, 'Evergreen forest land': 0.16}",0.008807256666666666
9,Sulfur dioxide,[  38.916575 -120.001015],"{'Commercial and Services': 0.75, 'Residential': 0.25}",0.007274144
10,Sulfur dioxide,[  36.725228 -119.751254],"{'Commercial and Services': 0.46, 'Residential': 0.23, 'Industrial': 0.12, 'Cropland and pasture': 0.19}",0.0093680675
11,Sulfur dioxide,[  35.374959 -119.022602],"{'Commercial and Services': 0.96, 'Herbaceous Rangeland': 0.04}",0.0032677634999999997
12,Sulfur dioxide,[  35.431068 -119.021767],"{'Residential': 0.6, 'Transitional areas': 0.16, 'Strip mines, quarries and gravel pits': 0.24}",0.01584527
