,Parameter Name,Site_keys,LU,ppm
0,Suspended particulate (TSP),[ 40.422847 -79.97283 ],"{'Residential': 0.8620689655172413, 'Other urban or built-up land': 0.13793103448275862}",61.13333299999999
1,Suspended particulate (TSP),[ 40.41368  -79.941162],"{'Residential': 0.86, 'Industrial': 0.05, 'Deciduous forest land': 0.09}",60.157894999999996
2,Suspended particulate (TSP),[ 40.427569 -79.925884],{'Residential': 1.0},70.55555600000001
3,Suspended particulate (TSP),[ 40.323768 -79.868062],"{'Commercial and Services': 0.07317073170731707, 'Residential': 0.6260162601626016, 'Deciduous forest land': 0.11382113821138211, 'Mixed forest land': 0.18699186991869918}",54.758621
4,Suspended particulate (TSP),[ 40.547797 -79.757813],"{'Residential': 0.44, 'Industrial': 0.19, 'Deciduous forest land': 0.37}",70.866667
5,Suspended particulate (TSP),[ 40.317848 -79.863659],"{'Residential': 0.47, 'Mixed forest land': 0.53}",60.058824
6,Suspended particulate (TSP),[ 40.395021 -79.785315],"{'Residential': 0.31, 'Deciduous forest land': 0.62, 'Transportation, communications and services': 0.07}",54.85
7,Suspended particulate (TSP),[ 40.537289 -79.760048],"{'Residential': 0.15254237288135594, 'Deciduous forest land': 0.847457627118644}",71.155172
8,Suspended particulate (TSP),[ 40.610899 -79.74616 ],"{'Residential': 0.78, 'Deciduous forest land': 0.15, 'Other urban or built-up land': 0.07}",65.946128
9,Suspended particulate (TSP),[ 40.402328 -79.860973],"{'Commercial and Services': 0.29, 'Residential': 0.61, 'Deciduous forest land': 0.03, 'Industrial': 0.05, 'Other urban or built-up land': 0.02}",140.180328
10,Suspended particulate (TSP),[ 40.416736 -79.884216],"{'Residential': 0.82, 'Industrial': 0.18}",75.360656
11,Suspended particulate (TSP),[ 40.396736 -79.863382],"{'Commercial and Services': 0.31, 'Residential': 0.09, 'Streams and canals': 0.24, 'Industrial': 0.36}",49.333333
12,Suspended particulate (TSP),[ 40.352569 -79.926716],"{'Residential': 0.32, 'Deciduous forest land': 0.09, 'Transportation, communications and services': 0.58, 'Mixed forest land': 0.01}",89.583333
13,Suspended particulate (TSP),[ 40.287848 -79.884493],{'Residential': 1.0},79.372881
14,Suspended particulate (TSP),[ 40.372013 -79.848381],"{'Residential': 0.96, 'Industrial': 0.04}",151.48275900000002
15,Suspended particulate (TSP),[ 40.547011 -79.78366 ],"{'Commercial and Services': 0.11, 'Residential': 0.83, 'Deciduous forest land': 0.06}",80.491228
16,Suspended particulate (TSP),[ 40.499767 -80.071337],"{'Residential': 0.68, 'Streams and canals': 0.25, 'Industrial': 0.07}",72.10714300000001
17,Suspended particulate (TSP),[ 40.438402 -80.068666],"{'Commercial and Services': 0.25203252032520324, 'Residential': 0.7479674796747967}",69.0
18,Suspended particulate (TSP),[ 40.375644 -80.169943],"{'Commercial and Services': 0.17, 'Strip mines, quarries and gravel pits': 0.02, 'Deciduous forest land': 0.18, 'Cropland and pasture': 0.63}",66.704918
19,Suspended particulate (TSP),[ 40.441179 -80.240338],"{'Residential': 0.48514851485148514, 'Deciduous forest land': 0.19801980198019803, 'Transportation, communications and services': 0.22772277227722773, 'Evergreen forest land': 0.0891089108910891}",77.724138
20,Suspended particulate (TSP),[ 40.635019 -80.444223],"{'Commercial and Services': 0.21, 'Residential': 0.36, 'Industrial': 0.12, 'Deciduous forest land': 0.31}",71.457627
21,Suspended particulate (TSP),[ 40.685019 -80.324775],"{'Residential': 0.52, 'Streams and canals': 0.45, 'Evergreen forest land': 0.03}",60.26785699999999
22,Suspended particulate (TSP),[ 40.701407 -80.28033 ],"{'Commercial and Services': 0.35, 'Residential': 0.03, 'Streams and canals': 0.16, 'Industrial': 0.28, 'Transportation, communications and services': 0.18}",66.868946
23,Suspended particulate (TSP),[ 40.591686 -80.22755 ],"{'Commercial and Services': 0.44, 'Residential': 0.56}",78.533333
24,Suspended particulate (TSP),[ 40.630019 -80.50867 ],"{'Reservoirs': 0.047619047619047616, 'Mixed forest land': 0.9523809523809523}",65.377049
25,Suspended particulate (TSP),[ 40.765018 -80.321442],"{'Commercial and Services': 0.19, 'Residential': 0.81}",53.147541000000004
26,Suspended particulate (TSP),[ 40.350833 -75.935278],"{'Residential': 0.77, 'Industrial': 0.23}",63.79661
27,Suspended particulate (TSP),[ 40.337789 -75.946856],"{'Commercial and Services': 0.34, 'Residential': 0.45, 'Industrial': 0.21}",69.711864
28,Suspended particulate (TSP),[ 40.332232 -75.628513],"{'Commercial and Services': 0.1, 'Residential': 0.89, 'Cropland and pasture': 0.01}",54.557377
29,Suspended particulate (TSP),[ 40.556676 -75.977967],"{'Commercial and Services': 0.17, 'Residential': 0.66, 'Cropland and pasture': 0.17}",65.081967
30,Suspended particulate (TSP),[ 40.324455 -75.930745],"{'Commercial and Services': 0.79, 'Residential': 0.18, 'Industrial': 0.03}",70.180328
31,Suspended particulate (TSP),[ 40.403056 -75.928611],"{'Commercial and Services': 0.07, 'Residential': 0.15, 'Industrial': 0.09, 'Cropland and pasture': 0.65, 'Strip mines, quarries and gravel pits': 0.04}",61.032787
32,Suspended particulate (TSP),[ 40.377222 -75.914444],"{'Residential': 0.72, 'Industrial': 0.23, 'Deciduous forest land': 0.05}",85.7
33,Suspended particulate (TSP),[ 40.316401 -76.009636],"{'Commercial and Services': 0.3, 'Residential': 0.42, 'Cropland and pasture': 0.28}",73.916667
34,Suspended particulate (TSP),[ 40.535278 -78.370833],"{'Commercial and Services': 0.1292517006802721, 'Residential': 0.1292517006802721, 'Deciduous forest land': 0.6802721088435374, 'Other urban or built-up land': 0.047619047619047616, 'Transportation, communications and services': 0.013605442176870748}",68.18333299999999
35,Suspended particulate (TSP),[ 40.515572 -78.400824],"{'Commercial and Services': 0.4479638009049774, 'Deciduous forest land': 0.45248868778280543, 'Industrial': 0.004524886877828055, 'Other urban or built-up land': 0.09502262443438914}",59.596154000000006
36,Suspended particulate (TSP),[ 41.762498 -76.443254],"{'Commercial and Services': 0.19, 'Residential': 0.37, 'Streams and canals': 0.2, 'Transportation, communications and services': 0.24}",53.12
37,Suspended particulate (TSP),[ 40.107222 -74.882222],"{'Commercial and Services': 0.27, 'Residential': 0.73}",57.351852
38,Suspended particulate (TSP),[ 40.272231 -75.130164],"{'Commercial and Services': 0.16911764705882354, 'Cropland and pasture': 0.7352941176470589, 'Other urban or built-up land': 0.09558823529411764}",65.896552
39,Suspended particulate (TSP),[ 41.00557  -79.716976],{'Deciduous forest land': 1.0},73.103448
40,Suspended particulate (TSP),[ 40.342797 -78.935564],"{'Residential': 0.12352941176470589, 'Industrial': 0.12941176470588237, 'Deciduous forest land': 0.5882352941176471, 'Mixed urban or built-up land': 0.1588235294117647}",126.421053
41,Suspended particulate (TSP),[ 40.325852 -78.916952],"{'Commercial and Services': 0.30319148936170215, 'Residential': 0.05319148936170213, 'Industrial': 0.11170212765957446, 'Deciduous forest land': 0.5319148936170213}",82.20339
42,Suspended particulate (TSP),[ 40.346686 -78.886396],"{'Residential': 0.43147208121827413, 'Industrial': 0.06091370558375635, 'Deciduous forest land': 0.5076142131979695}",75.346939
43,Suspended particulate (TSP),[ 40.299464 -78.906952],"{'Residential': 0.4784688995215311, 'Deciduous forest land': 0.5167464114832536, 'Other urban or built-up land': 0.004784688995215311}",56.733332999999995
